sup7_headword	in_mw72	in_mw99	mw99_annexure	class
apariRAmin	Y	Y	N	kept
apariRAyaka	N	N	N	never-seen
apariSrAnta	N	N	N	never-seen
apariSrama	N	N	N	never-seen
aparicCedakartar	N	N	N	never-seen
aparicCedya	N	N	N	never-seen
aparicalita	N	Y	Y	added-since-mw72
aparicyuta	N	N	N	never-seen
aparigamya	N	N	N	never-seen
aparigfhIta	N	N	N	never-seen
aparigraha	Y	Y	N	kept
aparihARa	N	Y	N	added-since-mw72
aparihIRakAlam	N	Y	Y	added-since-mw72
aparihIyamARa	N	Y	Y	added-since-mw72
aparihita	N	Y	Y	added-since-mw72
aparijIrRa	N	Y	Y	added-since-mw72
aparijYAna	N	N	N	never-seen
aparikzIRa	N	N	N	never-seen
aparikzIRaSakti	N	N	N	never-seen
aparimARa	Y	Y	N	kept
aparimitadakziRa	N	N	N	never-seen
aparimitakftvas	N	Y	Y	added-since-mw72
aparinirmita	N	N	N	never-seen
aparinizWita	N	N	N	never-seen
aparinizpatti	N	N	N	never-seen
aparirakzaRa	N	N	N	never-seen
aparisaMsTita	N	N	N	never-seen
aparitApa	N	N	N	never-seen
aparitarkita	N	N	N	never-seen
aparitoza	Y	Y	N	kept
aparitta	N	Y	Y	added-since-mw72
aparituzwa	N	N	N	never-seen
aparituzyant	N	N	N	never-seen
aparityAjya	N	N	N	never-seen
aparityakta	N	N	N	never-seen
aparivargam	N	Y	N	added-since-mw72
aparivezwita	N	N	N	never-seen
aparivfta	Y	Y	N	kept
aparivraQiman	N	N	N	never-seen
aparivyakta	N	N	N	never-seen
apariziYcant	N	N	N	never-seen
aparizvakta	N	N	N	never-seen
aparoDuka	N	Y	N	added-since-mw72
aparoDya	N	Y	Y	added-since-mw72
aparokzAnuBUti	N	N	N	never-seen
aparopatApin	N	N	N	never-seen
apartu	Y	Y	N	kept
aparus	N	N	N	never-seen
aparuza	Y	Y	N	kept
aparvaBaNganipuRa	N	Y	N	added-since-mw72
aparvan	Y	Y	N	kept
aparvatIya	N	Y	N	added-since-mw72
aparvata	N	Y	Y	added-since-mw72
aparyARa	N	Y	Y	added-since-mw72
aparyApti	N	N	N	never-seen
aparyAsita	N	Y	N	added-since-mw72
aparyezita	N	Y	Y	added-since-mw72
aparyudasta	N	N	N	never-seen
apasAraRa	Y	Y	N	kept
apasadas	N	N	N	never-seen
apasarpya	N	Y	Y	added-since-mw72
apaskanda	N	N	N	never-seen
apaspaSa	N	Y	Y	added-since-mw72
apaspfS	Y	Y	N	kept
apastana	N	Y	Y	added-since-mw72
apasubrahmaRya	N	N	N	never-seen
apasvara	Y	Y	Y	kept
apatAna	N	Y	Y	added-since-mw72
apataMsana	N	Y	Y	added-since-mw72
apatanIya	N	Y	Y	added-since-mw72
apatandram	N	N	N	never-seen
apatanta	N	Y	Y	added-since-mw72
apatantra	N	Y	N	added-since-mw72
apataram	N	Y	Y	added-since-mw72
apatrapizRu	Y	Y	N	kept
apattana	N	N	N	never-seen
apaturIya	N	Y	Y	added-since-mw72
apatyada	N	Y	N	added-since-mw72
apatyaduHKEkamaya	N	N	N	never-seen
apavAda	Y	Y	Y	kept
apavAtA	N	Y	Y	added-since-mw72
apavarga	Y	Y	Y	kept
apavfttaBAva	N	Y	Y	added-since-mw72
apavidDi	N	N	N	never-seen
apavidyA	N	Y	Y	added-since-mw72
apavipad	N	Y	Y	added-since-mw72
apavitra	Y	Y	N	kept
apavyAhAra	N	Y	Y	added-since-mw72
apavyavasTa	N	Y	Y	added-since-mw72
apayARya	N	Y	Y	added-since-mw72
apayAtavya	N	Y	Y	added-since-mw72
apayoDarava	N	N	N	never-seen
apelava	N	N	N	never-seen
apetaBI	N	Y	N	added-since-mw72
apeya	Y	Y	N	kept
apfTAtmaja	N	N	N	never-seen
apfTagBUta	N	N	N	never-seen
apfTagDarmacaraRa	N	N	N	never-seen
apfzWa	N	N	N	never-seen
api	Y	Y	Y	kept
apiDAna	Y	Y	N	kept
apiNgAkza	N	N	N	never-seen
apiSAca	N	N	N	never-seen
apiSasas	N	N	N	never-seen
apiSuna	Y	Y	N	kept
apicCila	Y	Y	N	kept
apihiti	N	Y	N	added-since-mw72
apinadDAkza	N	Y	Y	added-since-mw72
apinvamAna	N	N	N	never-seen
apippalAda	N	N	N	never-seen
apisoma	N	N	N	never-seen
apisomapITa	N	Y	Y	added-since-mw72
aplavaga	N	N	N	never-seen
aploza	N	N	N	never-seen
apnaHsTa	N	Y	N	added-since-mw72
apoha	Y	Y	N	kept
aponaptrIya	N	Y	N	added-since-mw72
aporRavana	N	Y	N	added-since-mw72
appakavi	N	N	N	never-seen
aprARa	Y	Y	N	kept
aprAkfta	Y	Y	N	kept
aprApta	Y	Y	N	kept
aprAptakAya	N	N	N	never-seen
aprAptaprakASakatva	N	N	N	never-seen
aprAptarajasI	N	N	N	never-seen
aprAptavant	N	N	N	never-seen
aprAptaviBAzA	N	Y	N	added-since-mw72
aprAptavyavahAra	N	Y	N	added-since-mw72
aprAptazoqaSa	N	N	N	never-seen
aprApti	Y	Y	N	kept
aprArTanIyA	N	N	N	never-seen
aprAstAvika	N	Y	Y	added-since-mw72
aprAsuka	N	N	N	never-seen
aprAveSya	N	N	N	never-seen
aprAyu	Y	Y	N	kept
aprIta	N	N	N	never-seen
aprItamanas	N	N	N	never-seen
aprItikft	N	N	N	never-seen
apraBUta	Y	Y	N	kept
apraBinna	N	N	N	never-seen
apraDAna	Y	Y	N	kept
apraGnatI	N	Y	Y	added-since-mw72
apraRAmita	N	N	N	never-seen
apraRata	N	N	N	never-seen
apraRaya	N	N	N	never-seen
apraRayin	N	N	N	never-seen
apraRodya	Y	Y	N	kept
apraSama	N	Y	Y	added-since-mw72
aprabudDa	N	N	N	never-seen
apracAra	N	N	N	never-seen
apracCAdayant	N	N	N	never-seen
apracCAdita	N	N	N	never-seen
apracCAya	N	Y	Y	added-since-mw72
apracaraRIya	N	N	N	never-seen
apracetita	Y	Y	N	kept
apracodita	Y	Y	N	kept
apradadi	N	Y	N	added-since-mw72
apraduzwa	N	N	N	never-seen
apragADa	N	Y	Y	added-since-mw72
apragIta	Y	N	N	dropped
apragalBatA	N	N	N	never-seen
apragraha	N	Y	N	added-since-mw72
apraguRa	Y	Y	Y	kept
aprahAvarI	N	N	N	never-seen
aprahata	Y	Y	N	kept
aprajAyant	N	N	N	never-seen
aprajYAna	N	N	N	never-seen
aprajYAta	N	Y	N	added-since-mw72
aprajYAyamAna	N	N	N	never-seen
aprajanizRu	N	Y	N	added-since-mw72
aprakARqa	Y	Y	N	kept
aprakASin	N	Y	N	added-since-mw72
aprakASita	N	Y	N	added-since-mw72
aprakampya	N	N	N	never-seen
aprakarza	N	N	N	never-seen
aprakftisTa	N	N	N	never-seen
aprakzAla	N	N	N	never-seen
apralaya	N	N	N	never-seen
apramA	Y	Y	N	kept
apramARa	Y	Y	N	kept
apramatta	Y	Y	N	kept
apramattavant	N	N	N	never-seen
apramoza	N	N	N	never-seen
aprapIqana	N	N	N	never-seen
aprapUjita	N	N	N	never-seen
aprapaYca	N	N	N	never-seen
aprapadyant	N	N	N	never-seen
aprasahizRu	N	Y	N	added-since-mw72
aprasanna	Y	Y	Y	kept
aprasraMsa	N	Y	N	added-since-mw72
aprastava	N	N	N	never-seen
apratApin	N	N	N	never-seen
apratIGAta	N	N	N	never-seen
apratIGAtin	N	N	N	never-seen
apratIGa	N	N	N	never-seen
apratIhAram	N	N	N	never-seen
apratIkArya	N	N	N	never-seen
apratIkza	N	Y	N	added-since-mw72
apratapta	N	N	N	never-seen
aprati	Y	Y	N	kept
apratiBA	N	Y	N	added-since-mw72
apratiBAna	N	N	N	never-seen
apratiBawa	N	Y	Y	added-since-mw72
apratiGAta	N	N	N	never-seen
apratiSAsana	N	Y	N	added-since-mw72
apratiSaNkamAna	N	N	N	never-seen
apratiSaraRa	N	N	N	never-seen
apratiSrabDa	N	N	N	never-seen
apratiSraya	N	N	N	never-seen
apratiSuzkAgra	N	N	N	never-seen
apratibanDa	Y	Y	N	kept
apratiboDana	N	N	N	never-seen
apratiboDavant	N	N	N	never-seen
apratidruh	N	N	N	never-seen
apratigaja	N	N	N	never-seen
apratigata	N	N	N	never-seen
apratigfhIta	N	N	N	never-seen
apratihfta	N	N	N	never-seen
apratijagDa	N	N	N	never-seen
apratikArya	N	N	N	never-seen
apratikUlakft	N	N	N	never-seen
apratikarmakriyA	N	N	N	never-seen
apratikarza	N	N	N	never-seen
apratikrUra	N	N	N	never-seen
apratikriya	N	N	N	never-seen
apratikriyamARa	N	N	N	never-seen
apratikroSant	N	N	N	never-seen
apratikruDyant	N	N	N	never-seen
apratikurvant	N	N	N	never-seen
apratilInA	N	N	N	never-seen
apratilomayant	N	N	N	never-seen
apratimalla	N	Y	Y	added-since-mw72
apratinandant	N	N	N	never-seen
apratinandita	N	N	N	never-seen
apratinoda	N	Y	N	added-since-mw72
apratipUjita	N	N	N	never-seen
apratipatti	Y	Y	N	kept
apratipudgala	N	N	N	never-seen
apratiraTa	Y	Y	N	kept
apratiroDana	N	N	N	never-seen
apratirudDa	N	N	N	never-seen
apratisADya	N	Y	Y	added-since-mw72
apratisaMKyA	N	Y	Y	added-since-mw72
apratisaMhfta	N	N	N	never-seen
apratisaMkrama	N	Y	N	added-since-mw72
apratisama	N	N	N	never-seen
apratisara	N	N	N	never-seen
aprativARi	N	Y	Y	added-since-mw72
aprativArita	N	N	N	never-seen
aprativartana	N	N	N	never-seen
aprativiDAna	N	N	N	never-seen
apratividDa	N	N	N	never-seen
aprativindamAna	N	N	N	never-seen
aprativirata	N	N	N	never-seen
apratizWA	N	Y	N	added-since-mw72
apratizWAyuka	N	Y	N	added-since-mw72
apratizWita	Y	Y	N	kept
apratizeDita	N	N	N	never-seen
apratizikta	N	Y	N	added-since-mw72
apratrAsa	N	N	N	never-seen
apratta	Y	Y	N	kept
aprattadevata	N	Y	Y	added-since-mw72
apratyUha	N	N	N	never-seen
apratyaBimfzwa	N	N	N	never-seen
apratyakza	Y	Y	N	kept
apratyudAvartya	N	N	N	never-seen
apratyudDArya	N	N	N	never-seen
apratyutTAyika	N	N	N	never-seen
apratyutTAyin	N	N	N	never-seen
apratyutTAyuka	N	Y	Y	added-since-mw72
apravaRa	N	N	N	never-seen
apravadant	N	N	N	never-seen
apravedita	N	N	N	never-seen
apravftta	Y	Y	Y	kept
apravftti	Y	Y	Y	kept
apravilApita	N	N	N	never-seen
apravizwa	N	N	N	never-seen
apravlaya	N	Y	N	added-since-mw72
aprayAnt	N	N	N	never-seen
aprayacCant	N	N	N	never-seen
aprayoga	Y	Y	N	kept
aprayogin	N	N	N	never-seen
aprayojya	N	N	N	never-seen
aprayujyamAna	N	Y	Y	added-since-mw72
aprayukta	N	Y	N	added-since-mw72
aprekzyamARa	N	N	N	never-seen
apriyaMkara	N	N	N	never-seen
apriyakft	N	N	N	never-seen
apsA	Y	Y	N	kept
apsAnIya	N	N	N	never-seen
apsarAy	N	N	N	never-seen
apsarasa	N	N	N	never-seen
apsas	Y	Y	N	kept
apsu	Y	Y	N	kept
apsucara	N	Y	N	added-since-mw72
apsumant	N	N	N	never-seen
apsuzadas	N	Y	N	added-since-mw72
aptumant	N	N	N	never-seen
aptur	Y	Y	Y	kept
apuRyaSIla	N	N	N	never-seen
apuRyakft	N	Y	N	added-since-mw72
apunarABAva	N	Y	Y	added-since-mw72
apunarBava	N	Y	N	added-since-mw72
apunarmAra	N	N	N	never-seen
apunarmfta	N	N	N	never-seen
apunarnivartin	N	N	N	never-seen
apunarnivftti	N	N	N	never-seen
apuraskfta	N	N	N	never-seen
apurogava	N	Y	N	added-since-mw72
apuruzAparADa	N	Y	Y	added-since-mw72
apuruzArTa	N	Y	N	added-since-mw72
apuruza	Y	Y	Y	kept
aputryapaSavya	N	N	N	never-seen
apuzkala	Y	Y	Y	kept
apuzpita	N	N	N	never-seen
apvA	Y	Y	N	kept
ar	N	N	N	never-seen
arAgadvepatas	N	N	N	never-seen
arAgadvezin	N	Y	Y	added-since-mw72
arAgitA	N	Y	N	added-since-mw72
arAjadEvika	N	N	N	never-seen
arAjanya	N	Y	N	added-since-mw72
arAjya	N	N	N	never-seen
arAqItara	N	N	N	never-seen
arAqa	N	Y	Y	added-since-mw72
arAtinud	N	Y	N	added-since-mw72
arBakOkas	N	N	N	never-seen
arC	N	N	N	never-seen
arD	N	N	N	never-seen
arDADva	N	N	N	never-seen
arDArcaSasya	N	N	N	never-seen
arDAsi	N	Y	Y	added-since-mw72
arDaBAgika	N	Y	N	added-since-mw72
arDaBagna	N	N	N	never-seen
arDaBedaka	N	N	N	never-seen
arDaKila	N	N	N	never-seen
arDaPAlaka	N	Y	Y	added-since-mw72
arDaSARI	N	N	N	never-seen
arDaSaMBu	N	N	N	never-seen
arDaSarAva	N	N	N	never-seen
arDaSiras	N	Y	N	added-since-mw72
arDacandra	N	Y	N	added-since-mw72
arDacandraDara	N	N	N	never-seen
arDadroRika	N	N	N	never-seen
arDadvicaturaSraka	N	N	N	never-seen
arDahara	N	Y	Y	added-since-mw72
arDakArzika	N	Y	N	added-since-mw72
arDaka	Y	Y	N	kept
arDakapAwasaMDika	N	N	N	never-seen
arDakarRa	N	Y	N	added-since-mw72
arDakuRqalakarzin	N	N	N	never-seen
arDalakzya	N	N	N	never-seen
arDamArita	N	N	N	never-seen
arDamIlita	N	N	N	never-seen
arDamaRqita	N	N	N	never-seen
arDamuRqa	N	Y	Y	added-since-mw72
arDamukulI	N	N	N	never-seen
arDanAgarI	N	N	N	never-seen
arDanArAca	N	Y	N	added-since-mw72
arDanArISvarastotra	N	N	N	never-seen
arDaniHsfta	N	N	N	never-seen
arDanizpanna	N	Y	Y	added-since-mw72
arDapAda	N	Y	N	added-since-mw72
arDapaYcadaSa	N	Y	N	added-since-mw72
arDapada	N	Y	N	added-since-mw72
arDaparAsu	N	N	N	never-seen
arDapatita	N	N	N	never-seen
arDapradakziRa	N	N	N	never-seen
arDapraharikA	N	Y	N	added-since-mw72
arDaprasUtA	N	N	N	never-seen
arDapulAyita	N	Y	N	added-since-mw72
arDarAja	N	Y	N	added-since-mw72
arDarcaSas	N	Y	N	added-since-mw72
arDarcaSasya	N	Y	N	added-since-mw72
arDasTitaprARa	N	N	N	never-seen
arDasaMlIna	N	N	N	never-seen
arDasadfSa	N	N	N	never-seen
arDasamasyA	N	Y	N	added-since-mw72
arDasamaya	N	N	N	never-seen
arDasaptama	N	Y	N	added-since-mw72
arDavESasa	N	Y	Y	added-since-mw72
arDavaSA	N	Y	N	added-since-mw72
arDavartman	N	Y	N	added-since-mw72
arDavidala	N	N	N	never-seen
arDazazWa	N	Y	N	added-since-mw72
arDika	Y	Y	N	kept
arDocCizwa	N	Y	Y	added-since-mw72
arDopaBukta	N	N	N	never-seen
arDoruka	N	Y	N	added-since-mw72
arDuzwa	N	N	N	never-seen
arIRa	N	Y	Y	added-since-mw72
arItimant	N	N	N	never-seen
arRavaBava	N	Y	N	added-since-mw72
arSasin	N	Y	N	added-since-mw72
arTABipatti	N	Y	Y	added-since-mw72
arTADinATa	N	Y	Y	added-since-mw72
arTAgama	N	Y	N	added-since-mw72
arTAlaMkAra	N	Y	N	added-since-mw72
arTApay	N	N	N	never-seen
arTArTin	N	Y	N	added-since-mw72
arTa	Y	Y	N	kept
arTaSAstraka	N	Y	N	added-since-mw72
arTabahula	N	N	N	never-seen
arTacaryA	N	Y	Y	added-since-mw72
arTadAna	N	Y	N	added-since-mw72
arTadIpikA	N	N	N	never-seen
arTagati	N	Y	Y	added-since-mw72
arTagrAhin	N	Y	N	added-since-mw72
arTahara	N	Y	N	added-since-mw72
arTakAma	N	Y	N	added-since-mw72
arTakAmy	N	N	N	never-seen
arTakArSya	N	Y	N	added-since-mw72
arTakAraRa	N	N	N	never-seen
arTakArin	N	Y	Y	added-since-mw72
arTakartar	N	N	N	never-seen
arTakilbizin	N	Y	N	added-since-mw72
arTakriyAkArin	N	N	N	never-seen
arTalAGava	N	Y	Y	added-since-mw72
arTalola	N	Y	Y	added-since-mw72
arTalopa	N	Y	Y	added-since-mw72
arTalubDa	N	Y	N	added-since-mw72
arTamAtar	N	N	N	never-seen
arTamanas	N	Y	N	added-since-mw72
arTamaya	N	Y	N	added-since-mw72
arTanASaka	N	Y	Y	added-since-mw72
arTapAWa	N	Y	Y	added-since-mw72
arTapAruzya	N	N	N	never-seen
arTapaYcaka	N	Y	Y	added-since-mw72
arTapadavI	N	Y	Y	added-since-mw72
arTapara	N	Y	Y	added-since-mw72
arTaparigraha	N	Y	N	added-since-mw72
arTaprADva	N	N	N	never-seen
arTarASi	N	Y	N	added-since-mw72
arTaracana	N	Y	Y	added-since-mw72
arTasaMhata	N	N	N	never-seen
arTasaMsidDi	N	N	N	never-seen
arTasamAhartar	N	N	N	never-seen
arTasama	N	Y	Y	added-since-mw72
arTaviSArada	N	N	N	never-seen
arTay	N	N	N	never-seen
arTayitar	N	N	N	never-seen
arTegA	N	N	N	never-seen
arTotsarga	N	Y	N	added-since-mw72
arTya	Y	Y	N	kept
arU	N	N	N	never-seen
arUQa	N	N	N	never-seen
arUkza	Y	Y	N	kept
arUpabrahmaDAtu	N	N	N	never-seen
arUpaviSeza	N	N	N	never-seen
arUpyabrahmaDAtu	N	N	N	never-seen
araDra	Y	Y	Y	kept
araRAvihArin	N	Y	Y	added-since-mw72
araRasamavasaraRa	N	N	N	never-seen
araRi	Y	Y	Y	kept
araRyacArI	N	N	N	never-seen
araSana	N	Y	Y	added-since-mw72
araSmivant	N	N	N	never-seen
araYjaka	N	N	N	never-seen
araYjita	N	N	N	never-seen
arahita	Y	Y	N	kept
araja	N	Y	N	added-since-mw72
arajanIkfta	N	Y	Y	added-since-mw72
arajas	Y	Y	N	kept
arajaska	N	Y	Y	added-since-mw72
arajovirajonayayukta	N	N	N	never-seen
arajovittA	N	Y	Y	added-since-mw72
arajyant	N	N	N	never-seen
arakta	N	Y	Y	added-since-mw72
arakzaka	N	N	N	never-seen
arakzas	Y	Y	N	kept
arakzasya	N	Y	N	added-since-mw72
arakzya	N	N	N	never-seen
aramaRIya	Y	N	N	dropped
aramamARa	Y	Y	N	kept
aramya	N	N	N	never-seen
aranDra	N	N	N	never-seen
arantos	N	Y	N	added-since-mw72
araqA	N	Y	N	added-since-mw72
arara	Y	Y	N	kept
arare	Y	Y	N	kept
arasayitar	N	N	N	never-seen
aravAqa	N	N	N	never-seen
aravindanABi	N	N	N	never-seen
aravindotpalavant	N	N	N	never-seen
arbuda	Y	Y	Y	kept
arcA	Y	Y	N	kept
arcAvEBava	N	N	N	never-seen
arcanAnavanIta	N	N	N	never-seen
arcatrya	Y	Y	N	kept
arcicayizu	N	Y	Y	added-since-mw72
arcirmAlya	N	N	N	never-seen
arcizmant	N	N	N	never-seen
ardin	N	N	N	never-seen
arepa	N	Y	Y	added-since-mw72
areqant	N	N	N	never-seen
argalapASaka	N	N	N	never-seen
arhaRIya	N	Y	Y	added-since-mw72
arhadGawIcakra	N	N	N	never-seen
arhadatta	N	N	N	never-seen
arhadvasana	N	N	N	never-seen
arhantikA	N	Y	N	added-since-mw72
ari	Y	Y	N	kept
ariDAyas	N	Y	N	added-since-mw72
arikta	Y	Y	N	kept
ariktakarRa	N	N	N	never-seen
arimitramitra	N	N	N	never-seen
aripra	Y	Y	N	kept
aritA	N	Y	N	added-since-mw72
aritra	Y	Y	N	kept
arizwa	Y	Y	N	kept
arizwaka	Y	Y	Y	kept
arizwaroga	N	Y	Y	added-since-mw72
arj	Y	Y	N	kept
arjaka	Y	Y	N	kept
arjin	N	Y	Y	added-since-mw72
arjitatva	N	N	N	never-seen
arjunArcApArijAta	N	Y	N	added-since-mw72
arjunaka	Y	Y	N	kept
ark	Y	Y	N	kept
arkAhuti	N	Y	N	added-since-mw72
arkAtmaja	N	N	N	never-seen
arkadugDa	N	Y	Y	added-since-mw72
arkakara	N	Y	N	added-since-mw72
arkamaya	N	Y	N	added-since-mw72
arkanetra	N	Y	Y	added-since-mw72
arkastuB	N	Y	N	added-since-mw72
arkavant	N	N	N	never-seen
arkopala	N	Y	N	added-since-mw72
aroDya	Y	Y	N	kept
arocaka	Y	Y	N	kept
arocin	N	N	N	never-seen
arocuka	N	Y	N	added-since-mw72
arogitva	N	N	N	never-seen
aroma	N	Y	N	added-since-mw72
aromaSa	N	Y	Y	added-since-mw72
aroza	Y	Y	N	kept
arpaRA	N	N	N	never-seen
artni	N	N	N	never-seen
aruRADikaraRamaYjarI	N	N	N	never-seen
aruREta	N	Y	N	added-since-mw72
aruRa	Y	Y	Y	kept
aruRadatI	N	Y	Y	added-since-mw72
aruRapiSaNga	N	Y	N	added-since-mw72
aruRapsu	N	Y	N	added-since-mw72
aruRapuzpa	N	Y	N	added-since-mw72
aruRatva	N	Y	N	added-since-mw72
arucira	N	Y	N	added-since-mw72
arucya	Y	Y	N	kept
arudDa	Y	Y	N	kept
arugRa	Y	Y	N	kept
aruj	Y	Y	N	kept
arujant	N	N	N	never-seen
aruzka	Y	Y	N	kept
arvAkkAlIna	N	N	N	never-seen
arvan	Y	Y	N	kept
arya	Y	Y	N	kept
aryamagfhapati	N	Y	N	added-since-mw72
aryaman	Y	Y	N	kept
aryamanandana	N	Y	Y	added-since-mw72
aryapatnI	N	Y	N	added-since-mw72
as	Y	Y	N	kept
asADAraRagranTa	N	N	N	never-seen
asADaka	N	N	N	never-seen
asADana	Y	Y	N	kept
asADu	Y	Y	Y	kept
asADya	N	Y	N	added-since-mw72
asADyamAnatva	N	N	N	never-seen
asAMnAyyaka	N	N	N	never-seen
asAhasika	Y	Y	N	kept
asAkameDa	N	N	N	never-seen
asAmAnya	Y	Y	N	kept
asAmavedavidvaMs	N	N	N	never-seen
asApatnya	N	N	N	never-seen
asArUpya	N	N	N	never-seen
asArvaBOma	N	N	N	never-seen
asArvatrika	N	N	N	never-seen
asAyaka	N	N	N	never-seen
asIma	N	Y	Y	added-since-mw72
asKala	N	Y	N	added-since-mw72
asKalana	N	N	N	never-seen
asKalant	N	N	N	never-seen
asO	N	Y	N	added-since-mw72
asOnAman	Y	Y	N	kept
asOyaja	N	Y	N	added-since-mw72
asOzWava	Y	Y	N	kept
asPAwita	N	N	N	never-seen
asPurant	N	N	N	never-seen
asPuwa	Y	Y	N	kept
asPuwita	N	N	N	never-seen
asPya	N	N	N	never-seen
asTAna	Y	Y	Y	kept
asTAsnu	N	Y	N	added-since-mw72
asTI	N	N	N	never-seen
asTUri	Y	Y	N	kept
asTiBeda	N	Y	N	added-since-mw72
asTiBedana	N	N	N	never-seen
asTicCallita	N	Y	N	added-since-mw72
asTicit	N	Y	Y	added-since-mw72
asTikumBa	N	Y	Y	added-since-mw72
asTira	Y	Y	N	kept
asTisaMcayana	N	Y	N	added-since-mw72
asTita	Y	Y	N	kept
asTuzas	N	N	N	never-seen
asUryaMpaSya	N	N	N	never-seen
asUta	Y	Y	Y	kept
asUy	N	N	N	never-seen
asUyin	N	N	N	never-seen
asa	N	Y	N	added-since-mw72
asaByasmftihetu	N	N	N	never-seen
asaDnIcIna	N	N	N	never-seen
asaMBAzya	N	Y	N	added-since-mw72
asaMBUta	N	N	N	never-seen
asaMBava	N	Y	Y	added-since-mw72
asaMBavapattra	N	N	N	never-seen
asaMBfta	N	N	N	never-seen
asaMBindant	N	N	N	never-seen
asaMBrama	N	Y	N	added-since-mw72
asaMKya	N	Y	N	added-since-mw72
asaMKyaSas	N	Y	Y	added-since-mw72
asaMKyaka	N	Y	N	added-since-mw72
asaMKyeya	N	Y	N	added-since-mw72
asaMNga	N	N	N	never-seen
asaMSAruka	N	N	N	never-seen
asaMSiYjayant	N	N	N	never-seen
asaMSrAnta	N	N	N	never-seen
asaMSudDa	N	N	N	never-seen
asaMcalant	N	N	N	never-seen
asaMcaya	N	Y	N	added-since-mw72
asaMcetayamAna	N	N	N	never-seen
asaMgata	N	Y	N	added-since-mw72
asaMgfhItatva	N	N	N	never-seen
asaMgrAha	N	Y	Y	added-since-mw72
asaMgrAmeRa	N	N	N	never-seen
asaMgraha	N	Y	Y	added-since-mw72
asaMhArya	Y	Y	N	kept
asaMhAyyam	N	N	N	never-seen
asaMhati	N	N	N	never-seen
asaMhatyakArin	N	N	N	never-seen
asaMhfta	N	N	N	never-seen
asaMjAta	N	N	N	never-seen
asaMjYA	N	Y	N	added-since-mw72
asaMjYAna	N	Y	N	added-since-mw72
asaMjYikasattva	N	Y	Y	added-since-mw72
asaMjYin	N	N	N	never-seen
asaMkIrRa	N	Y	Y	added-since-mw72
asaMkalpanIya	N	Y	N	added-since-mw72
asaMkara	N	Y	N	added-since-mw72
asaMkrAnta	N	Y	N	added-since-mw72
asaMkucita	N	N	N	never-seen
asaMlakzita	N	N	N	never-seen
asaMmatAvavAda	N	N	N	never-seen
asaMmfzwa	N	Y	N	added-since-mw72
asaMmoza	N	Y	N	added-since-mw72
asaMnayant	N	N	N	never-seen
asaMnivizwa	N	N	N	never-seen
asaMnyupta	N	Y	Y	added-since-mw72
asaMparigraha	N	N	N	never-seen
asaMpatti	N	Y	N	added-since-mw72
asaMpraKyAna	N	N	N	never-seen
asaMpradatta	N	Y	N	added-since-mw72
asaMprajYAna	N	N	N	never-seen
asaMprajYAta	N	N	N	never-seen
asaMprajanya	N	N	N	never-seen
asaMprakIrRa	N	N	N	never-seen
asaMpramARa	N	N	N	never-seen
asaMpramoza	N	Y	N	added-since-mw72
asaMprayuYjant	N	N	N	never-seen
asaMprezita	N	N	N	never-seen
asaMrUQa	N	N	N	never-seen
asaMrakta	N	N	N	never-seen
asaMroha	N	Y	N	added-since-mw72
asaMsTita	Y	Y	N	kept
asaMsTiti	Y	N	N	dropped
asaMsakta	Y	Y	N	kept
asaMsargin	N	N	N	never-seen
asaMskAra	N	Y	N	added-since-mw72
asaMskArya	N	Y	Y	added-since-mw72
asaMskftapraBAvita	N	N	N	never-seen
asaMspfzwa	N	N	N	never-seen
asaMstava	N	Y	N	added-since-mw72
asaMsyUta	N	N	N	never-seen
asaMtardana	N	N	N	never-seen
asaMvIta	N	N	N	never-seen
asaMvala	N	N	N	never-seen
asaMvara	N	Y	N	added-since-mw72
asaMvartamAna	N	N	N	never-seen
asaMvasant	N	N	N	never-seen
asaMvatsaraBfta	Y	Y	N	kept
asaMvatsaradIkzita	N	N	N	never-seen
asaMvijYAna	N	Y	N	added-since-mw72
asaMvyavahitam	Y	Y	N	kept
asaMyacCant	N	N	N	never-seen
asaMyamitAlakin	N	N	N	never-seen
asaMyant	N	N	N	never-seen
asaMyata	Y	Y	N	kept
asaMyatta	Y	Y	Y	kept
asaMyogopaDa	N	Y	Y	added-since-mw72
asaMyukta	Y	Y	N	kept
asabrahmacArin	N	N	N	never-seen
asadDarma	N	Y	N	added-since-mw72
asadfSa	Y	Y	N	kept
asadgati	N	N	N	never-seen
asahAya	Y	Y	N	kept
asaha	Y	Y	N	kept
asahacarita	N	N	N	never-seen
asahamAna	Y	Y	N	kept
asahana	Y	Y	N	kept
asahant	N	N	N	never-seen
asahasra	N	N	N	never-seen
asahfdaya	N	Y	Y	added-since-mw72
asahya	N	Y	Y	added-since-mw72
asajjant	N	N	N	never-seen
asajjita	N	N	N	never-seen
asakASe	N	N	N	never-seen
asakO	N	Y	N	added-since-mw72
asakfdAvartin	N	N	N	never-seen
asakta	Y	Y	Y	kept
asamADAna	N	N	N	never-seen
asamASuga	N	Y	N	added-since-mw72
asamAna	Y	Y	N	kept
asamAveSa	N	N	N	never-seen
asamAvftta	N	N	N	never-seen
asamAyuta	N	Y	N	added-since-mw72
asamIkzita	N	Y	N	added-since-mw72
asamaSIla	N	N	N	never-seen
asamaSara	N	Y	N	added-since-mw72
asamabalatA	N	N	N	never-seen
