pwk_L	pwk_pc	hw_slp1	iast	pipeline_tier	rank	mw_fuzzy	evidence	mw_forms	verdict	corr_n	corr_dicts	mahavy	mahavy_refs	dcs_lemma	dcs_form	body_chars	review_note
211315	7-300-c	anumAsa	anumāsa	nearform0.86		anuBAsa		anuBAsa	confirmed-missing	6	gst;lrv;mw72;pwg;sch;stc	0		0	0	40	add-check:auto-confirmed-false-friend: near form 'anuBAsa' is a separate pw.txt entry at 1-055-b (candidate at 7-300-c) carrying its own distinct sense - omission stands
211321	7-300-c	anuyAjavant	anuyājavant	nearform0.95		anuyAjavat		anuyAjavat	near-form-needs-eyes	2	pwg;sch	0		0	0	64	
211325	7-300-c	anurakzitavya	anurakṣitavya	nearform0.80		anvIkzitavya		anvIkzitavya	confirmed-missing	1	sch	0		0	0	128	add-check:auto-confirmed-false-friend: near form 'anvIkzitavya' is a separate pw.txt entry at 1-068-c (candidate at 7-300-c) carrying its own distinct sense - omission stands
211329	7-300-c	anuroDavatI	anurodhavatī	NO-MATCH	B		B:anurAga;B:anuroha		confirmed-missing	1	sch	0		0	0	43	
211331	7-300-c	anulApin	anulāpin	nearform0.88		anulepin		anulepin	confirmed-missing	1	sch	0		0	0	58	add-check:auto-confirmed-false-friend: near form 'anulepin' is a separate pw.txt entry at 1-056-b (candidate at 7-300-c) carrying its own distinct sense - omission stands
211333	7-300-c	anulomay	anulomay	stem				anulomaya	covered-by-MW-stem-form	2	pwg;sch	0		1	0	107	
211335	7-300-c	anullaNGanIya	anullaṅghanīya	nearform0.80		alaNGanIyatA		alaNGanIyatA	confirmed-missing	2	sch;stc	0		0	0	45	add-check:auto-confirmed-false-friend: near form 'alaNGanIyatA' is a separate pw.txt entry at 5-245-c (candidate at 7-300-c) carrying its own distinct sense - omission stands
211340	7-300-c	anuvarRayitavya	anuvarṇayitavya	NO-MATCH	A		A:anuvapram		confirmed-missing	1	sch	0		0	0	47	
211341	7-300-c	anuvasu	anuvasu	nearform0.92		anuvas		anuvas	near-form-needs-eyes	1	sch	0		0	0	39	
211345	7-300-c	anuvilepana	anuvilepana	NO-MATCH	B		B:anuvAdin;B:anuvft		confirmed-missing	1	sch	0		0	0	60	
211352	7-300-d	anuSaMsana	anuśaṃsana	nearform0.95		anuSAsana		anuSAsana	confirmed-missing	1	sch	0		1	0	42	add-check:auto-confirmed-false-friend: near form 'anuSAsana' is a separate pw.txt entry at 1-057-c (candidate at 7-300-d) carrying its own distinct sense - omission stands
211353	7-300-d	anuSayavant	anuśayavant	nearform0.95		anuSayavat		anuSayavat	near-form-needs-eyes	1	sch	0		0	0	43	
211355	7-300-d	anuSase	anuśase	nearform0.92		anuSAs		anuSAs	near-form-needs-eyes	1	sch	0		0	1	40	
211362	7-300-d	anuzwubgAyatrIkAram	anuṣṭubgāyatrīkāram	NO-MATCH	A		B:anuzwupCandas;A:anuzwuB		confirmed-missing	1	sch	0		0	0	51	
211365	7-300-d	anuzWAyajYayajYIya	anuṣṭhāyajñayajñīya	NO-MATCH	B		B:anuzWAna		confirmed-missing	2	pwg;sch	0		0	0	91	
211366	7-300-d	anuzWiti	anuṣṭhiti	stem				anuzWita	covered-by-MW-stem-form	1	sch	0		0	0	40	
211368	7-300-d	anuzyade	anuṣyade	nearform0.88		anuzyand		anuzyand	near-form-needs-eyes	1	sch	0		0	1	41	
211375	7-300-d	anusartar	anusartar	nearform0.89		anusaraRa		anusaraRa	confirmed-missing	1	sch	0		0	0	109	add-check:auto-confirmed-false-friend: near form 'anusaraRa' is a separate pw.txt entry at 1-058-c (candidate at 7-300-d) carrying its own distinct sense - omission stands
211378	7-300-d	anusfzwi	anusṛṣṭi	stem				anusfzwa	covered-by-MW-stem-form	4	gst;pwg;sch;vcp	0		1	0	56	
211380	7-300-d	anusrotasam	anusrotasam	stem				anusrotasa	covered-by-MW-stem-form	1	sch	0		0	1	101	
211383	7-300-d	anUcyamAnatva	anūcyamānatva	NO-MATCH	B		B:anUcAna;B:anUQa		confirmed-missing	1	sch	0		0	0	45	
211385	7-300-d	anUQatA	anūḍhatā	NO-MATCH	A		B:anUQa;A:anUtTAna		confirmed-missing	1	sch	0		0	0	39	
211390	7-300-d	anUnagariman	anūnagariman	NO-MATCH	A		A:anUdBAsin		confirmed-missing	1	sch	0		0	0	44	
211391	7-300-d	anUpareKA	anūparekhā	NO-MATCH	B		B:anUrDvaMBAvuka		confirmed-missing	1	sch	0		0	0	184	
211400	7-301-a	anfRI	anṛṇī	stem				anfRa	covered-by-MW-stem-form	2	sch;skd	0		0	1	37	
211404	7-301-a	anftakAraka	anṛtakāraka	nearform0.82		anyatkAraka		anyatkAraka	confirmed-missing	1	sch	0		0	0	58	add-check:auto-confirmed-false-friend: near form 'anyatkAraka' is a separate pw.txt entry at 1-066-c (candidate at 7-301-a) carrying its own distinct sense - omission stands
211415	7-301-a	anekaSataBOma	anekaśatabhauma	NO-MATCH	A		A:anekavArzika		confirmed-missing	1	sch	0		0	0	45	
211416	7-301-a	anekaSatasAhasra	anekaśatasāhasra	NO-MATCH	B		B:anekAgra		confirmed-missing	1	sch	0		0	0	83	
211420	7-301-a	anekArTakEravakOmudI	anekārthakairavakaumudī	NO-MATCH	B		B:anekAnta		confirmed-missing	1	sch	0		0	0	84	
211421	7-301-a	aneya	aneya	nearform1.00		Aneya		Aneya	covered-by-fold-twin-flagged	3	bhs;sch;stc	0		1	0	37	case/vowel-length twin of MW form (Akalita/akalita trap) - same lexeme or distinct word, needs eyes
211424	7-301-a	aneza	aneṣa	nearform0.91		anveza		anveza	confirmed-missing	2	bhs;sch	0		0	0	37	add-check:auto-confirmed-false-friend: near form 'anveza' is a separate pw.txt entry at 1-068-c (candidate at 7-301-a) carrying its own distinct sense - omission stands
211428	7-301-a	anEraMmada	anairaṃmada	NO-MATCH	A		A:anEBftya		confirmed-missing	1	sch	0		0	0	42	
211429	7-301-a	anErBftya	anairbhṛtya	nearform0.94		anEBftya		anEBftya	confirmed-missing	1	sch	0		0	0	41	add-check:auto-confirmed-false-friend: near form 'anEBftya' is a separate pw.txt entry at 3-250-c (candidate at 7-301-a) carrying its own distinct sense - omission stands
211431	7-301-a	anEzwika	anaiṣṭika	NO-MATCH	A		A:anEScArika;B:anokaSAyin		confirmed-missing	1	sch	0		0	0	40	
211438	7-301-b	anOSIra	anauśīra	NO-MATCH	A		B:anOrasa;A:anOzaDa		confirmed-missing	2	cae;sch	0		0	0	39	
211450	7-301-b	antaHprIti	antaḥprīti	nearform0.86		antaHpariDi		antaHpariDi	confirmed-missing	1	sch	0		0	0	42	add-check:auto-confirmed-false-friend: near form 'antaHpariDi' is a separate pw.txt entry at 1-061-a (candidate at 7-301-b) carrying its own distinct sense - omission stands
211455	7-301-b	antataH	antataḥ	stem				antatas	covered-by-MW-stem-form	3	ap;sch;skd	0		0	1	195	
211461	7-301-b	antarakrIqA	antarakrīḍā	nearform0.82		anaNgakrIqA		anaNgakrIqA	confirmed-missing	1	sch	0		0	0	43	add-check:auto-confirmed-false-friend: near form 'anaNgakrIqA' is a separate pw.txt entry at 1-038-a (candidate at 7-301-b) carrying its own distinct sense - omission stands
211463	7-301-b	antaradfS	antaradṛś	nearform0.82		antarada		antarada	near-form-needs-eyes	3	ap;sch;vcp	0		0	0	134	
211467	7-301-b	antarAtri	antarātri	nearform0.89		antarvARi		antarvARi	confirmed-missing	1	sch	0		0	0	91	add-check:auto-confirmed-false-friend: near form 'antarvARi' is a separate pw.txt entry at 1-063-c (candidate at 7-301-b) carrying its own distinct sense - omission stands
211468	7-301-b	antarAntaratas	antarāntaratas	NO-MATCH	A		A:antarAntarAt		confirmed-missing	1	sch	0		0	0	46	
211470	7-301-b	antarAvedi	antarāvedi	stem				antarAvedI	covered-by-MW-stem-form	5	gst;lrv;md;sch;vcp	0		0	0	62	
211473	7-301-c	antarikzadA	antarikṣadā	nearform0.91		antarikzaga		antarikzaga	confirmed-missing	1	sch	0		0	0	66	add-check:auto-confirmed-false-friend: near form 'antarikzaga' is a separate pw.txt entry at 1-062-c (candidate at 7-301-c) carrying its own distinct sense - omission stands
211477	7-301-c	antargati	antargati	stem				antargata	covered-by-MW-stem-form	1	sch	0		1	0	41	
211480	7-301-c	antarjaleSaya	antarjaleśaya	NO-MATCH	B		B:antargozWa		confirmed-missing	1	sch	0		0	0	48	
211481	7-301-c	antarjAtA	antarjātā	stem				antarjAta	covered-by-MW-stem-form	1	sch	0		0	0	41	
211483	7-301-c	antarjAnukara	antarjānukara	NO-MATCH	B		B:antarjAnu;B:antarjyotis		confirmed-missing	1	sch	0		0	0	45	
211489	7-301-c	antarnAvya	antarnāvya	nearform0.84		antarBAva		antarBAva	confirmed-missing	1	sch	0		0	0	42	add-check:auto-confirmed-false-friend: near form 'antarBAva' is a separate pw.txt entry at 1-063-b (candidate at 7-301-c) carrying its own distinct sense - omission stands
211491	7-301-c	antarBAvaprakASikA	antarbhāvaprakāśikā	NO-MATCH	A		A:antarBAva		confirmed-missing	2	acc;sch	0		0	0	85	
211492	7-301-c	antarBAvya	antarbhāvya	nearform0.95		antarBAva		antarBAva	confirmed-missing	1	sch	0		0	0	60	add-check:auto-confirmed-false-friend: near form 'antarBAva' is a separate pw.txt entry at 1-063-b (candidate at 7-301-c) carrying its own distinct sense - omission stands
211495	7-301-c	antarmAMsa	antarmāṃsa	nearform0.95		antarAMsa		antarAMsa	confirmed-missing	1	sch	0		0	0	45	add-check:auto-confirmed-false-friend: near form 'antarAMsa' is a separate pw.txt entry at 1-062-b (candidate at 7-301-c) carrying its own distinct sense - omission stands
211497	7-301-c	antarmuKatA	antarmukhatā	nearform0.86		antarmuKam		antarmuKam	confirmed-missing	1	sch	0		0	0	113	add-check:auto-confirmed-false-friend: near form 'antarmuKam' is a separate pw.txt entry at 4-292-c (candidate at 7-301-c) carrying its own distinct sense - omission stands
211498	7-301-c	antaryAmIya	antaryāmīya	nearform0.86		antaryAmin		antaryAmin	confirmed-missing	1	sch	0		1	0	43	add-check:auto-confirmed-false-friend: near form 'antaryAmin' is a separate pw.txt entry at 1-063-b (candidate at 7-301-c) carrying its own distinct sense - omission stands
211502	7-301-c	antarvArkza	antarvārkṣa	NO-MATCH	A		B:antarvartin;A:antarvAvat		confirmed-missing	1	sch	0		0	0	43	
211504	7-301-c	antarvAsa	antarvāsa	stem				antarvAsas	covered-by-MW-stem-form	2	pe;sch	0		0	0	44	
211507	7-301-c	antaHSvAsa	antaḥśvāsa	nearform0.84		antaHSava		antaHSava	confirmed-missing	1	sch	0		0	0	42	add-check:auto-confirmed-false-friend: near form 'antaHSava' is a separate pw.txt entry at 1-064-a (candidate at 7-301-c) carrying its own distinct sense - omission stands
211514	7-301-c	antyapat	antyapat	nearform0.82		antyapada		antyapada	confirmed-missing	1	sch	0		0	0	43	add-check:auto-confirmed-false-friend: near form 'antyapada' is a separate pw.txt entry at 1-064-c (candidate at 7-301-c) carrying its own distinct sense - omission stands
211517	7-301-c	antravfdDimant	antravṛddhimant	NO-MATCH	B		B:antrakUjana		confirmed-missing	1	sch	0		0	0	87	
211518	7-301-d	antrAvaraRa	antrāvaraṇa	nearform0.86		antyavarRa		antyavarRa	confirmed-missing	1	sch	0		0	0	43	add-check:auto-confirmed-false-friend: near form 'antyavarRa' is a separate pw.txt entry at 1-064-c (candidate at 7-301-d) carrying its own distinct sense - omission stands
211520	7-301-d	andolay	andolay	stem				andolaya	covered-by-MW-stem-form	4	cae;ccs;pwg;sch	0		0	0	44	
211528	7-301-d	anDaMBavizRu	andhaṃbhaviṣṇu	nearform1.00		anDamBavizRu		anDamBavizRu	covered-by-fold-twin-flagged	3	ap;pwg;sch	0		0	0	50	case/vowel-length twin of MW form (Akalita/akalita trap) - same lexeme or distinct word, needs eyes
211530	7-301-d	anDasvant	andhasvant	nearform0.82		apnasvat		apnasvat	near-form-needs-eyes	1	sch	0		0	0	41	
211532	7-301-d	annacikitsA	annacikitsā	nearform0.82		aSvacikitsA		aSvacikitsA	confirmed-missing	2	acc;sch	0		0	0	43	add-check:auto-confirmed-false-friend: near form 'aSvacikitsA' is a separate pw.txt entry at 1-139-a (candidate at 7-301-d) carrying its own distinct sense - omission stands
211536	7-301-d	annapAnaviDi	annapānavidhi	NO-MATCH	A		A:annaparyAyam		confirmed-missing	3	acc;gst;sch	0		1	0	44	
211537	7-301-d	annaprASanaka	annaprāśanaka	NO-MATCH	A		A:annaBuj		confirmed-missing	1	sch	0		1	0	45	
211539	7-301-d	annaMBawIya	annaṃbhaṭīya	NO-MATCH	A		A:annaBuj;B:annarasa		confirmed-missing	0		0		0	0	43	
211543	7-301-d	annasani	annasani	NO-MATCH	A		A:annavikfti;A:annasaMdeha		confirmed-missing	1	sch	0		0	0	114	
211549	7-301-d	annIy	annīy	stem				annIya	covered-by-MW-stem-form	0		0		1	0	37	
211551	7-301-d	anyataratotirAtra	anyataratotirātra	NO-MATCH	A		B:anya;A:anyatarAnyatara		confirmed-missing	1	sch	0		0	0	50	
211572	7-302-a	anyAyaDanyacarita	anyāyadhanyacarita	NO-MATCH	A		A:anyAyatas;A:anyAyin		confirmed-missing	2	acc;sch	0		0	0	71	
211576	7-302-a	anyoktimuktAvalI	anyoktimuktāvalī	NO-MATCH	A		A:anyokti;B:anyodarya		confirmed-missing	1	acc	0		0	0	70	
211579	7-302-a	anyonyajananavftti	anyonyajananavṛtti	NO-MATCH	A		A:anyonyakftya;A:anyonyamiTuna		confirmed-missing	2	gst;sch	0		0	0	101	
211582	7-302-a	anyonyABiBavavftti	anyonyābhibhavavṛtti	NO-MATCH	A		A:anyonyApatitatyAgin;B:anyonyASraya		confirmed-missing	2	gst;sch	0		0	0	101	
211586	7-302-a	anvajiravati	anvajiravati	NO-MATCH	A		A:anvagjyezWa		confirmed-missing	2	sch;stc	0		0	1	44	
211587	7-302-a	anvatrasta	anvatrasta	nearform0.95		avatrasta		avatrasta	near-form-needs-eyes	1	sch	0		0	0	42	
211588	7-302-a	anvavapAtos	anvavapātos	NO-MATCH	B		B:anvazwakA		confirmed-missing	1	sch	0		0	0	43	
211590	7-302-a	anvazwakI	anvaṣṭakī	stem				anvazwakA	covered-by-MW-stem-form	1	sch	0		0	0	44	
211592	7-302-a	anvAramBaRIyadevatA	anvārambhaṇīyadevatā	NO-MATCH	B		B:anvAkSAyam;B:anvArohaRa		confirmed-missing	1	sch	0		0	0	51	
211595	7-302-a	anvetavE	anvetavai	nearform1.00		anvetave		anvetave	covered-by-fold-twin-flagged	3	gst;pwg;sch	0		0	0	42	case/vowel-length twin of MW form (Akalita/akalita trap) - same lexeme or distinct word, needs eyes
211596	7-302-a	anvezizizu	anveṣiṣiṣu	NO-MATCH	B		B:anvezwavya		confirmed-missing	1	sch	0		0	0	42	
211600	7-302-a	apakarzaRIya	apakarṣaṇīya	NO-MATCH	A		A:apakartana;B:apakarzasama		confirmed-missing	1	sch	0		0	0	44	
211613	7-302-b	apakzARa	apakṣāṇa	nearform0.88		apakzIRa		apakzIRa	near-form-needs-eyes	1	sch	0		0	0	146	
211614	7-302-b	apakzigaRasaMGAta	apakṣigaṇasaṃghāta	NO-MATCH	C				confirmed-missing	1	sch	0		0	0	49	
211615	7-302-b	apakzigaRasaMpAta	apakṣigaṇasaṃpāta	NO-MATCH	A		A:apagatakAlaka		confirmed-missing	2	sch;stc	0		0	0	52	
211617	7-302-b	apagataraSmivant	apagataraśmivant	NO-MATCH	A		A:apagatakAlaka		confirmed-missing	1	sch	0		0	0	48	
211618	7-302-b	apagUrti	apagūrti	NO-MATCH	A		A:apagfhya		confirmed-missing	1	sch	0		1	0	115	
211620	7-302-b	apagrahaRa	apagrahaṇa	nearform0.90		avagrahaRa		avagrahaRa	confirmed-missing	1	sch	0		1	0	63	add-check:auto-confirmed-false-friend: near form 'avagrahaRa' is a separate pw.txt entry at 1-120-c (candidate at 7-302-b) carrying its own distinct sense - omission stands
211625	7-302-b	apacAyitar	apacāyitar	nearform0.95		apacAyita		apacAyita	near-form-needs-eyes	1	sch	0		0	0	68	
211636	7-302-b	apatandram	apatandram	nearform0.84		apatantra		apatantra	confirmed-missing	1	sch	0		0	0	97	add-check:auto-confirmed-false-friend: near form 'apatantra' is a separate pw.txt entry at 1-290-c (candidate at 7-302-b) carrying its own distinct sense - omission stands
211639	7-302-b	apattana	apattana	nearform0.93		Apatana		Apatana	confirmed-missing	3	bhs;pui;sch	0		0	0	197	add-check:auto-confirmed-false-friend: near form 'Apatana' is a separate pw.txt entry at 1-176-b (candidate at 7-302-b) carrying its own distinct sense - omission stands
211641	7-302-c	apatyaduHKEkamaya	apatyaduḥkhaikamaya	NO-MATCH	B		B:apatyada;B:apatrapizRu		confirmed-missing	1	sch	0		0	0	77	
211644	7-302-c	apaTakalpanA	apathakalpanā	NO-MATCH	A		B:apaTa;A:apaTadAyin		confirmed-missing	1	sch	0		0	0	47	
211651	7-302-c	apadozya	apadoṣya	nearform0.93		apadoza		apadoza	confirmed-missing	1	sch	0		0	0	40	add-check:auto-confirmed-false-friend: near form 'apadoza' is a separate pw.txt entry at 1-070-b (candidate at 7-302-c) carrying its own distinct sense - omission stands
211652	7-302-c	apadyamAna	apadyamāna	nearform0.86		apavadamAna		apavadamAna	near-form-needs-eyes	1	sch	0		0	0	43	
211657	7-302-c	apanidrant	apanidrant	nearform0.95		apanidrat		apanidrat	near-form-needs-eyes	1	sch	0		0	0	42	
211658	7-302-c	apanuti	apanuti	nearform0.93		apahnuti		apahnuti	confirmed-missing	1	sch	0		0	0	39	add-check:auto-confirmed-false-friend: near form 'apahnuti' is a separate pw.txt entry at 1-075-a (candidate at 7-302-c) carrying its own distinct sense - omission stands
211664	7-302-c	apanodin	apanodin	nearform0.82		apanodana		apanodana	confirmed-missing	2	sch;yat	0		0	0	107	add-check:auto-confirmed-false-friend: near form 'apanodana' is a separate pw.txt entry at 1-070-c (candidate at 7-302-c) carrying its own distinct sense - omission stands
211667	7-302-c	apapivaMs	apapivaṃs	nearform0.94		apapivas		apapivas	near-form-needs-eyes	1	sch	0		0	0	42	
211668	7-302-c	apaBasman	apabhasman	NO-MATCH	A		A:apaBAzaRa		confirmed-missing	1	sch	0		0	0	41	
211671	7-302-c	apamatsara	apamatsara	nearform0.80		ApAtamAtra		ApAtamAtra	near-form-needs-eyes	2	bhs;sch	0		0	0	94	
211673	7-302-c	apamArjanaka	apamārjanaka	NO-MATCH	A		A:apamada;A:apamud		confirmed-missing	1	sch	0		0	0	44	
211678	7-302-c	apayoDarava	apayodharava	NO-MATCH	A		A:apayAtavya		confirmed-missing	2	sch;stc	0		0	0	67	
211679	7-302-c	aparakarman	aparakarman	nearform0.87		apUrvakarman		apUrvakarman	near-form-needs-eyes	2	acc;sch	0		0	0	43	
211681	7-302-d	aparakArya	aparakārya	nearform0.95		aparakAya		aparakAya	confirmed-missing	1	sch	0		0	0	45	add-check:auto-confirmed-false-friend: near form 'aparakAya' is a separate pw.txt entry at 1-291-a (candidate at 7-302-d) carrying its own distinct sense - omission stands
211682	7-302-d	aparakriyA	aparakriyā	nearform0.84		arTakriyA		arTakriyA	confirmed-missing	2	acc;sch	0		0	0	64	add-check:auto-confirmed-false-friend: near form 'arTakriyA' is a separate pw.txt entry at 1-110-b (candidate at 7-302-d) carrying its own distinct sense - omission stands
211685	7-302-d	aparaviDi	aparavidhi	NO-MATCH	A		A:apararAtri;A:aparAktva		confirmed-missing	2	acc;sch	0		0	0	60	
211687	7-302-d	aparAgata	aparāgata	nearform0.95		aparyAgata		aparyAgata	confirmed-missing	1	sch	0		1	0	45	add-check:auto-confirmed-false-friend: near form 'aparyAgata' is a separate pw.txt entry at 1-073-a (candidate at 7-302-d) carrying its own distinct sense - omission stands
211689	7-302-d	aparAjaya	aparājaya	nearform0.89		aparakAya		aparakAya	confirmed-missing	3	cae;sch;stc	0		1	0	174	add-check:auto-confirmed-false-friend: near form 'aparakAya' is a separate pw.txt entry at 1-291-a (candidate at 7-302-d) carrying its own distinct sense - omission stands
211692	7-302-d	aparAtaMsa	aparātaṃsa	nearform0.80		aprasraMsa		aprasraMsa	confirmed-missing	1	sch	0		0	0	42	add-check:auto-confirmed-false-friend: near form 'aprasraMsa' is a separate pw.txt entry at 1-292-a (candidate at 7-302-d) carrying its own distinct sense - omission stands
211693	7-302-d	aparAditya	aparāditya	nearform0.80		aparivAdya		aparivAdya	confirmed-missing	2	acc;sch	0		0	0	60	add-check:auto-confirmed-false-friend: near form 'aparivAdya' is a separate pw.txt entry at 1-072-c (candidate at 7-302-d) carrying its own distinct sense - omission stands
211695	7-302-d	aparADavant	aparādhavant	nearform0.95		aparADavat		aparADavat	near-form-needs-eyes	1	sch	0		0	0	135	
211703	7-302-d	aparAvantya	aparāvantya	NO-MATCH	A		A:aparArDya;A:aparAvapizWa		confirmed-missing	1	sch	0		1	0	43	
211708	7-302-d	aparikzIRa	aparikṣīṇa	nearform0.90		aparIkzita		aparIkzita	confirmed-missing	1	sch	0		1	1	110	add-check:auto-confirmed-false-friend: near form 'aparIkzita' is a separate pw.txt entry at 1-073-a (candidate at 7-302-d) carrying its own distinct sense - omission stands
211709	7-302-d	aparikzIRaSakti	aparikṣīṇaśakti	NO-MATCH	C				confirmed-missing	1	sch	0		0	0	47	
211710	7-302-d	aparigamya	aparigamya	nearform0.90		aparigaRya		aparigaRya	confirmed-missing	1	sch	0		0	0	42	add-check:auto-confirmed-false-friend: near form 'aparigaRya' is a separate pw.txt entry at 1-072-b (candidate at 7-302-d) carrying its own distinct sense - omission stands
211711	7-302-d	aparigfhIta	aparigṛhīta	NO-MATCH	B		B:aparigraha		confirmed-missing	2	sch;vcp	0		0	0	43	
211715	7-302-d	aparicCedakartar	aparicchedakartar	NO-MATCH	A		A:aparicalita		confirmed-missing	1	sch	0		0	0	48	
211716	7-302-d	aparicCedya	aparicchedya	nearform0.95		aparicCeda		aparicCeda	confirmed-missing	1	sch	0		0	0	43	add-check:auto-confirmed-false-friend: near form 'aparicCeda' is a separate pw.txt entry at 1-072-b (candidate at 7-302-d) carrying its own distinct sense - omission stands
