sup7_headword	class	verdict	pw_L	pw_pc	pwkvn_L	pwkvn_pc	bhs_L	bhs_pc	mahavy	mahavy_refs	corr_n	corr_dicts	review_note
anAcCinnastuka	never-seen	confirmed-missing	641644	7-385-b	73468	7-385-b			0		1	sch	
anAcarant	never-seen	confirmed-missing	574203	2-289-a	6637	2-289-a			0		1	cae	
anAdAna	never-seen	confirmed-missing	569474	1-288-a	1924	1-288-a	658	022,2	0		2	bhs;sch	
anAdarSaka	never-seen	confirmed-missing	574215	2-289-a	6649	2-289-a	656	022,2	0		2	bhs;sch	
anAdeSa	never-seen	confirmed-missing	14388	1-045-c	12109	3-250-a			0		4	md;pwg;sch;vcp	
anAdeSana	never-seen	confirmed-missing	569486	1-288-b	1936	1-288-b			0		2	sch;stc	
anAdiSant	never-seen	confirmed-missing	587757	5-242-c	20143	5-242-c			0		1	sch	
anAdiboDAyana	never-seen	confirmed-missing	574224	2-289-a	6658	2-289-a			0		1	sch	
anAdimaDyaniDana	never-seen	confirmed-missing	579677	3-250-a	12097	3-250-a			0		2	inm;sch	
anAdita	never-seen	confirmed-missing	603503	7-298-b	35818	7-298-b			0		2	sch;stc	
anAditya	never-seen	covered-by-fold-twin-flagged	574221	2-289-a	6655	2-289-a			0		1	sch	case/vowel-length twin of an MW99 form (Akalita/akalita trap) - same lexeme or distinct word, needs eyes
anAdizwadevata	never-seen	confirmed-missing	579683	3-250-a	12103	3-250-a			0		1	sch	
anAdizwavfkza	never-seen	confirmed-missing	584320	4-292-a	16729	4-292-a			0		1	sch	
anAgamana	never-seen	confirmed-missing	569435	1-288-a	1885	1-288-a			0		2	ben;md	
anAgrayaRa	never-seen	confirmed-missing	569438	1-288-a	1888	1-288-a			0		2	sch;stc	
anAhuta	never-seen	covered-by-MW-stem-form	569582	1-288-b	2032	1-288-b			0		5	sch;shs;stc;wil;yat	MW99 stem-family forms: anAhuti
anAjIvya	never-seen	confirmed-missing	579656	3-249-c	12076	3-249-c			0		1	sch	
anAjyaBojana	never-seen	confirmed-missing	569453	1-288-a	1903	1-288-a			0		1	sch	
anAkANkzya	never-seen	confirmed-missing	569405	1-288-a	1855	1-288-a			0		1	sch	
anAkalana	never-seen	confirmed-missing	594404	6-294-c	26743	6-294-c			0		1	sch	
anAkara	never-seen	covered-by-fold-twin-flagged	579644	3-249-c	12064	3-249-c			0		1	sch	case/vowel-length twin of an MW99 form (Akalita/akalita trap) - same lexeme or distinct word, needs eyes
anAkasmika	never-seen	confirmed-missing	574188	2-288-c	6622	2-288-c			0		3	md;sch;stc	
anAkftsnagatA	never-seen	confirmed-missing	574194	2-288-c	6628	2-288-c	641	022,1	0		2	bhs;sch	
anAkfzwa	never-seen	confirmed-missing	14123	1-044-c	1861	1-288-a			0		4	fri;md;sch;stc	
anAkroSaka	never-seen	confirmed-missing	574197	2-288-c	6631	2-288-c			0		1	sch	
anAkroSya	never-seen	confirmed-missing	569426	1-288-a	1876	1-288-a			0		1	sch	
anAkzipa	never-seen	confirmed-missing	641638	7-385-b	73462	7-385-b			0		1	sch	
anAlIQa	never-seen	confirmed-missing	587772	5-242-c	20158	5-242-c	686	023,2	0		4	bhs;md;sch;stc	
anAlakzya	never-seen	confirmed-missing	569528	1-288-b	1978	1-288-b			0		3	md;sch;stc	
anAlamBuka	never-seen	covered-by-MW-stem-form	14739	1-046-c	6679	2-289-a			0		2	pwg;sch	MW99 stem-family forms: anAlamBukA
anAlambam	never-seen	covered-by-MW-stem-form	579713	3-250-a	12133	3-250-a			0		1	sch	MW99 stem-family forms: anAlambI;anAlamba
anAlambanatA	never-seen	confirmed-missing	569534	1-288-b	1984	1-288-b			0		1	gst	
anAlasya	never-seen	confirmed-missing	14742	1-046-c	1987	1-288-b			0		3	md;sch;stc	
anAleSa	never-seen	confirmed-missing	584356	4-292-b	16765	4-292-b			0		1	sch	
anAloka	never-seen	confirmed-missing	569540	1-288-b	1990	1-288-b			0		2	sch;stc	
anAmA	never-seen	covered-by-MW-stem-form	14542	1-046-a	1957	1-288-b			0		7	ap;ap90;lrv;pwg;sch;skd;vcp	MW99 stem-family forms: anAman
anAmagfhIta	never-seen	confirmed-missing	574236	2-289-a	6670	2-289-a			0		1	sch	
anAmarUpa	never-seen	confirmed-missing	579698	3-250-a	12118	3-250-a			0		2	sch;stc	
anAmarzamARa	never-seen	confirmed-missing	584329	4-292-a	16738	4-292-a			0		2	sch;stc	
anAmfzwa	never-seen	confirmed-missing	569513	1-288-b	1963	1-288-b			0		3	md;sch;stc	
anAmnAtamantra	never-seen	confirmed-missing	584335	4-292-a	16744	4-292-a			0		0		
anAmukta	never-seen	confirmed-missing	584332	4-292-a	16741	4-292-a			0		5	cae;ccs;md;sch;stc	
anApadyamAna	never-seen	confirmed-missing	579695	3-250-a	12115	3-250-a			0		1	sch	
anApfzwa	never-seen	confirmed-missing	584323	4-292-a	16732	4-292-a			0		2	sch;stc	
anAplavamAna	never-seen	confirmed-missing	574230	2-289-a	6664	2-289-a			0		1	sch	
anApnuvant	never-seen	confirmed-missing	574227	2-289-a	6661	2-289-a			0		1	sch	
anAptar	never-seen	confirmed-missing	569495	1-288-b	1945	1-288-b			0		1	sch	
anArBava	never-seen	confirmed-missing	587766	5-242-c	20152	5-242-c			0		1	sch	
anAraByavigarhija	never-seen	confirmed-missing	603653	7-298-c	35968	7-298-c			0		0		
anArabDa	never-seen	confirmed-missing	569519	1-288-b	1969	1-288-b	676	023,1	0		2	bhs;sch	
anArdrakaramuKa	never-seen	confirmed-missing	579707	3-250-a	12127	3-250-a			0		1	sch	
anArohaka	never-seen	confirmed-missing	603665	7-298-c	35980	7-298-c			0		1	sch	
anAropya	never-seen	confirmed-missing	569522	1-288-b	1972	1-288-b			0		1	sch	
anArudDa	never-seen	confirmed-missing	594407	6-294-c	26746	6-294-c			0		1	sch	
anAryava	never-seen	confirmed-missing	569525	1-288-b	1975	1-288-b			0		1	sch	
anAsAdayamAna	never-seen	confirmed-missing	603764	7-298-d	36079	7-298-d			0		1	sch	
anAsAdayant	never-seen	confirmed-missing	594413	6-294-c	26752	6-294-c			0		4	cae;ccs;sch;stc	
anAsTita	never-seen	confirmed-missing	569570	1-288-b	2020	1-288-b			0		2	sch;stc	
anAsanayogavihita	never-seen	confirmed-missing	587793	5-242-c	20179	5-242-c			0		1	sch	
anAsavAKya	never-seen	confirmed-missing	569564	1-288-b	2014	1-288-b			0		3	md;sch;stc	
anAseDa	never-seen	confirmed-missing	594416	6-294-c	26755	6-294-c			0		1	sch	
anAsita	never-seen	covered-by-fold-twin-flagged	569567	1-288-b	2017	1-288-b			0		2	sch;stc	case/vowel-length twin of an MW99 form (Akalita/akalita trap) - same lexeme or distinct word, needs eyes
anAstarita	never-seen	confirmed-missing	603776	7-298-d	36091	7-298-d			0		1	sch	
anAstfta	never-seen	confirmed-missing	594419	6-294-c	26758	6-294-c			0		1	sch	
anAtmaparajYa	never-seen	confirmed-missing	569456	1-288-a	1906	1-288-a			0		1	sch	
anAtmavedin	never-seen	confirmed-missing	587754	5-242-c	20140	5-242-c			0		2	ap;sch	
anAtyaya	never-seen	covered-by-fold-twin-flagged	569462	1-288-a	1912	1-288-a			0		1	sch	case/vowel-length twin of an MW99 form (Akalita/akalita trap) - same lexeme or distinct word, needs eyes
anAvaSyakatva	never-seen	confirmed-missing	569543	1-288-b	1993	1-288-b			0		1	sch	
anAvigna	never-seen	confirmed-missing	587781	5-242-c	20167	5-242-c			0		1	sch	
anAvizkurvant	never-seen	confirmed-missing	569546	1-288-b	1996	1-288-b			0		1	sch	
anAya	never-seen	covered-by-fold-twin-flagged	579701	3-250-a	12121	3-250-a			0		3	md;sch;stc	case/vowel-length twin of an MW99 form (Akalita/akalita trap) - same lexeme or distinct word, needs eyes
anAyamya	never-seen	confirmed-missing	569516	1-288-b	1966	1-288-b			0		3	bur;sch;stc	
anAyasita	never-seen	confirmed-missing	584341	4-292-a	16750	4-292-a			0		3	md;sch;stc	
anAyatikzama	never-seen	confirmed-missing	574242	2-289-a	6676	2-289-a			0		3	md;sch;stc	
anDaMBavizRu	never-seen	covered-by-fold-twin-flagged	20473	1-065-b	6943	2-289-c			0		3	ap;pwg;sch	case/vowel-length twin of an MW99 form (Akalita/akalita trap) - same lexeme or distinct word, needs eyes
anDasvant	never-seen	confirmed-missing	570221	1-290-c	2671	1-290-c			0		1	sch	
anErBftya	never-seen	confirmed-missing	579932	3-250-c	12352	3-250-c			0		1	sch	
anEraMmada	never-seen	confirmed-missing	570098	1-290-b	2548	1-290-b			0		1	sch	
anEzwika	never-seen	confirmed-missing	594491	6-294-c	26830	6-294-c			0		1	sch	
anIdfS	never-seen	covered-by-MW-stem-form	569684	1-289-a	2134	1-289-a			0		1	sch	MW99 stem-family forms: anIdfSa
anIdfgASaya	never-seen	confirmed-missing	579815	3-250-b	12235	3-250-b			0		2	sch;stc	
anIdfgAtman	never-seen	confirmed-missing	587826	5-243-a	20212	5-243-a			0		3	md;sch;stc	
anIkatva	never-seen	confirmed-missing	569678	1-288-c	2128	1-288-c			0		1	sch	
anIkzA	never-seen	confirmed-missing	569681	1-288-c	2131	1-288-c			0		1	sch	
anIpsanIya	never-seen	confirmed-missing	604139	7-299-b	36454	7-299-b			0		2	sch;stc	
anItiSAstrajYa	never-seen	confirmed-missing	579812	3-250-b	12232	3-250-b			0		2	md;sch	
anOSIra	never-seen	confirmed-missing	570125	1-290-b	2575	1-290-b			0		2	cae;sch	
anUQatA	never-seen	confirmed-missing	570014	1-290-a	2464	1-290-a			0		1	sch	
anUcyamAnatva	never-seen	confirmed-missing	587931	5-243-b	20317	5-243-b			0		1	sch	
anUnagariman	never-seen	confirmed-missing	579896	3-250-c	12316	3-250-c			0		1	sch	
anUpareKA	never-seen	confirmed-missing	570026	1-290-a	2476	1-290-a			0		1	sch	
anaBiBAzamARa	never-seen	confirmed-missing	594374	6-294-b	26713	6-294-b			0		1	sch	
anaBiBava	never-seen	confirmed-missing	569279	1-287-b	1729	1-287-b			0		4	sch;shs;vcp;wil	
anaBiDAvant	never-seen	confirmed-missing	579584	3-249-b	12004	3-249-b			0		1	sch	
anaBiDUnvant	never-seen	confirmed-missing	574152	2-288-c	6586	2-288-c			0		1	sch	
anaBiDfzRuvant	never-seen	confirmed-missing	569273	1-287-b	1723	1-287-b			0		1	sch	
anaBiDvaMsayant	never-seen	confirmed-missing	587700	5-242-b	20086	5-242-b			0		1	sch	
anaBiKyAtadoza	never-seen	confirmed-missing	574143	2-288-c	6577	2-288-c			0		2	md;sch	
anaBiSaNka	never-seen	confirmed-missing	574164	2-288-c	6598	2-288-c			0		3	md;sch;stc	
anaBidrugDa	never-seen	confirmed-missing	602960	7-297-c	35275	7-297-c			0		1	sch	
anaBigIta	never-seen	confirmed-missing	569264	1-287-b	1714	1-287-b			0		1	sch	
anaBigamana	never-seen	confirmed-missing	579578	3-249-b	11998	3-249-b			0		1	sch	
anaBijAta	never-seen	confirmed-missing	13164	1-041-c	6583	2-288-c			0		3	md;sch;stc	
anaBijYAna	never-seen	confirmed-missing	579581	3-249-b	12001	3-249-b			0		1	sch	
anaBijYAta	never-seen	confirmed-missing	569270	1-287-b	1720	1-287-b			0		3	cae;md;sch	
anaBijalpita	never-seen	confirmed-missing	574146	2-288-c	6580	2-288-c			0		2	sch;stc	
anaBilapya	never-seen	confirmed-missing	579596	3-249-c	12016	3-249-c	596	020,2	0		2	bhs;sch	
anaBimAna	never-seen	confirmed-missing	579590	3-249-c	12010	3-249-c			0		1	sch	
anaBimfta	never-seen	confirmed-missing	584290	4-292-a	16699	4-292-a			0		1	sch	
anaBimuKa	never-seen	confirmed-missing	569282	1-287-b	1732	1-287-b			0		2	md;sch	
anaBinandant	never-seen	confirmed-missing	569276	1-287-b	1726	1-287-b			0		1	sch	
anaBinirvftta	never-seen	confirmed-missing	587703	5-242-b	20089	5-242-b	587	020,2	0		2	bhs;sch	
anaBipanna	never-seen	confirmed-missing	579587	3-249-c	12007	3-249-c			0		1	sch	
anaBipariharant	never-seen	confirmed-missing	594371	6-294-b	26710	6-294-b			0		1	sch	
anaBiprARant	never-seen	confirmed-missing	574155	2-288-c	6589	2-288-c			0		1	sch	
anaBiprIta	never-seen	confirmed-missing	584284	4-292-a	16693	4-292-a			0		2	md;sch	
anaBirati	never-seen	confirmed-missing	579593	3-249-c	12013	3-249-c			0		1	sch	
anaBisaMDipUrva	never-seen	confirmed-missing	569294	1-287-c	1744	1-287-c			0		1	sch	
anaBisaMDita	never-seen	confirmed-missing	594377	6-294-b	26716	6-294-b			0		1	sch	
anaBisaMbadDa	never-seen	confirmed-missing	584296	4-292-a	16705	4-292-a			0		1	sch	
anaBisaMbudDa	never-seen	confirmed-missing	603053	7-297-c	35368	7-297-c			0		0		
anaBisaMhita	never-seen	confirmed-missing	579599	3-249-c	12019	3-249-c			0		2	sch;vcp	
anaBisara	never-seen	confirmed-missing	603056	7-297-c	35371	7-297-c			0		2	sch;stc	
anaBisnigDa	never-seen	confirmed-missing	594380	6-294-b	26719	6-294-b			0		2	sch;stc	
anaBiyukta	never-seen	confirmed-missing	569285	1-287-b	1735	1-287-b			0		3	md;sch;stc	
anaByAhatam	never-seen	confirmed-missing	569303	1-287-c	1753	1-287-c			0		1	sch	
anaByAvfttam	never-seen	confirmed-missing	579602	3-249-c	12022	3-249-c			0		1	sch	
anaByudita	never-seen	confirmed-missing	587709	5-242-b	20095	5-242-b			0		2	fri;sch	
anaDItapUrva	never-seen	confirmed-missing	569129	1-287-a	1579	1-287-a			0		1	sch	
anaDItin	never-seen	confirmed-missing	587661	5-242-b	20047	5-242-b			0		1	sch	
anaDara	never-seen	covered-by-fold-twin-flagged	569126	1-287-a	1576	1-287-a			0		1	sch	case/vowel-length twin of an MW99 form (Akalita/akalita trap) - same lexeme or distinct word, needs eyes
anaDimUrCita	never-seen	confirmed-missing	594332	6-294-b	26671	6-294-b	528	019,2	0		2	bhs;sch	
anaDyAyaka	never-seen	confirmed-missing	569141	1-287-a	1591	1-287-a			0		1	sch	
anaNgIkaraRa	never-seen	confirmed-missing	569078	1-286-c	1528	1-286-c			0		1	sch	
anaNgIkfta	never-seen	confirmed-missing	12171	1-038-b	1531	1-286-c			0		3	md;sch;stc	
anaNgIkurvant	never-seen	confirmed-missing	579515	3-249-b	11935	3-249-b			0		1	sch	
anaNgadviz	never-seen	confirmed-missing	569069	1-286-c	1519	1-286-c			0		1	sch	
anaNgahIna	never-seen	confirmed-missing	12159	1-038-b	34789	7-296-d			0		1	sch	
anaNgajayA	never-seen	confirmed-missing	569063	1-286-c	1513	1-286-c			0		1	sch	
anaNgatA	never-seen	confirmed-missing	569066	1-286-c	1516	1-286-c			0		1	sch	
anaNgataraMgiRI	never-seen	confirmed-missing	579512	3-249-b	11932	3-249-b			0		1	sch	
anaNgatilaka	never-seen	confirmed-missing	574059	2-288-b	6493	2-288-b			0		2	acc;sch	
anaNgavatI	never-seen	confirmed-missing	587646	5-242-a	20032	5-242-a			0		2	pui;sch	
anaSanAyuka	never-seen	confirmed-missing	569372	1-287-c	1822	1-287-c			0		1	sch	
anaSlIla	never-seen	confirmed-missing	569375	1-287-c	1825	1-287-c			0		1	sch	
anaSnuvAna	never-seen	confirmed-missing	574182	2-288-c	6616	2-288-c			0		3	md;sch;stc	
anadanIya	never-seen	confirmed-missing	584260	4-291-c	16669	4-291-c			0		1	sch	
anagnaMBAvuka	never-seen	confirmed-missing	12025	1-038-a	6490	2-288-b			0		1	sch	
anagnaka	never-seen	confirmed-missing	587637	5-242-a	20023	5-242-a			0		1	sch	
anagnisAkzika	never-seen	confirmed-missing	569057	1-286-c	1507	1-286-c			0		1	sch	
anagnyuzRa	never-seen	confirmed-missing	579509	3-249-b	11929	3-249-b			0		1	sch	
anahaMbudDi	never-seen	covered-by-fold-twin-flagged	569402	1-288-a	1852	1-288-a			0		2	sch;stc	case/vowel-length twin of an MW99 form (Akalita/akalita trap) - same lexeme or distinct word, needs eyes
anaktASin	never-seen	confirmed-missing	569045	1-286-c	1495	1-286-c			0		1	sch	
anakzRayA	never-seen	confirmed-missing	579500	3-249-b	11920	3-249-b			0		1	sch	
anakzatragaRa	never-seen	confirmed-missing	579497	3-249-b	11917	3-249-b			0		2	sch;stc	
anakzigata	never-seen	confirmed-missing	569054	1-286-c	1504	1-286-c			0		2	sch;stc	
anal	never-seen	covered-by-MW-stem-form	587715	5-242-b	20101	5-242-b			0		0		MW99 stem-family forms: anala;analam;anali
analIy	never-seen	confirmed-missing	584299	4-292-a	16708	4-292-a			0		0		
analatA	never-seen	confirmed-missing	569324	1-287-c	1774	1-287-c			0		1	sch	
analpatva	never-seen	confirmed-missing	579623	3-249-c	12043	3-249-c			0		1	sch	
anamaskAra	never-seen	confirmed-missing	579605	3-249-c	12025	3-249-c			0		2	sch;stc	
anannaSradDAjanana	never-seen	confirmed-missing	587679	5-242-b	20065	5-242-b			0		1	sch	
anantAnubanDaka	never-seen	confirmed-missing	584266	4-291-c	16675	4-291-c			0		1	sch	
anantAryadaSaka	never-seen	confirmed-missing	574104	2-288-b	6538	2-288-b			0		1	sch	
anantaDUpa	never-seen	confirmed-missing	569171	1-287-a	1621	1-287-a			0		1	sch	
anantacCadin	never-seen	confirmed-missing	574095	2-288-b	6529	2-288-b			0		1	sch	
anantakAya	never-seen	confirmed-missing	12588	1-039-c	1618	1-287-a			0		2	pwg;sch	
anantakIrti	never-seen	confirmed-missing	574092	2-288-b	6526	2-288-b			0		1	sch	
anantarAya	never-seen	covered-by-MW-stem-form	587673	5-242-b	20059	5-242-b			0		6	ap;cae;ccs;md;sch;vcp	MW99 stem-family forms: anantarAyam
anantargarBaka	never-seen	confirmed-missing	569180	1-287-a	1630	1-287-a			0		1	sch	
anantasIra	never-seen	confirmed-missing	569192	1-287-a	1642	1-287-a			0		1	sch	
anantavratakalpa	never-seen	confirmed-missing	574098	2-288-b	6532	2-288-b			0		2	acc;sch	
anantikasTa	never-seen	confirmed-missing	587676	5-242-b	20062	5-242-b			0		2	md;sch	
anantopanizad	never-seen	confirmed-missing	574107	2-288-b	6541	2-288-b			0		2	acc;sch	
ananuSasta	never-seen	confirmed-missing	569162	1-287-a	1612	1-287-a			0		1	sch	
ananucara	never-seen	confirmed-missing	587664	5-242-b	20050	5-242-b			0		1	sch	
ananugama	never-seen	confirmed-missing	574083	2-288-b	6517	2-288-b			0		2	sch;vcp	
ananukUla	never-seen	confirmed-missing	574080	2-288-b	6514	2-288-b			0		3	md;sch;stc	
ananukampanIya	never-seen	confirmed-missing	579533	3-249-b	11953	3-249-b			0		3	md;sch;stc	
ananusarga	never-seen	confirmed-missing	574089	2-288-b	6523	2-288-b			0		1	sch	
ananusfta	never-seen	confirmed-missing	594341	6-294-b	26680	6-294-b			0		1	sch	
ananutApin	never-seen	confirmed-missing	579536	3-249-b	11956	3-249-b			0		1	sch	
ananuvazawkAra	never-seen	confirmed-missing	587667	5-242-b	20053	5-242-b			0		1	sch	
ananuzWAtar	never-seen	confirmed-missing	579542	3-249-b	11962	3-249-b			0		1	sch	
ananvIkzamARa	never-seen	confirmed-missing	574125	2-288-c	6559	2-288-c			0		1	sch	
ananvavasita	never-seen	confirmed-missing	594356	6-294-b	26695	6-294-b			0		0		
ananvizyant	never-seen	confirmed-missing	569234	1-287-b	1684	1-287-b			0		3	cae;ccs;sch	
ananyADIna	never-seen	confirmed-missing	574119	2-288-b	6553	2-288-b			0		1	sch	
ananyaBAj	never-seen	confirmed-missing	584272	4-291-c	16681	4-291-c			0		5	ap;cae;lrv;sch;vcp	
ananyaSAsana	never-seen	confirmed-missing	569219	1-287-b	1669	1-287-b			0		2	ap;sch	
ananyaSaraRa	never-seen	confirmed-missing	574116	2-288-b	6550	2-288-b			0		1	sch	
ananyaTAvAdin	never-seen	confirmed-missing	579560	3-249-b	11980	3-249-b			0		1	sch	
ananyaTAvftti	never-seen	confirmed-missing	569204	1-287-b	1654	1-287-b			0		2	md;sch	
ananyacetana	never-seen	confirmed-missing	602765	7-297-a	35080	7-297-a			0		1	sch	
ananyadevata	never-seen	confirmed-missing	579563	3-249-b	11983	3-249-b			0		1	sch	
ananyajanman	never-seen	confirmed-missing	641620	7-385-b	73444	7-385-b			0		3	ap;cae;sch	
ananyanATa	never-seen	confirmed-missing	574113	2-288-b	6547	2-288-b			0		1	sch	
ananyanArIkamanIya	never-seen	confirmed-missing	569207	1-287-b	1657	1-287-b			0		1	sch	
ananyanArIsAmAnya	never-seen	confirmed-missing	594350	6-294-b	26689	6-294-b			0		2	ben;sch	
ananyapUrvikA	never-seen	confirmed-missing	579566	3-249-b	11986	3-249-b			0		2	ben;sch	
ananyapratima	never-seen	confirmed-missing	569210	1-287-b	1660	1-287-b			0		1	sch	
ananyarUpa	never-seen	confirmed-missing	602813	7-297-b	35128	7-297-b			0		1	sch	
ananyavAcya	never-seen	confirmed-missing	587688	5-242-b	20074	5-242-b			0		1	sch	
ananyaviSrama	never-seen	confirmed-missing	569213	1-287-b	1663	1-287-b			0		1	sch	
anapAkfzwa	never-seen	confirmed-missing	574137	2-288-c	6571	2-288-c			0		3	md;sch;stc	
anapUpAkfti	never-seen	confirmed-missing	574140	2-288-c	6574	2-288-c			0		1	sch	
anapaSabdam	never-seen	confirmed-missing	587697	5-242-b	20083	5-242-b			0		3	md;sch;stc	
anapacAyitar	never-seen	confirmed-missing	602864	7-297-b	35179	7-297-b			0		1	sch	
anapacCAdayamAna	never-seen	confirmed-missing	569240	1-287-b	1690	1-287-b			0		1	sch	
anapahata	never-seen	confirmed-missing	574134	2-288-c	6568	2-288-c			0		1	sch	
anapakzeya	never-seen	confirmed-missing	641623	7-385-b	73447	7-385-b			0		1	sch	
anaparoDya	never-seen	confirmed-missing	574131	2-288-c	6565	2-288-c			0		1	sch	
anapavftta	never-seen	confirmed-missing	587694	5-242-b	20080	5-242-b			0		1	sch	
anapavyAharant	never-seen	confirmed-missing	594359	6-294-b	26698	6-294-b			0		1	sch	
anapavyant	never-seen	confirmed-missing	13043	1-041-b	11992	3-249-b			0		1	sch	
anapayAnt	never-seen	confirmed-missing	569246	1-287-b	1696	1-287-b			0		2	sch;stc	
anapiDAna	never-seen	confirmed-missing	569252	1-287-b	1702	1-287-b			0		1	sch	
anapisoma	never-seen	confirmed-missing	594365	6-294-b	26704	6-294-b			0		1	sch	
anaqvah	never-seen	confirmed-missing	12235	1-038-b	11941	3-249-b			0		6	cae;ccs;gra;lan;md;sch	
anarDArDaviBAgaBAj	never-seen	confirmed-missing	569318	1-287-c	1768	1-287-c			0		1	sch	
anarTamaya	never-seen	confirmed-missing	569315	1-287-c	1765	1-287-c			0		1	sch	
anarTanA	never-seen	covered-by-fold-twin-flagged	579611	3-249-c	12031	3-249-c			0		2	sch;stc	case/vowel-length twin of an MW99 form (Akalita/akalita trap) - same lexeme or distinct word, needs eyes
anarcis	never-seen	confirmed-missing	569312	1-287-c	1762	1-287-c			0		1	sch	
anaritra	never-seen	confirmed-missing	574170	2-288-c	6604	2-288-c			0		2	sch;stc	
anarka	never-seen	confirmed-missing	569306	1-287-c	1756	1-287-c			0		4	pe;pui;pwg;sch	
anasTicit	never-seen	confirmed-missing	569393	1-288-a	1843	1-288-a			0		1	sch	
anasti	never-seen	covered-by-fold-twin-flagged	587748	5-242-c	20134	5-242-c			0		1	sch	case/vowel-length twin of an MW99 form (Akalita/akalita trap) - same lexeme or distinct word, needs eyes
anasyUta	never-seen	confirmed-missing	594401	6-294-b	26740	6-294-b			0		1	sch	
anatIcAra	never-seen	confirmed-missing	574074	2-288-b	6508	2-288-b			0		1	sch	
anatideSa	never-seen	confirmed-missing	569096	1-286-c	1546	1-286-c			0		1	sch	
anatigOrava	never-seen	confirmed-missing	594323	6-294-a	26662	6-294-a			0		1	sch	
anatilakzita	never-seen	confirmed-missing	587655	5-242-b	20041	5-242-b			0		1	sch	
