slp1	hom	sense_id	gloss_de	ls_loci
Alu		2	2〉 f. ein kleines Wassergefäss AK. 2,9,31 . TRIK. 3,3,380 . H. an. 2,475 . MED. l. 3 . H. 1021 . 1025	AK. 2,9,31;TRIK. 3,3,380;H. an. 2,475;MED. l. 3;H. 1021;H 1025
Alu		3	3〉 n	
Alu		3a	a〉 Floss, Nachen TRIK. H. an. MED. HIT. III, 52	TRIK;H. an;MED;HIT. III, 52
Alu		3b	b〉 Name einer Wurzel TRIK. H. an. MED. VYUTP. 134 . Vgl	TRIK;H. an;MED;VYUTP. 134
Alu		3	3〉	
Alu		3a	a〉 vgl. Spr. 4194	Spr. 4194
Alu		3b	b〉 Wurzelknolle überh: vgl	
Aluka		1	1〉 m	
Aluka		1a	a〉 eine Art Ebenholz ( ) RĀJAN. _im_ ŚKDR	RĀJAN;ŚKDR
Aluka		1b	b〉 ein Bein. Śeṣa ʼs H. 1307	H. 1307
Aluka		2	2〉 n	
Aluka		2a	a〉 die essbare Wurzel von Amorphophallus campanulatus Bl. RĀJAN. _im_ ŚKDR. SUŚR. 2,457,16 . =	RĀJAN;ŚKDR;SUŚR. 2,457,16
Aluka		2b	b〉 = RĀJAN. _im_ ŚKDR	RĀJAN;ŚKDR
Aluka		1	¦ vgl. f. eine best. Wurzel BHĀVAPR. _im_ ŚKDR	BHĀVAPR;ŚKDR
Aluka		1	¦ n. s. oben u	
Am		1	1〉 der Einwilligung AK. 3,5,16 . TRIK. 3,4,2 (wohl zu lesen; vgl. 1. ). H. 1540 . an. 7,2 . MED. avy. 50 . H. 1540 , Sch	AK. 3,5,16;TRIK. 3,4,2;H. 1540;H an. 7,2;MED. avy. 50;H. 1540
Am		2	2〉 der Erinnerung (wenn man sich auf Etwas besinnt) H. an. MED. MṚCCH. 2,8 . 47, ult. 153,14 . 160,21 . ŚĀK. CH. 43, ult. 91,9 . 151,12 . VIKR. 58,17 . [Page1-0668] — Vgl. 1	H. an;MED;MṚCCH. 2,8;MṚCCH 47, ult. 153,14;MṚCCH 160,21;ŚĀK;CH. 43, ult. 91,9;CH. 43, 151,12;VIKR. 58,17
AmAvAsya		1	1〉 adj	
AmAvAsya		1a	a〉 zum Neumond oder dessen Feier gehörig ŚAT. BR. 1,6,2,6 . 8,3,4 . AIT. BR. 1,1	ŚAT. BR. 1,6,2,6;ŚAT. BR. 1, 8,3,4;AIT. BR. 1,1
AmAvAsya		1b	b〉 an einem Neumond geboren P. 4,3,30	P. 4,3,30
AmAvAsya		2	2〉 n. (nämlich ) das Neumondsopfer ŚAT. BR. 11,1,3,1. fgg. ĀŚV. ŚR. 12,6 . KĀTY. ŚR. 4,5,26 . 25,4,37 . 46 . 7,4 . ŚAT. BR. 11,1,5,4	ŚAT. BR. 11,1,3,1. fgg;ĀŚV. ŚR. 12,6;KĀTY. ŚR. 4,5,26;KĀTY. ŚR 25,4,37;KĀTY. ŚR. 25,4, 46;KĀTY. ŚR. 25, 7,4;ŚAT. BR. 11,1,5,4
AmAvAsya		1	1〉	
AmAvAsya		1a	a〉 GOBH. 1,5,6	GOBH. 1,5,6
AmAvAsya		2	2〉 WEBER, JYOT. 85	WEBER, JYOT. 85
Ama	1	1	1〉 adj. f. ὠμός , Gegens. H. an. 2,315 . MED. m. 2	H. an. 2,315;MED. m. 2
Ama	1	1a	a〉 roh, ungekocht: ṚV. 1,162,10 . AV. 4,17,4 . 5,29,6 . 8,6,23 . M. 4,223 . YĀJÑ. 1,286 . R. 4,40,31 . SUŚR. 1,176,16 . halbgeröstet KĀTY. ŚR. 5,3,2 . Im Veda besonders von der Kuh, welche im Gegensat	ṚV. 1,162,10;AV. 4,17,4;AV 5,29,6;AV 8,6,23;M. 4,223;YĀJÑ. 1,286;R. 4,40,31;SUŚR. 1,176,16;KĀTY. ŚR. 5,3,2;ṚV. 3,30,14;ṚV 1,62,9;ṚV. 1, 180,3;ṚV 2,40,2;ṚV 4,3,9;ṚV 6,72,4;ṚV 8,78,7;TS. 6,5,6,4;ŚAT. BR. 2,2,4,15;ŚAT. BR 14,9,3,10
Ama	1	1b	b〉 ungebrannt, von einem Gefäss AV. 5,31,1 . MBH. 3,1215 . PAÑCAT. III, 13 . HIT. IV, 63 . MṚCCH. 47,9 . Vgl	AV. 5,31,1;MBH. 3,1215;PAÑCAT. III, 13;HIT. IV, 63;MṚCCH. 47,9
Ama	1	1c	c〉 unreif, von Früchten AK. 2,4,1,15 . H. 1130 . SUŚR. 1,215,20 . von Geschwüren und dgl. : SUŚR. 1,62,11 . 63,3 . 2,105,18 . 224,7	AK. 2,4,1,15;H. 1130;SUŚR. 1,215,20;SUŚR. 1,62,11;SUŚR. 1, 63,3;SUŚR 2,105,18;SUŚR. 2, 224,7
Ama	1	1d	d〉 unverdaut, von krankhafter Ausleerung SUŚR. 2,429,4 . 7	SUŚR. 2,429,4;SUŚR. 2,429, 7
Ama	1	2	2〉 n	
Ama	1	2a	a〉 der Zustand des Rohseins SUŚR. 1,186,9	SUŚR. 1,186,9
Ama	1	2b	b〉 Verdauungslosigkeit, cruditas SUŚR. 2,488,6 . 489,2 . 490,9 . Bezeichnung einer acuten Form von Dysenterie WISE 335 . SUŚR. 2,430,20 . vollständiger 21 . der damit Behaftete 10 . Aus den obigen Ste	SUŚR. 2,488,6;SUŚR. 2, 489,2;SUŚR. 2, 490,9;WISE 335;SUŚR. 2,430,20;SUŚR. 2,430, 21;SUŚR. 2,430, 10;ŚKDR;H. an. 2,315;MED. m. 2;RĀJAN;ŚKDR
Ama	1	1	1〉	
Ama	1	1b	b〉 VARĀH. BṚH. S. 53,94	VARĀH. BṚH. S. 53,94
Ama	1	1e	e〉 zart, fein (= Schol. ): adj. BHĀG. P. 3,31,27	BHĀG. P. 3,31,27
Ama	1	2	2〉	
Ama	1	2b	b〉 Spr. 890	Spr. 890
Ama	1	3	3〉 m. N. pr. eines Sohnes des Kṛṣṇa BHĀG. P. 10,61,13	BHĀG. P. 10,61,13
AmantraRa		1	1〉 das Anreden, Anrede, Anruf AK. 3,4,32,5 . ( COL. 3,4,28,5 ). H. 261 . ŚAT. BR. 6,6,2,5 . SĀH. D. (1828) 177,18 .⫽print_change	AK. 3,4,32,5;COL. 3,4,28,5;H. 261;ŚAT. BR. 6,6,2,5;SĀH. D. (1828) 177,18
AmantraRa		2	2〉 das Begrüssen ( ) JAṬĀDH. _im_ ŚKDR	JAṬĀDH;ŚKDR
AmantraRa		3	3〉 das Einladen YĀJÑ. 1,112 . MBH. 2,1243 . PAÑCAT. 34,17 . 236,20 . VOP. 25,22	YĀJÑ. 1,112;MBH. 2,1243;PAÑCAT. 34,17;PAÑCAT 236,20;VOP. 25,22
AmantraRa		4	4〉 das Bereden, Befragen, Berathen AV. 8,10,7 . KĀTY. ŚR. 5,9,27	AV. 8,10,7;KĀTY. ŚR. 5,9,27
AmantraRa		1	1〉 DAŚAR. 1,43 . SĀH. D. 172,15	DAŚAR. 1,43;SĀH. D. 172,15
AmantraRa		3	3〉 der Brahmanen Festtag ist eine Einladung zum Schmause VṚDDHA-CĀṆ. 12,13	VṚDDHA-CĀṆ. 12,13
AmantraRa		5	5〉 Mahlstatt KĀṬH. 8,7	KĀṬH. 8,7
Amantrita		1	1〉 adj. s. u. mit	
Amantrita		2	2〉 n. Anrede, der Vocativ VS. PRĀT. 2,17 . AV. PRĀT. 1,81 . im Vocativ der Einzahl 2,47 . ṚV. PRĀT. 1,18 . P. 2,3,48 . 1,2 . 6,1,198 . 8,1,8 . 19 . 55 . 72 . 73	VS. PRĀT. 2,17;AV. PRĀT. 1,81;AV. PRĀT 2,47;ṚV. PRĀT. 1,18;P. 2,3,48;P. 2, 1,2;P 6,1,198;P 8,1,8;P. 8,1, 19;P. 8,1, 55;P. 8,1, 72;P. 8,1, 73
Amarda		1	1〉 das Zausen, Jmd-Zusetzen: ( ) ŚĀK. 173 . MBH. 15,237	ŚĀK. 173;MBH. 15,237
Amarda		2	2〉 N. pr. einer Stadt Verz. d. B. H. No. 1242	Verz. d. B. H. No. 1242
Amarda		1	¦ Druck KATHĀS. 100,44 . — Vgl	KATHĀS. 100,44
AmayAvin		1	1〉 krank P. 5,2,122, Vārtt. 3 . AK. 2,6,2,9 . H. 459 . TS. 3,2,3,3 . 2,1,1,3 . KĀṬH. 27,4 u. s. w. KĀTY. ŚR. 23,1,16	P. 5,2,122, Vārtt. 3;AK. 2,6,2,9;H. 459;TS. 3,2,3,3;TS 2,1,1,3;KĀṬH. 27,4;KĀTY. ŚR. 23,1,16
AmayAvin		2	2〉 an schlechter Verdauung leidend M. 3,7 . YĀJÑ. 3,210 . Davon nom. abstr. M. 11,51	M. 3,7;YĀJÑ. 3,210;M. 11,51
Amaya		1	1〉 m	
Amaya		1a	a〉 Schaden, Beschädigung; s. und	
Amaya		1b	b〉 Krankheit AK. 2,6,2,2 . H. 463 . im Veda nur am Ende von compp. ŚAT. BR. 13,3,8,4 . 3 . KĀTY. ŚR. 20,3,14 . 16 . YĀJÑ. 3,245 . BHAG. 17,9 . R. 4,44,83 . SUŚR. 1,58,13 . 185,20 . 239,14 . 2,430,11 .	AK. 2,6,2,2;H. 463;ŚAT. BR. 13,3,8,4;ŚAT. BR. 13,3,8, 3;KĀTY. ŚR. 20,3,14;KĀTY. ŚR. 20,3, 16;YĀJÑ. 3,245;BHAG. 17,9;R. 4,44,83;SUŚR. 1,58,13;SUŚR. 1, 185,20;SUŚR. 1, 239,14;SUŚR 2,430,11;ŚĀNTIŚ. 2,10;PAÑCAT. I, 408;RAGH. 19,48
Amaya		1c	c〉 schlechte Verdauung HĀR. 141 . Vgl. 1. 2,b	HĀR. 141
Amaya		2	2〉 n. N. einer Arzeneipflanze, Costus speciosus ( ), RĀJAN. _im_ ŚKDR	RĀJAN;ŚKDR
Amaya		1	1〉	
Amaya		1b	b〉 eine Pest BHĀG. P. 10,74,53	BHĀG. P. 10,74,53
AmlikA		1	1〉 = 1. ŚABDAM. _im_ ŚKDR	ŚABDAM;ŚKDR
AmlikA		2	2〉 = 2. RĀYAM. _zu_ AK. 2,4,2,24 . ŚKDR	RĀYAM;AK. 2,4,2,24;ŚKDR
Amoda		1	1〉 adj. f. erfreuend, erheiternd: ŚAT. BR. 4,3,2,13 . KĀTY. ŚR. 9,13,29 . 10,3,8 . 6,9	ŚAT. BR. 4,3,2,13;KĀTY. ŚR. 9,13,29;KĀTY. ŚR 10,3,8;KĀTY. ŚR. 10, 6,9
Amoda		2	2〉 m	
Amoda		2a	a〉 Freude, Heiterkeit AK. 1,1,4,2 . 3,4,94 . TRIK. 3,3,203 . H. 316 . an. 3,327 . MED. d. 21 . R. 1,34,13	AK. 1,1,4,2;AK. 1, 3,4,94;TRIK. 3,3,203;H. 316;H an. 3,327;MED. d. 21;R. 1,34,13
Amoda		2b	b〉 Wohlgeruch AK. 1,1,4,19 . TRIK. H. 1390 . H. an. MED. BHARTṚ. 1,37 . 96 . RAGH. 1,43 . AMAR. 58 . 91 . ṚT. 1,28 . MEGH. 32 . PRAB. 60,6 . KATHĀS. 8,10 . VET. 6,9 . DHŪRTAS. 69,4 . am Ende eines adj	AK. 1,1,4,19;TRIK;H. 1390;H. an;MED;BHARTṚ. 1,37;BHARTṚ. 1, 96;RAGH. 1,43;AMAR. 58;AMAR 91;ṚT. 1,28;MEGH. 32;PRAB. 60,6;KATHĀS. 8,10;VET. 6,9;DHŪRTAS. 69,4;BHARTṚ. 1,39;BHARTṚ. 1, 40
Amoda		1	¦ [ vgl. [Page1-0672]] Z. 2 lies: {6,5} st. {6,9}	
Amoda		1	1〉 Z. 2 lies 6,5 st. 6,9	
Amoda		2	2〉	
Amoda		2a	a〉 Freude an Spr. 3719	Spr. 3719
Amoda		2c	c〉 Titel eines Commentars HALL 201	HALL 201
Amodin		1	1〉 adj. am Ende eines comp. einen Wohlgeruch von dem und dem habend: BHARTṚ. 1,42 . voc. f. ŚRUT. 42	BHARTṚ. 1,42;ŚRUT. 42
Amodin		2	2〉 m. ein Parfum für den Mund AK. 1,1,4,20 . H. 1391	AK. 1,1,4,20;H. 1391
Amodin		1	1〉 RĀJA-TAR. 5,357 . KATHĀS. 123,51	RĀJA-TAR. 5,357;KATHĀS. 123,51
AmrAtaka		1	1〉 dass. AK. 2,4,2,8 . H. 1152 . MBH. 1,7584 . 3,11567 . R. 3,17,7 . SUŚR. 1,210,16 . 156,4 . 2,289,9 . 479,21 . 489,6	AK. 2,4,2,8;H. 1152;MBH. 1,7584;MBH 3,11567;R. 3,17,7;SUŚR. 1,210,16;SUŚR. 1, 156,4;SUŚR 2,289,9;SUŚR. 2, 479,21;SUŚR. 2, 489,6
AmrAtaka		2	2〉 = RĀJAN. _im_ ŚKDR	RĀJAN;ŚKDR
AmrAtaka		3	3〉 N. pr. eines Berges R. 4,44,23 , v. l	R. 4,44,23
AmuKa		1	1〉 Beginn TRIK. 3,2,30	TRIK. 3,2,30
AmuKa		2	2〉 Vorspiel, Einleitung SĀH. D. 131,15 . TRIK. MṚCCH. 5,8	SĀH. D. 131,15;TRIK;MṚCCH. 5,8
AmuKa		2	2〉 DAŚAR. 3,5. fgg. ( vgl. S	DAŚAR. 3,5. fgg
AmuKa		27	PRATĀPAR. 23,a,5 . SĀH. D. 279 . 282 . 286	PRATĀPAR. 23,a,5;SĀH. D. 279;SĀH. D 282;SĀH. D 286
AnAha		1	1〉 Verstopfung des Leibes AK. 2,6,2,6 . H. 471 . SUŚR. 1,32,2 . 82,5 . 97,11 . 366,7 . 2,44,15 . 256,19 . MBH. 3,10334	AK. 2,6,2,6;H. 471;SUŚR. 1,32,2;SUŚR. 1, 82,5;SUŚR. 1, 97,11;SUŚR. 1, 366,7;SUŚR 2,44,15;SUŚR. 2, 256,19;MBH. 3,10334
AnAha		2	2〉 Länge AK. 2,6,3,16 . H. 1431	AK. 2,6,3,16;H. 1431
AnadDa		1	1〉 adj. s. u	
AnadDa		2	2〉 n. ein mit Fell bezogenes musikalisches Instrument, Trommel u. s. w. AK. 1,1,7,4 . TRIK. 3,3,214 . H. 287 . an. 3,342 . MED. dh. 27	AK. 1,1,7,4;TRIK. 3,3,214;H. 287;H an. 3,342;MED. dh. 27
Anaka		1	1〉 Bez. verschiedener Arten von Trommeln, = AK. 1,1,7,6 . 3,4,1,3 . H. an. 3,8 . MED. k. 46 . = AK. 3,4,1,3 . H. 293 . H. an. MED. = H. an. MED. BHAG. 1,13 . HARIV. 1924	AK. 1,1,7,6;AK 3,4,1,3;H. an. 3,8;MED. k. 46;AK. 3,4,1,3;H. 293;H. an;MED;H. an;MED;BHAG. 1,13;HARIV. 1924
Anaka		2	2〉 Donnerwolke H. an. MED. — Vielleicht von 2	H. an;MED
Anaka		1	¦ vgl	
Ananda		1	1〉 m	
Ananda		1a	a〉 Lust, Wonne; Wollust AK. 1,1,4,3 . 3,5,10 . H. 316 . ṚV. 9,113,6 . 11 . VS. 19,8 . 30,6 . 20 . 20,9 . AV. 9,7,23 . 10,2,9 . 11,7,26 . 8,24 . TS. 5,7,19,1 . ŚAT. BR. 10,3,5,13 . 14 . 6,2,2,6 . 14,5,	AK. 1,1,4,3;AK. 1, 3,5,10;H. 316;ṚV. 9,113,6;ṚV. 9,113, 11;VS. 19,8;VS 30,6;VS. 30, 20;VS 20,9;AV. 9,7,23;AV 10,2,9;AV 11,7,26;AV. 11, 8,24;TS. 5,7,19,1;ŚAT. BR. 10,3,5,13;ŚAT. BR. 10,3,5, 14;ŚAT. BR 6,2,2,6;ŚAT. BR 14,5,1,22;ŚAT. BR. 14,5, 4,11;ŚAT. BR. 14, 6,10,5;BṚH. ĀR. UP. 2,1,79;BṚH. ĀR. UP. 2, 4,11;BṚH. ĀR. UP 4,1,6;BṚH. ĀR. UP. 4,3,9;MĀṆḌ. UP. 5;TAITT. UP. 2,4;TAITT. UP. 2, 5;TAITT. UP. 2, 8;R. 1,1,17;RAGH. 12,62;HIT. 42,8;ŚĀK. 81;VID. 51;VEDĀNTAS;BENF. Chr. 209,20;SĀṂKHYAK. 28;KATHĀS. 14,23;ŚAT. BR. 14,6,9,34;BṚH. ĀR. UP. 3,9,28;TAITT. UP. 1,6,2;WILS;AK;ŚKDR;R. 2,47,10;R 4,19,14;R 5,18,3;R 6,7,18
Ananda		1b	b〉 N. des 48sten Jahres im Jupiter — Cyclus KĀLAS. 354	KĀLAS. 354
Ananda		1c	c〉 ein Bein. Śiva ʼs ŚIV	ŚIV
Ananda		1d	d〉 N. pr. der 6te der 9 weissen Bala H. 698	H. 698
Ananda		1e	e〉 N. pr. ein Vetter und eifriger Anhänger Śākyamuni ʼs, Sammler der Sūtra , LALIT. 2 . u. s. w. BURN. Intr. 45 . 76, N. 1 . 197 . 205 . 392 . 535 . 578 . Lot. de la b. l. 130. fgg. 297 . LIA. II, Anh	LALIT. 2;BURN. Intr. 45;BURN. Intr 76, N. 1;BURN. Intr 197;BURN. Intr 205;BURN. Intr 392;BURN. Intr 535;BURN. Intr 578;Lot. de la b. l. 130. fgg;Lot. de la b. l 297;LIA. II, Anh. II. fg;SCHIEFNER, Lebensb. 237 (7). 245 (15). 264 (34)
Ananda		2	2〉 f. N. einer Pflanze ( ) RĀJAN. _im_ ŚKDR	RĀJAN;ŚKDR
Ananda		3	3〉 gaṇa zu P. 4,1,41 . N. einer Pflanze ( vulg. ) ŚABDAC. _im_ ŚKDR	P. 4,1,41;ŚABDAC;ŚKDR
Ananda		4	4〉 n. s. u. 1,a	
Ananda		1	1〉	
Ananda		1a	a〉 als n. MBH. 13,1092 . KULĀRṆAVAT. _in_ Verz. d. Oxf. H. 91,b,5. fgg. In der Dramatik das Eintreffen des Gewünschten, = SĀH. D. 399	MBH. 13,1092;KULĀRṆAVAT;Verz. d. Oxf. H. 91,b,5. fgg;SĀH. D. 399
Ananda		1b	b〉 Verz. d. Oxf. H. 332,a,5	Verz. d. Oxf. H. 332,a,5
Ananda		1e	e〉 N. pr. eines der 5 Lokeśvara bei den Buddhisten WILSON, Sel. Works 2,23	WILSON, Sel. Works 2,23
Ananda		1f	f〉 N. pr. eines Lehrers (fehlerhaft für ) WILSON, Sel. Works 1,214 . eines Dichters Verz. d. Oxf. H. 167,a,37 . Verfassers des Mādhavānala 157,b, No. 340	WILSON, Sel. Works 1,214;Verz. d. Oxf. H. 167,a,37;Verz. d. Oxf. H 157,b, No. 340
Ananda		1h	h〉 N. pr. einer Oertlichkeit Verz. d. Oxf. H. 339,a,3	Verz. d. Oxf. H. 339,a,3
Ananda		1	¦ m. N. pr. eines Śrāvaka HEM. YOGAŚ. 3,151	HEM;YOGAŚ. 3,151
Anandakanda		1	1〉 die Wurzel der Wonne WEBER, RĀMAT. UP. 324 . Verz. d. Oxf. H. 28,b,35	WEBER, RĀMAT. UP. 324;Verz. d. Oxf. H. 28,b,35
Anandakanda		2	2〉 m. N. pr. eines Autors HALL 19	HALL 19
Anandakanda		3	3〉 m. Titel eines medicinischen Werkes Verz. d. Oxf. H. 319,b, No. 759	Verz. d. Oxf. H. 319,b, No. 759
Anandakanda		4	4〉 N. pr. einer Oertlichkeit Verz. d. Oxf. H. 154,a,16	Verz. d. Oxf. H. 154,a,16
Anandana		1	1〉 Erheiterung: (kann auch adj. sein) HIT. I, 204	HIT. I, 204
Anandana		2	2〉 freundlicher Empfang, freundlicher Gruss AK. 3,3,7 . H. 731	AK. 3,3,7;H. 731
AnandavarDana		1	1〉 adj. die Wonne vermehrend R. 1,1,17 . 2,45,7	R. 1,1,17;R 2,45,7
AnandavarDana		2	2〉 m. N. pr. eines Dichters RĀJA-TAR. 5,34	RĀJA-TAR. 5,34
AnandavarDana		2	2〉 Verz. d. Oxf. H. 123,b,20 . Vgl	Verz. d. Oxf. H. 123,b,20
Anandin		1	¦ (wie eben) adj. wonnig, lusterfüllt, glückselig: AV. 4,15,16 . 38,4 . ŚAT. BR. 14,4,3,28 (= BṚH. ĀR. UP. 1,5,19 .) KAUŚ. 70 . 40 . CHĀND. UP. 7,10,1 . TAITT. UP. 2,7 . MBH. 2,609 . R. 6,11,45	AV. 4,15,16;AV. 4, 38,4;ŚAT. BR. 14,4,3,28;BṚH. ĀR. UP. 1,5,19;KAUŚ. 70;KAUŚ 40;CHĀND. UP. 7,10,1;TAITT. UP. 2,7;MBH. 2,609;R. 6,11,45
Anandin		1	1〉 adj. froh LA. (II) 88,6 . erfreuend: KATHĀS. 106,109	LA. (II) 88,6;KATHĀS. 106,109
Anandin		2	2〉 m. N. pr. eines Mannes Verz. d. Oxf. H. 255,a, N. 1	Verz. d. Oxf. H. 255,a, N. 1
Anandita		1	1〉 adj. s. u. mit	
Anandita		2	2〉 m. N. pr. eines Mannes LALIT. 289	LALIT. 289
Anaquha		1	1〉 adj. vom Stier stammend, taurinus: ŚAT. BR. 7,3,2,1 . KĀTY. ŚR. 4,8,3 . 7,6,1 . KAUŚ. 67 . YĀJÑ. 1,279 . PĀR. GṚHY. 2,1	ŚAT. BR. 7,3,2,1;KĀTY. ŚR. 4,8,3;KĀTY. ŚR 7,6,1;KAUŚ. 67;YĀJÑ. 1,279;PĀR. GṚHY. 2,1
Anaquha		2	2〉 n. N. pr. eines Tīrtha HARIV. 5334	HARIV. 5334
Anarta		1	1〉 Bühne ( ) AK. 3,4,66 . H. an. 3,245 . MED. t. 91	AK. 3,4,66;H. an. 3,245;MED. t. 91
Anarta		2	2〉 Kampf AK. H. an. MED	AK;H. an;MED
Anarta		3	3〉 N. pr. eines Landes und der Bewohner derselben ( m. pl. ) auf der Halbinsel Guzerat , mit der Hauptstadt Kuśasthalī , AK. H. an. MED. AV. PARIŚ. _in_ Verz. d. B. H. No. 366 . VARĀH. BṚH. S. ebend. 	AK;H. an;MED;AV. PARIŚ;Verz. d. B. H. No. 366;VARĀH. BṚH. S;ebend. No. 849;MBH. 2,997;MBH 3,622;MBH. 3, 631;MBH. 3, 12582;R. 4,43,13;VP. 190;HARIV. 5163;HARIV. 642. fgg;VP. 354. fg;HARIV. 1751;LIA. I, 626;LIA. I, II, 791;MED;H. an
Anarta		3	3〉 als Volksname VARĀH. BṚH. S. 5,80 . 14,17 . 16,31 . der Fürst der Ānarta 14,33	VARĀH. BṚH. S. 5,80;VARĀH. BṚH. S 14,17;VARĀH. BṚH. S 16,31;VARĀH. BṚH. S 14,33
Anava		1	1〉 adj. den Leuten zugethan, leutselig (?): ṚV. 8,63,4	ṚV. 8,63,4
Anava		2	2〉 m. Mann, Leute (Fremde und Unbekannte): ṚV. 6,62,9 . 7,18,13 . Bezeichnung eines fremden Volksstammes überh. : ṚV. 8,4,1 . In SV. I, 5,2,3,2 scheint das Wort verdorbene Lesart zu sein; vgl. AV. 2,2	ṚV. 6,62,9;ṚV 7,18,13;ṚV. 8,4,1;SV. I, 5,2,3,2;AV. 2,22,1
Anila		1	1〉 adj. vom Winde stammend u. s. w	
Anila		2	2〉 f. N. der 15ten Mondstation H. 112	H. 112
Anila		3	3〉 n. das unter dem Gotte des Windes stehende Nakṣatra Svāti VARĀH. BṚH. S. 71,10 . 98,4	VARĀH. BṚH. S. 71,10;VARĀH. BṚH. S 98,4
Antara		1	1〉 adj. im Innern befindlich, innerlich: (= Schol. ) UTTARARĀMAC. 26,11. fg. BHAṬṬ. 5,83	UTTARARĀMAC. 26,11. fg;BHAṬṬ. 5,83
Antara		2	2〉 m	
Antara		2a	a〉 ein im Innern des Hauses —, des Palastes Angestellter (= Schol. ) MBH. 12,3090 . 3346	MBH. 12,3090;MBH. 12, 3346
Antara		2b	b〉 ein innerhalb des Landes Wohnender, ein Eingeborener, Landeskind: MBH. 12,3913	MBH. 12,3913
Anulomya		1	1〉 adj. in der natürlichen oder geraden Ordnung entstanden: ( Sch. : ) UŚANAS _in_ DĀY. 108,9 . 109,5	UŚANAS;DĀY. 108,9;DĀY 109,5
Anulomya		2	2〉 n	
Anulomya		2a	a〉 die Richtung nach dem Strich der Haare, gerade oder natürliche Ordnung (von oben nach unten, von vorn nach hinten) M. 10,5 . 13 . YĀJÑ. 2,183 . 207 . 286 . P. 3,4,64	M. 10,5;M. 10, 13;YĀJÑ. 2,183;YĀJÑ. 2, 207;YĀJÑ. 2, 286;P. 3,4,64
Anulomya		2b	b〉 günstige Richtung, geeignete Disposition, Geneigtheit P. 3,2,20 . 5,4,63 . SUŚR. 1,250,4 . 30,5	P. 3,2,20;P 5,4,63;SUŚR. 1,250,4;SUŚR. 1, 30,5
Anulomya		2c	c〉 das Bringen in die richtige Lage SUŚR. 1,26,18	SUŚR. 1,26,18
AnupUrva		1	1〉 n. Reihenfolge von vorn nach hinten: der Reihe nach M. 2,41 . SĀV. 4,11 . VIŚV. 7,15 . 10,9 . R. 5,73,2 . 74,14	M. 2,41;SĀV. 4,11;VIŚV. 7,15;VIŚV 10,9;R. 5,73,2;R. 5, 74,14
AnupUrva		2	2〉 f. dass. AK. 2,7,36 . H. 1504 . MBH. 1,7190 . R. 3,70,20 . der Reihe nach M. 3,23 . MBH. 1,2964 . 3,11081 (p. 572). 12296 . 13929 . R. 2,90,6 . 101,11 . 4,54,20 . 2,91,39	AK. 2,7,36;H. 1504;MBH. 1,7190;R. 3,70,20;M. 3,23;MBH. 1,2964;MBH 3,11081 (p. 572). 12296;MBH. 3, 13929;R. 2,90,6;R. 2, 101,11;R 4,54,20;R 2,91,39
AnupUrva		2	2〉 Z. 2 lies . Das letzte Beispiel gehört zu . da hier mit der ed. Bomb. zu lesen ist. Nach den indischen Grammatikern ist f. zu	ed. Bomb
Anupadika		1	1〉 = P. 4,4,37	P. 4,4,37
Anupadika		2	2〉 = gaṇa zu P. 4,2,60	P. 4,2,60
Ap		1	1〉 erreichen, einholen; act. : ṚV. 1,33,10 . 100,15 . 24,6 . 7,99,2 . AV. 9,2,24 . 3,13,2 . 2,11,1 . TS. 5,1,3,4 . ŚAT. BR. 14,4,3,34 (= BṚH. ĀR. UP. 1,5,23 .) BṚH. ĀR. UP. 1,5,21 . CHĀND. UP. 8,1,4 .	ṚV. 1,33,10;ṚV. 1, 100,15;ṚV 24,6;ṚV 7,99,2;AV. 9,2,24;AV 3,13,2;AV 2,11,1;TS. 5,1,3,4;ŚAT. BR. 14,4,3,34;BṚH. ĀR. UP. 1,5,23;BṚH. ĀR. UP. 1,5,21;CHĀND. UP. 8,1,4;RAGH. 8,24;NALOD. 2,22;BHAṬṬ. 6,59;ṚV. 10,114,7;BHAṬṬ. 1,21
Ap		2	2〉 erlangen, gewinnen, in Besitz nehmen, auf sich laden, erleiden; act. : ṚV. 4,1,9 . 23,2 . 8,59,7 . 10,95,13 . AV. 4,11,9 . 38,3 . 9,2,19 . 5,22 . ŚAT. BR. 4,6,9,20 . 3,9,4,13 . 6,2,2,31 . 9,5,2,3 .	ṚV. 4,1,9;ṚV. 4, 23,2;ṚV 8,59,7;ṚV 10,95,13;AV. 4,11,9;AV. 4, 38,3;AV 9,2,19;AV. 9, 5,22;ŚAT. BR. 4,6,9,20;ŚAT. BR 3,9,4,13;ŚAT. BR 6,2,2,31;ŚAT. BR 9,5,2,3;ŚAT. BR 12,2,2,8;AIT. UP. 4,6;HIT. Pr. 29;M. 1,63;M 8,143;M 3,95;M. 3, 129;M. 3, 283;M 9,161;M 11,8;M. 11, 28;M 4,229;M. 4, 230;M 5,166;M. 5, 165;M 8,81;M 9,29;M. 9, 137;M 30;M 8,40;M. 8, 316;BHAG. 3,2;MBH. 1,4977;ŚĀK. 12;KATHĀS. 15,130;R. 1,14,29;RAGH. 7,51;MBH. 2,1227;MBH 3,38;M. 4,167;N. 10,11;M. 8,128;M. 8, 368;M. 8, 369;MBH. 3,1046;MBH. 3, 14244;RAGH. 9,79;M. 8,188;ṚV. 9,108,4;ṚV. 9, 10,5;ṚV 2,34,7;TS. 2,5,11,4
