k1	hom	homonym_precise	deriv_base	deriv_suffix	deriv_class	deriv_citation	panini_sutras	compound_members_pwg	compound_status	ganas	gana_sutras	gana_corroborated
tar	2						P.1.1.22|P.1.2.3|P.1.11.36|P.1.15.14|P.2.7|P.3.1|P.3.1.34|P.3.1.85|P.3.15.24|P.3.16.30|P.3.18.27|P.3.24.40|P.4.22.40|P.5.10.25|P.6.4.122|P.6.9.21|P.6.12.20|P.7.2.38|P.7.2.41|P.7.4.2|P.7.4.65|P.7.4.92|P.7.9.18|P.7.15.68|P.8.2.27|P.9.18.9|P.9.19.4|P.10.22.17|P.17.7|P.17.20|P.19.34|P.21.91					
tara							P.3.1.134|P.10.46.43					
taraMgaka		1	taraMga	ka	уменьш./собират.	BĀLAB. 44						
taraMgita							P.5.2.36					
taraMgin							P.5.2.135					
taraRa										kaRqvAdiH	3.1.27	
taraRi							P.5.1.30|P.10.14.26					
taraRitva		1	taraRi	tva	абстракт	NIR. 11,16			index-only			
tarala							P.11.1.22					
taralatA		1	tarala	tA	абстракт	PAÑCAT. I, 205			index-only			
taralanayanI		1						tarala + nayana	differs			
taras	1						P.1.1.37|P.1.7.33					
taras	2						P.1.1.37|P.1.7.33					
tarasamaya		1	tarasa	maya	материал	KĀTY. ŚR. 24,5,20			index-only			
tarasTAna		1						tara + sTAna	agrees			
tarasvin							P.8.10.30|P.8.20.31		index-only			
tarAnDu		1						tara + anDu	pwg-new-fill			
tari							P.4.8.79					
tarika		1	tara	ika	относит./vṛddhi	YĀJÑ. 2,263						
tarikin		1	tarika	in	поссессив	WILS.						
tariraTa		1						tari + raTa	agrees			
taru	1						P.2.1.56			lomAdiH|vyAGrAdiH	2.1.56|5.2.100	1
taru	2						P.2.1.56			lomAdiH|vyAGrAdiH	2.1.56|5.2.100	1
tarukza							P.4.1.105			gargAdiH	4.1.105	1
taruKaRqa		1					P.4.2.38	taru + KaRqa	agrees			
tarujIvana		1						taru + jIvana	agrees			
taruRa							P.1.2.73|P.4.1.15|P.4.1.41			gOrAdiH|utsAdiH	4.1.41|4.1.86	1
taruRaka		1	taruRa	ka	уменьш./собират.	MBH. 1,2160						
tarutA		1	taru	tA	абстракт	MĀRK. P. 31,9	P.31.9		index-only			
tarunaKa		1						taru + naKa	agrees			
taruBuj		1						taru + Buj	agrees			
tarumfga		1						taru + mfga	agrees			
tarurAga		1						taru + rAga	agrees			
tarurAja		1						taru + rAja	agrees			
tarurAjan		1						taru + rAjan	agrees			
taruruhA		1						taru + ruhA	agrees			
taruvallI		1						taru + vallI	agrees			
taruSa							P.5.2.100					
tarusAra		1						taru + sAra	agrees			
tarusTA		1						taru + sTA	agrees			
tarka							P.8.21.2					
tarkagranTa		1						tarka + granTa	agrees			
tarkajvAlA		1						tarka + jvAlA	agrees			
tarkaprakASa		1						tarka + prakASa	agrees			
tarkaBAzA		1						tarka + BAzA	agrees			
tarkamudrA		1					P.4.6.38	tarka + mudrA	agrees			
tarkavidyA		1						tarka + vidyA	agrees			
tarkaSAstra		1						tarka + SAstra	agrees			
tarkABAsa		1						tarka + ABAsa	pwg-new-fill			
tarkArI							P.4.1.41					
tarkin		1	tarka	in	поссессив	ŚĀK. 103,19						
tarku							P.10.45.36					
tarkupIWa		1						tarku + pIWa	agrees			
tarkuSARa		1						tarku + SARa	pwg-new-fill			
tarj							P.4.5.16|P.8.11.30					
tarjana							P.3.30.22|P.25.17					
tartavya		1	tar	tavya	герундивообразный	MBH. 7,4706						
tarda		1						tarda + pati	pwg-new-fill			
tarpaRa							P.3.1.27|P.8.24.12|P.23.69					
tarpaRecCu		1						tarpaRa + icCu	pwg-new-fill			
tarpin		1	tarp	in	поссессив	ŚABDAC.						
tarya		1	tar	ya	относит./vṛddhi	SĀY.						
tarz							P.1.2.25|P.3.4.57|P.5.2.36|P.9.6.27					
tarza	1						P.6.6.13|P.8.8.38|P.11.9.27					
tarza	2						P.6.6.13|P.8.8.38|P.11.9.27					
tarzaRa							P.3.25.7					
tarsa							P.8.3.59					
tarhi							P.1.1.43|P.1.8.12|P.3.2.138|P.3.3.132|P.3.9.32|P.3.16.23|P.4.1.163|P.4.19.32|P.5.3|P.5.3.20|P.6.4.11					
tala							P.2.1.27|P.4.3.106|P.5.20.35|P.8.20.23|P.20.48			SOnakAdiH	4.3.106	1
talaka		1	tala	ka	уменьш./собират.	HĀR. 42	P.12.1.23					
talatAla		1						tala + tAla	agrees			
talatra		1						tala + tra	agrees			
talatrARa		1						tala + trARa	agrees			
talayudDa		1						tala + yudDa	agrees			
talaloka		1					P.2.6.42	tala + loka	agrees			
talAcI		1						tala + aYc	pwg-new-fill			
talAtala		1					P.2.1.26|P.5.24	tala + atala	pwg-new-fill			
talukza							P.4.1.105			gargAdiH	4.1.105	1
taluna							P.4.1.15|P.4.1.41|P.4.1.86			gOrAdiH|utsAdiH	4.1.41|4.1.86	1
talekzaRa		1						tala + IkzaRa	pwg-new-fill			
talodara		1					P.4.1.55	tala + udara	pwg-new-fill			
talodA		1						tala + uda	pwg-new-fill			
talpa							P.3.8.10			uYCAdiH	6.1.160	
talpakIwa		1						talpa + kIwa	agrees			
talpagiri		1						talpa + giri	agrees			
talpaja		1						talpa + ja	agrees			
talpIkfta		1						talpa + kfta	pwg-new-fill			
talpya		1	talpa	ya	относит./vṛddhi	VS. 16,44						
tallaja							P.2.1.66					
tavaka							P.4.3.2					
tavasya		1	tavas	ya	относит./vṛddhi	ṚV. 2,20,8						
taskara							P.2.1.53|P.4.14.8|P.6.1.157					
taskaratA		1	taskara	tA	абстракт	RAGH. 1,27			index-only			
tasTu							P.7.7.23					
tAkzaka							P.6.4.153					
tAkzaRya							P.4.1.153|P.6.4.135					
tAkzaSila							P.4.3.93					
tAkzRa							P.4.1|P.4.1.112|P.6.4.135					
tAcCabdya		1	tacCabda	ya	относит./vṛddhi	ANUP. 3,4		tad + Sabda	pwg-new-fill			
tAcCIlika		1	tacCIla	ika	относит./vṛddhi	PARIBHĀṢĀ 1	P.3.1.94					
tAcCIlya		1	tacCIla	ya	относит./vṛddhi	P. 3,2,11	P.1.3.21|P.3.2.11					
tAjat							P.1.4.57					
tAjadBaNga		1						tAjat + BaNga	pwg-new-fill			
tAwasTya		1	tawasTa	ya	относит./vṛddhi	ŚKDR.						
tAqaGa		1					P.3.2.55	tAqa + Ga	agrees			
tAqaGAta		1						tAqa + GAta	agrees			
tAqana							P.5.5.30|P.8.11.9					
tARqava							P.2.4.31|P.10.70.19			arDarcAdiH	2.4.31	1
tARqin							P.4.3.104					
tARqya		1	taRqa	ya	относит./vṛddhi	P. 4,1,105	P.4.1.105					
tARqyAyanI							P.4.1.18					
tAt							P.7.1.39					
tAta							P.1.14.39|P.1.18.32|P.5.4.4|P.9.22.32|P.24.6|P.25.11					
tAtagu		1						tAta + gu	agrees			
tAtatulya		1						tAta + tulya	agrees			
tAtkAlika		1	tatkAla	ika	относит./vṛddhi	P. 4,2,116	P.4.2.116					
tAttvika		1	tattva	ika	относит./vṛddhi	KAP. 1,154						
tAtparya		1	tatpara	ya	относит./vṛddhi	ŚABDĀRTHAKALPATARU	P.2.3.43					
tAtparyaka		1	tAtparya	ka	уменьш./собират.	JAIM. 1,14						
tAtya		1	tata	ya	относит./vṛddhi	ṚV. 1,161,12						
tAtstomya		1						tad + stoma	pwg-new-fill			
tAtsTya		1	tatsTa	ya	относит./vṛddhi	P. 3,1,144	P.3.1.144					
tATABAvya		1						taTA + BAva	pwg-new-fill			
tAdarTika		1	tadarTa	ika	относит./vṛddhi	KAUŚ. 60						
tAdarTya		1	tadarTa	ya	относит./vṛddhi	ANUPADA 3,8	P.2.2.13|P.5.1.12|P.5.1.124					
tAdAtmya		1					P.5.1.27	tad + Atman	pwg-new-fill			
tAdfkza		1					P.3.2.60	ta + dfkza	pwg-new-fill			
tAdfgviDa		1						tAdfS + viDA	differs			
tAdfS		1					P.3.2.60|P.7.1.83|P.22.40	ta + dfS	pwg-new-fill			
tAdfSa		1					P.3.2.60|P.4.19.14	ta + dfSa	pwg-new-fill			
tAnava							P.5.1.122					
tAnavya							P.4.1.18|P.4.1.105					
tAnta		1						ta + anta	pwg-new-fill			
tAntava							P.7.3.45|P.10.64.4					
tAntavya							P.4.1.18|P.4.1.105					
tAntuvAyya		1	tantuvAya	ya	относит./vṛddhi	P. 4,1,152	P.4.1.152					
tAntrika		1	tantra	ika	относит./vṛddhi	AK. 2,8,1,15	P.8.6.9|P.11.11.37|P.12.11.2					
tApa							P.3.14.48|P.3.25.23|P.5.19.18|P.6.1.160|P.10.79.20					
tApana							P.2.9.8					
tApasa							P.4.4.62|P.5.2.103					
tApasezwa		1						tApasa + izwa	pwg-new-fill			
tApasya		1	tApasa	ya	относит./vṛddhi	M. 1,114						
tApahara		1						tApa + hara	pwg-new-fill			
tApIja		1						tApI + ja	agrees			
tApya		1	tApI	ya	относит./vṛddhi	NIGH. PR.						
tAmasa	1						P.2.5.24|P.5.1.28|P.8.1.28					
tAmasa	2						P.2.5.24|P.5.1.28|P.8.1.28					
tAmasika		1	tamas	ika	относит./vṛddhi	ŚKDR.						
tAmisra							P.3.12.2|P.3.30.29|P.5.2.103|P.5.26|P.29.12|P.47.15					
tAmbUla							P.8.16.41					
tAmbUlika		1	tAmbUla	ika	относит./vṛddhi	R. GORR. 2,90,23						
tAmra	1						P.4.14.44|P.6.6|P.6.6.25|P.10.59.12|P.23.41			varRadfQAdiH	5.1.123	
tAmra	2						P.4.14.44|P.6.6|P.6.6.25|P.10.59.12|P.23.41			varRadfQAdiH	5.1.123	
tAmraka		1	tAmra	ka	уменьш./собират.	AK. 2,9,97						
tAmrakarRI		1						tAmra + karRa	differs			
tAmrakAra		1						tAmra + kAra	agrees			
tAmrakuwwa		1						tAmra + kuwwa	agrees			
tAmrakUwa		1						tAmra + kUwa	agrees			
tAmrakfmi		1						tAmra + kfmi	agrees			
tAmragarBa		1						tAmra + garBa	agrees			
tAmracUqa		1						tAmra + cUqA	differs			
tAmratuRqa		1						tAmra + tuRqa	agrees			
tAmratva		1	tAmra	tva	абстракт	R. 5,85,2			index-only			
tAmradugDA		1						tAmra + dugDa	differs			
tAmradru		1						tAmra + dru	agrees			
tAmradvIpa		1						tAmra + dvIpa	agrees			
tAmraDAtu		1						tAmra + DAtu	agrees			
tAmraDUmra		1						tAmra + DUmra	agrees			
tAmraDvaja		1						tAmra + Dvaja	agrees			
tAmrapakzA		1						tAmra + pakza	differs			
tAmrapawwa		1						tAmra + pawwa	agrees			
tAmrapattra		1						tAmra + pattra	agrees			
tAmraparRa		1					P.4.2.82|P.4.28.35|P.10.79.16	tAmra + parRa	agrees			
tAmraparRIya		1	tAmraparRI	Iya	относит./vṛddhi	BURN. Intr. 569			index-only			
tAmrapAkin		1						tAmra + pAka	differs			
tAmrapAtra		1						tAmra + pAtra	agrees			
tAmrapAdI		1						tAmra + pAda	differs			
tAmrapuzpa		1						tAmra + puzpa	agrees			
tAmraPala		1						tAmra + Pala	agrees			
tAmramaya		1	tAmra	maya	материал	SUŚR. 2,167,13	P.5.26.14|P.12.4		index-only			
tAmramUlA		1						tAmra + mUla	differs			
tAmramfga		1						tAmra + mfga	agrees			
tAmrarasAyanI		1						tAmra + rasAyana	differs			
tAmralipta		1						tAmra + lipta	agrees			
tAmravarRa		1						tAmra + varRa	agrees			
tAmravIja		1						tAmra + vIja	pwg-new-fill			
tAmravfkza		1						tAmra + vfkza	agrees			
tAmravfnta		1						tAmra + vfnta	agrees			
tAmraSAwIya		1						tAmra + SAwI	differs			
tAmraSAsana		1						tAmra + SAsana	agrees			
tAmraSiKin		1						tAmra + SiKA	differs			
tAmrasAra		1						tAmra + sAra	agrees			
tAmrasena		1						tAmra + senA	differs			
tAmrAkza		1					P.1.7.33	tAmra + akza	pwg-new-fill			
tAmrAKya		1						tAmra + AKyA	pwg-new-fill			
tAmrABa		1						tAmra + ABA	pwg-new-fill			
tAmrAri		1						tAmra + ari	pwg-new-fill			
tAmrAruRa		1						tAmra + aruRa	pwg-new-fill			
tAmrika		1	tAmra	ika	относит./vṛddhi	M. 8,136						
tAmriman							P.5.1.123					
tAmrozWa		1					P.23.41	tAmra + ozWa	pwg-new-fill			
tAmrya		1	tAmra	ya	относит./vṛddhi	P. 5,1,123	P.5.1.123					
tAya							P.6.1.203					
tAyana							P.1.3.38					
tAra							P.1.19.30|P.3.3.104|P.4.6.27|P.4.21.19|P.6.3.109|P.9.14|P.9.14.4|P.23.98					
tAraka							P.2.5.11|P.7.3.45|P.8.10|P.8.10.21|P.15.71					
tArakatIrTa		1						tAraka + tIrTa	agrees			
tArakAkza		1						tArakA + akza	differs			
tArakAKya		1						tArakA + AKyA	pwg-new-fill			
tArakAntaka		1						tAraka + antaka	pwg-new-fill			
tArakAmaya		1	tArakA	maya	материал	MBH. 2,939	P.9.14.7		index-only			
tArakita							P.5.2.36					
tAratamya							P.5.26.2					
tAratAra		1						tAra + tAra	agrees			
tAranATa							P.6.3.63		index-only			
tArapAla		1						tAra + pAla	agrees			
tAralya		1	tarala	ya	относит./vṛddhi	HAUGHT.						
tArasAra		1						tAra + sAra	agrees			
tArAkza		1						tArA + akza	differs			
tArAcakra		1						tArA + cakra	agrees			
tArAcandra		1						tArA + candra	agrees			
tArAj		1						tA + rAj	pwg-new-fill			
tArADipa		1						tArA + aDipa	pwg-new-fill			
tArADISa		1						tArA + aDISa	pwg-new-fill			
tArApati		1						tArA + pati	agrees			
tArApaTa		1						tArA + paTa	agrees			
tArABa		1						tArA + ABA	pwg-new-fill			
tArABUzA		1						tArA + BUzA	agrees			
tArAmaya		1	tArA	maya	материал	ŚĀNTIŚ. 4,14			index-only			
tArAmfga		1						tArA + mfga	agrees			
tArAvarza		1						tArA + varza	agrees			
tArAvalI		1						tArA + AvalI	differs			
tArika		1	tara	ika	относит./vṛddhi	M. 8,407						
tArin		1	tar	in	поссессив	MBH. 6,797						
tArukzya							P.4.1.18|P.4.1.105					
tAruRa							P.4.1.86					
tAruRya		1	taruRa	ya	относит./vṛddhi	AK. 2,6,1,40	P.24.7					
tArendra		1						tArA + indra	pwg-new-fill			
tArkava							P.4.3.137					
tArkika		1	tarka	ika	относит./vṛddhi	VOP. 7,15						
tArkza							P.6.6|P.6.6.2					
tArkzya		1	tfkza	ya	относит./vṛddhi	P. 4,1,105	P.3.4.117|P.3.17.22|P.4.1.105					
tArkzyaja		1						tArkzya + ja	agrees			
tArkzyaDvaja		1						tArkzya + Dvaja	agrees			
tArkzyanAyaka		1						tArkzya + nAyaka	agrees			
tArkzyanASaka		1						tArkzya + nASaka	agrees			
tArkzyaSEla		1						tArkzya + SEla	agrees			
tArkzyAyaRa							P.4.1.18|P.4.2.54			EzukAryAdiH	4.2.54	1
tArRa							P.4.1.112|P.4.3.76					
tArRaka							P.6.4.153					
tArRavindavIya							P.4.2.28					
tArtIya							P.3.6.29|P.8.19.34					
tArtIyasavana		1						tftIya + savana	pwg-new-fill			
tArtIyAhnika		1						tftIya + ahan	pwg-new-fill			
tArtIyIka							P.4.2.8					
tArpya		1	tfpA	ya	относит./vṛddhi	AV.						
tArya	2	1	tara	ya	относит./vṛddhi	M. 8,405	P.1.15.14|P.4.4.91					
tAla							P.1.4.61|P.4.3.152|P.8.15.21|P.23.52					
tAlaketu							P.22.6		index-only			
tAlacara		1						tAla + cara	agrees			
tAlajaNGa		1					P.6.2.114|P.9.8.5|P.9.23.27	tAla + jaNGA	differs			
tAlajawA		1						tAla + jawA	agrees			
tAlaparRa		1						tAla + parRa	agrees			
tAlapuzpaka		1						tAla + puzpa	differs			
tAlaBawa		1						tAla + Bawa	agrees			
tAlaBft		1						tAla + Bft	agrees			
tAlamUlikA		1						tAla + mUla	differs			
tAlavana		1					P.5.26.15	tAla + vana	agrees			
tAlavfnta		1					P.21.25	tAla + vfnta	agrees			
tAlavya							P.5.1.6					
tAlAKyA		1						tAla + AKyA	pwg-new-fill			
tAlANka		1						tAla + aNka	pwg-new-fill			
tAlika		1	tala	ika	относит./vṛddhi	H. 596						
tAlin		1	tAla	in	поссессив	MBH. 13,1172	P.4.3.106					
tAlISa		1						tAlI + ISa	pwg-new-fill			
tAlu							P.1.18.27|P.2.1.30			yAvAdiH	5.4.29	
tAluka							P.5.4.29					
tAlukzya		1	talukza	ya	относит./vṛddhi	P. 4,1,105	P.4.1.18|P.4.1.105					
tAlujihva		1						tAlu + jihvA	differs			
tAluna							P.4.1.86					
tAlupAka		1						tAlu + pAka	agrees			
tAlupAta		1						tAlu + pAta	agrees			
tAluSoza		1						tAlu + Soza	agrees			
tAvaka		1	tava	ka	уменьш./собират.	P. 4,3,3	P.1.8.36|P.4.3.3					
tAvakIna							P.4.3.3					
tAvatika							P.5.1.23					
tAvatiTa							P.5.3|P.5.3.53					
tAvatka							P.5.1.23					
tAvatkAlam		1						tAvant + kAla	differs			
tAvatkftvas							P.1.1.23		index-only			
tAvaddvayasa							P.5.2.37		index-only			
tAvant							P.3.1.24|P.3.26.12|P.4.2.93|P.5.2.39|P.5.4.84|P.5.20.2|P.6.16.7|P.7.4.26|P.9.5.23|P.15.39					
tAvanmAtra		1					P.4.8.29|P.5.2.37|P.5.24.4	tAvant + mAtra	differs			
tAskarya		1	taskara	ya	относит./vṛddhi	M. 9,222						
tika							P.2.4.68|P.4.1.99|P.4.1.154|P.4.2.90			naqAdiH|tikAdiH|utkarAdiH	4.1.154|4.1.99|4.2.90	1
tikIya		1	tika	Iya	относит./vṛddhi	P. 4,2,90	P.4.2.90					
tikta							P.3.26.42					
tiktaka		1	tikta	ka	уменьш./собират.	SUŚR. 2,136,2						
tiktakandakA		1						tikta + kanda	differs			
tiktaganDA		1						tikta + ganDa	differs			
tiktaGfta		1						tikta + Gfta	agrees			
tiktataRqulA		1						tikta + taRqula	differs			
tiktadugDA		1						tikta + dugDa	differs			
tiktaDAtu		1						tikta + DAtu	agrees			
tiktapattra		1						tikta + pattra	agrees			
tiktaparvan		1						tikta + parvan	agrees			
tiktapuzpA		1						tikta + puzpa	differs			
tiktaPala		1						tikta + Pala	agrees			
tiktayavA		1						tikta + yava	differs			
tiktavIjA		1						tikta + vIja	pwg-new-fill			
tiktaSAka		1						tikta + SAka	agrees			
tiktasAra		1						tikta + sAra	agrees			
tiktAKyA		1						tikta + AKyA	pwg-new-fill			
tiktANgA		1						tikta + aNga	pwg-new-fill			
tiktAmftA		1						tikta + amftA	pwg-new-fill			
tiktAyana		1						tikta + ayana	pwg-new-fill			
tigma							P.4.10.28|P.5.2.8|P.5.26.20|P.6.1.7|P.10.57.21					
tigmakara		1						tigma + kara	agrees			
tigmaketu							P.4.13.12		index-only			
tigmaga		1						tigma + ga	agrees			
tigmatA		1	tigma	tA	абстракт	ŚAT. BR. 9,2,2,5			index-only			
tigmaruc							P.6.3.116		index-only			
tigmAMSu		1						tigma + aMSu	pwg-new-fill			
tigmAtman		1						tigma + Atman	pwg-new-fill			
tigmAnIka		1						tigma + anIka	pwg-new-fill			
tigmAyuDa		1						tigma + AyuDa	pwg-new-fill			
tigmezu		1						tigma + izu	pwg-new-fill			
titikza							P.1.2.20|P.1.16.27|P.4.1|P.4.1.49|P.4.1.105|P.4.22.24			gargAdiH	4.1.105	1
titikzu							P.1.12.22|P.9.23|P.9.23.2					
titIrzA							P.11.13.19					
titIrzu							P.4.22.34					
tittira							P.6.9.1					
tiTISa		1						tiTi + ISa	pwg-new-fill			
tiTyarDa		1						tiTi + arDa	differs			
tinduka							P.6.1.143|P.52.12					
timi							P.6.6|P.6.6.25|P.8.7.18|P.9.22.41					
timikoza		1						timi + koza	pwg-new-fill			
timiMgila							P.6.3.70|P.8.7.18		index-only			
timiMgilagila							P.6.3.70		index-only			
timija		1						timi + ja	agrees			
timiDvaja		1						timi + Dvaja	agrees			
timira							P.2.4.31|P.8.4.6|P.8.4.39			arDarcAdiH|irikAdiH	2.4.31|8.4.6	1
timiramaya		1	timira	maya	материал	VARĀH. BṚH. S. 5,48			index-only			
timirAri		1						timira + ari	pwg-new-fill			
timirin		1	timira	in	поссессив	NIGH. PR.						
tiraScatA		1	tiraSca	tA	абстракт	ṚV. 4,18,2			index-only			
tiraScIna							P.3.18.15					
tiras							P.1.1.37|P.1.4.71|P.1.4.72|P.1.18.48|P.2.6.40|P.3.2.18|P.3.7.12|P.3.9.44|P.9.4.53|P.17.3|P.39.24			kaRqvAdiH|svarAdiH	1.1.37|3.1.27	1
tiraskara							P.1.10.27		index-only			
tiraskAra							P.2.3.17		index-only			
tirIwaka		1	tirIwa	ka	уменьш./собират.	R. 3,78,23						
tiroahnya		1						tiras + ahan	differs			
tirojanam		1						tiras + jana	differs			
tiroDA		1						tiras + DA	differs			
tiroDAna							P.1.2.33|P.3.20.44		index-only			
tiroBavitar							P.3.27.23					
tirovarza		1						tiras + varza	differs			
tirohitatA		1	tirohita	tA	абстракт	KATHĀS. 21,145			index-only			
tirpirika							P.8.2.18					
tiryakkzipta		1						tiryak + kzipta	agrees			
tiryaktva							P.26.29		index-only			
tiryakprekzaRa							P.5.26.36		index-only			
tiryaksrotas							P.3.10.18|P.47.18		index-only			
tiryagAgata		1						tiryak + Agata	differs			
tiryagIkza		1						tiryak + Ikza	differs			
tiryagISa		1						tiryaYc + ISa	differs			
tiryagga		1						tiryak + ga	differs			
tiryaggati		1						tiryaYc + gati	differs			
tiryaggama		1						tiryak + gama	differs			
tiryagja		1						tiryaYc + ja	differs			
tiryagjana		1					P.2.7.46	tiryaYc + jana	differs			
tiryagyona		1						tiryaYc + yoni	differs			
tiryagvidDa		1						tiryak + vidDa	differs			
tiryaYc		1					P.1.2.34|P.3.4.60|P.3.10.19|P.6.3.94	tiras + aYc	pwg-new-fill			
tila							P.1.13.29					
tilaka		1	tila	ka	уменьш./собират.	P. 5,4,3	P.5.4.3|P.5.9.16			caturvedAdiH|tArakAdiH	5.1.124|5.2.36	
tilakawa		1					P.5.2.29	tila + kawa	agrees			
tilakalka							P.35.10		index-only			
tilakAlaka							P.3.2.53		index-only			
tilakASraya		1						tilaka + ASraya	pwg-new-fill			
tilakita							P.5.2.36					
tilaKali		1						tila + Kali	agrees			
tilagrAma		1						tila + grAma	agrees			
tilacUrRa		1						tila + cUrRa	agrees			
tilataRqulaka		1						tila + taRqula	differs			
tilatejA		1						tila + teja	pwg-new-fill			
tilatEla		1					P.5.2.29	tila + tEla	agrees			
tilaMtuda							P.3.2.28		index-only			
tilaparRa		1						tila + parRa	agrees			
tilapiYja							P.4.2.36		index-only			
tilapIqa		1						tila + pIqa	agrees			
tilapeja		1					P.4.2.36	tila + peja	agrees			
tilaBAra		1						tila + BAra	agrees			
tilaBfzwa		1						tila + Bfzwa	agrees			
tilamaya		1	tila	maya	материал	P. 4,3,149	P.4.3.149		index-only			
tilamiSra		1						tila + miSra	agrees			
tilarasa		1						tila + rasa	agrees			
tilavatsa		1						tila + vatsa	agrees			
tilavratin		1					P.5.1.94	tila + vrata	differs			
tilaSas		1	tila	Sas	адверб	MBH. 3,14911	P.4.17.27		index-only			
tilasneha		1						tila + sneha	agrees			
tilAnna		1						tila + anna	pwg-new-fill			
tilApatyA		1						tila + apatya	pwg-new-fill			
tilAmbu		1					P.7.8.44	tila + ambu	pwg-new-fill			
tilodaka		1					P.6.2.96|P.30.10	tila + udaka	pwg-new-fill			
tilOdana		1						tila + odana	pwg-new-fill			
tilpiYja							P.4.2.36					
tilpilika							P.8.2.18					
tilya		1	tila	ya	относит./vṛddhi	ŚĀNT. 4,8	P.5.1.7					
tizWadgu							P.2.1.17		index-only	tizWadgupraBftiH	2.1.17	1
tizWadDoma		1						tizWant + homa	differs			
tizya							P.1.2.63|P.4.3.34|P.12.2.24					
tizyaka		1	tizya	ka	уменьш./собират.	ŚABDAR.						
tizyaketu		1						tizya + ketu	agrees			
tizyapunarvasavIya							P.4.2.6		index-only			
tizyapuzpA		1						tizya + puzpa	differs			
tizyaPalA		1						tizya + Pala	differs			
tisfkA							P.7.2.99					
tisfDanva		1						tisar + Danvan	differs			
tIkzRa							P.3.31.7|P.4.1.110|P.5.2.76|P.6.2.161|P.34.46			aSvAdiH	4.1.110	1
tIkzRaka		1	tIkzRa	ka	уменьш./собират.	RĀJAN.						
tIkzRatA		1	tIkzRa	tA	абстракт	R. 3,19,7	P.6.5.41		index-only			
tIkzRatva		1	tIkzRa	tva	абстракт	SŪRYAS. 6,13			index-only			
tIkzRAMSu		1						tIkzRa + aMSu	pwg-new-fill			
tIkzRAgra		1						tIkzRa + agra	pwg-new-fill			
tIkzRAyasa		1						tIkzRa + ayasa	pwg-new-fill			
tIkzRezu		1						tIkzRa + izu	pwg-new-fill			
tIra	1						P.4.2|P.4.2.106|P.6.2.121					
tIra	2						P.4.2|P.4.2.106|P.6.2.121					
tIragraha		1						tIra + graha	agrees			
tIraja		1					P.8.2.18	tIra + ja	agrees			
tIraBukti		1						tIra + Bukti	agrees			
tIraruha		1						tIra + ruha	agrees			
tIrTa							P.1.5.10|P.1.12.14|P.2.4.31|P.2.7.15|P.3.19.4|P.4.30.37|P.7.8.44|P.8.19.4|P.8.20.9|P.9.19.4|P.9.24.61|P.34.103			CedAdiH|DUmAdiH|SuRqikAdiH|arDarcAdiH|mahAnAmnyAdiH|saNkASAdiH	2.4.31|4.2.127|4.2.80|4.3.76|5.1.64|5.1.94	1
tIrTaka		1	tIrTa	ka	уменьш./собират.	BHĀG. P. 1,19,32	P.1.19.32					
tIrTakara		1						tIrTa + kara	agrees			
tIrTakAka		1					P.2.1.42	tIrTa + kAka	agrees			
tIrTakft		1						tIrTa + kft	agrees			
tIrTatama		1	tIrTa	tama	сравнение	MBH. 3,7018	P.5.24.19		index-only			
tIrTadeva		1						tIrTa + deva	agrees			
tIrTaDvANkza		1					P.2.1.42	tIrTa + DvANkza	agrees			
tIrTapad							P.1.6.34|P.3.1|P.3.1.17		index-only			
tIrTaBUta		1					P.1.13.9	tIrTa + BUta	agrees			
tIrTayAtrA		1					P.1.13.1	tIrTa + yAtrA	agrees			
tIrTarAjI		1						tIrTa + rAjI	agrees			
tIrTavant							P.5.20.22					
tIrTavAka		1						tIrTa + vAka	agrees			
tIrTavAyasa							P.2.1.42		index-only			
