id	k1	hom	L_id	verdict	rule	stratum	pwg_members	index_members	pwg_source_split	mw_first_variant	mw_variant_count	mw_k2_raw	pwg_source_paren	dcs_freq	evidence	reason
agraRI	agraRI		533	pwg_members-right	same_split_pwg_lemma_form	same_split_pwg_lemma_form	agra + nI	agra + RI	agra + nI	agra + RI	1	agra—RI	({#agra#} + {#nI#})	34	form_diffs=nI|RI; index_members_unattested=RI	both sources cut the word in the same place; the members differ only in form (nI|RI) — MW spells each segment as it stands in the compound (sandhi applied), PWG names the lexeme behind it, which is what a member list is for
agraRI	agraRI		533	pwg_members-right	same_split_pwg_lemma_form	same_split_pwg_lemma_form	agra + nI	agra + RI	agra + nI	agra + RI	1	agra—RI	({#agra#} + {#nI#})	34	form_diffs=nI|RI; index_members_unattested=RI	both sources cut the word in the same place; the members differ only in form (nI|RI) — MW spells each segment as it stands in the compound (sandhi applied), PWG names the lexeme behind it, which is what a member list is for
agraRIti	agraRIti		534	pwg_members-right	same_split_pwg_lemma_form	same_split_pwg_lemma_form	agra + nIti	agra + RIti	agra + nIti	agra + RIti	1	a/gra—RIti	({#agra#} + {#nIti#})	1	form_diffs=nIti|RIti; index_members_unattested=RIti	both sources cut the word in the same place; the members differ only in form (nIti|RIti) — MW spells each segment as it stands in the compound (sandhi applied), PWG names the lexeme behind it, which is what a member list is for
agradAnin	agradAnin		537	pwg_members-right	pwg_lexeme_vs_mw_suffixed_tail	pwg_lexeme_vs_mw_suffixed_tail	agra + dAna	agra + dAnin	agra + dAna	agra + dAnin	1	agra—dAnin	(von {#agra#} + {#dAna#})		taddhita_suffix=in	only the final member differs: PWG's `dAna` is an attested headword and MW's `dAnin` is that lexeme plus `-in`, a suffix that derives the WHOLE compound rather than being one of its members
agrahAyaRa	agrahAyaRa		561	pwg_members-right	same_split_pwg_lemma_form	same_split_pwg_lemma_form	agra + hAyana	agra + hAyaRa	agra + hAyana	agra + hAyaRa	1	agra—hAyaRa	({#agra#} + {#hAyana#})		form_diffs=hAyana|hAyaRa; index_members_unattested=hAyaRa	both sources cut the word in the same place; the members differ only in form (hAyana|hAyaRa) — MW spells each segment as it stands in the compound (sandhi applied), PWG names the lexeme behind it, which is what a member list is for
agrajihva	agrajihva		532	pwg_members-right	same_split_pwg_lemma_form	same_split_pwg_lemma_form	agra + jihvA	agra + jihva	agra + jihvA	agra + jihva	1	agra—jihva/	({#agra#} + {#jihvA#})	1	form_diffs=jihvA|jihva	both sources cut the word in the same place; the members differ only in form (jihvA|jihva) — MW spells each segment as it stands in the compound (sandhi applied), PWG names the lexeme behind it, which is what a member list is for
agraparRI	agraparRI		540	pwg_members-right	same_split_pwg_lemma_form	same_split_pwg_lemma_form	agra + parRa	agra + parRI	agra + parRa	agra + parRI	1	agra—parRI	(von {#agra#} + {#parRa#})		form_diffs=parRa|parRI	both sources cut the word in the same place; the members differ only in form (parRa|parRI) — MW spells each segment as it stands in the compound (sandhi applied), PWG names the lexeme behind it, which is what a member list is for
agrasArA	agrasArA		558	pwg_members-right	same_split_pwg_lemma_form	same_split_pwg_lemma_form	agra + sAra	agra + sArA	agra + sAra	agra + sArA	1	agra—sArA	(von {#agra#} + {#sAra#})	2	form_diffs=sAra|sArA	both sources cut the word in the same place; the members differ only in form (sAra|sArA) — MW spells each segment as it stands in the compound (sandhi applied), PWG names the lexeme behind it, which is what a member list is for
agreRI	agreRI		578	pwg_members-right	same_split_pwg_lemma_form	same_split_pwg_lemma_form	agre + nI	agre + RI	agre + nI	agre + RI	1	agre—RI/	({#agre#} + {#nI#})		form_diffs=nI|RI; index_members_unattested=RI	both sources cut the word in the same place; the members differ only in form (nI|RI) — MW spells each segment as it stands in the compound (sandhi applied), PWG names the lexeme behind it, which is what a member list is for
agrevaRa	agrevaRa		584	pwg_members-right	same_split_pwg_lemma_form	same_split_pwg_lemma_form	agre + vana	agre + vaRa	agre + vana	agre + vaRa	1	agre—vaRa	({#agre#} + {#vana#})		form_diffs=vana|vaRa	both sources cut the word in the same place; the members differ only in form (vana|vaRa) — MW spells each segment as it stands in the compound (sandhi applied), PWG names the lexeme behind it, which is what a member list is for
ahaMDI	ahaMDI		65990	pwg_members-right	same_split_pwg_lemma_form	same_split_pwg_lemma_form	aham + DI	ahaM + DI	aham + DI	ahaM + DI	1	ahaM—DI	({#aham#} + <hom>2.</hom> {#DI#})	1	form_diffs=aham|ahaM	both sources cut the word in the same place; the members differ only in form (aham|ahaM) — MW spells each segment as it stands in the compound (sandhi applied), PWG names the lexeme behind it, which is what a member list is for
ahaMSreyas	ahaMSreyas		7614	pwg_members-right	same_split_pwg_lemma_form	same_split_pwg_lemma_form	aham + SreyaMs	ahaM + Sreyas	aham + SreyaMs	ahaM + Sreyas	1	ahaM—Sreyas	(von {#aham#} + {#SreyaMs#})	3	form_diffs=aham|ahaM; SreyaMs|Sreyas	both sources cut the word in the same place; the members differ only in form (aham|ahaM; SreyaMs|Sreyas) — MW spells each segment as it stands in the compound (sandhi applied), PWG names the lexeme behind it, which is what a member list is for
ahaMkAra	ahaMkAra		7619	pwg_members-right	same_split_pwg_lemma_form	same_split_pwg_lemma_form	aham + kAra	ahaM + kAra	aham + kAra	ahaM + kAra	1	ahaM—kAra	({#aham#} + {#kAra#})	435	form_diffs=aham|ahaM	both sources cut the word in the same place; the members differ only in form (aham|ahaM) — MW spells each segment as it stands in the compound (sandhi applied), PWG names the lexeme behind it, which is what a member list is for
ahaMkArya	ahaMkArya		7621	pwg_members-right	same_split_pwg_lemma_form	same_split_pwg_lemma_form	aham + kArya	ahaM + kArya	aham + kArya	ahaM + kArya	1	ahaM—kArya	({#aham#} + {#kArya#})		form_diffs=aham|ahaM	both sources cut the word in the same place; the members differ only in form (aham|ahaM) — MW spells each segment as it stands in the compound (sandhi applied), PWG names the lexeme behind it, which is what a member list is for
ahaMkartavya	ahaMkartavya		7618	pwg_members-right	same_split_pwg_lemma_form	same_split_pwg_lemma_form	aham + kartavya	ahaM + kartavya	aham + kartavya	ahaM + kartavya	1	ahaM—kartavya	({#aham#} + {#kartavya#})		form_diffs=aham|ahaM	both sources cut the word in the same place; the members differ only in form (aham|ahaM) — MW spells each segment as it stands in the compound (sandhi applied), PWG names the lexeme behind it, which is what a member list is for
ahaMkfta	ahaMkfta		7622	pwg_members-right	same_split_pwg_lemma_form	same_split_pwg_lemma_form	aham + kfta	ahaM + kfta	aham + kfta	ahaM + kfta	1	ahaM—kfta	({#aham#} + {#kfta#})	15	form_diffs=aham|ahaM	both sources cut the word in the same place; the members differ only in form (aham|ahaM) — MW spells each segment as it stands in the compound (sandhi applied), PWG names the lexeme behind it, which is what a member list is for
ahaMkfti	ahaMkfti		7623	pwg_members-right	same_split_pwg_lemma_form	same_split_pwg_lemma_form	aham + kfti	ahaM + kfti	aham + kfti	ahaM + kfti	1	ahaM—kfti	({#aham#} + {#kfti#})	13	form_diffs=aham|ahaM	both sources cut the word in the same place; the members differ only in form (aham|ahaM) — MW spells each segment as it stands in the compound (sandhi applied), PWG names the lexeme behind it, which is what a member list is for
ahaMkfti	ahaMkfti		7623	pwg_members-right	same_split_pwg_lemma_form	same_split_pwg_lemma_form	aham + kfti	ahaM + kfti	aham + kfti	ahaM + kfti	1	ahaM—kfti	({#aham#} + {#kfti#})	13	form_diffs=aham|ahaM	both sources cut the word in the same place; the members differ only in form (aham|ahaM) — MW spells each segment as it stands in the compound (sandhi applied), PWG names the lexeme behind it, which is what a member list is for
ahaMnAman	ahaMnAman		65991	pwg_members-right	same_split_pwg_lemma_form	same_split_pwg_lemma_form	aham + nAman	ahaM + nAman	aham + nAman	ahaM + nAman	1	ahaM—nA/man	({#aham#} + {#nAman#})	1	form_diffs=aham|ahaM	both sources cut the word in the same place; the members differ only in form (aham|ahaM) — MW spells each segment as it stands in the compound (sandhi applied), PWG names the lexeme behind it, which is what a member list is for
ahaMpUrva	ahaMpUrva		7636	pwg_members-right	same_split_pwg_lemma_form	same_split_pwg_lemma_form	aham + pUrva	ahaM + pUrva	aham + pUrva	ahaM + pUrva	1	ahaM—pUrva/	({#aham#} + {#pUrva#})		form_diffs=aham|ahaM	both sources cut the word in the same place; the members differ only in form (aham|ahaM) — MW spells each segment as it stands in the compound (sandhi applied), PWG names the lexeme behind it, which is what a member list is for
ahaMsana	ahaMsana		7616	pwg_members-right	same_split_pwg_lemma_form	same_split_pwg_lemma_form	aham + sana	ahaM + sana	aham + sana	ahaM + sana	1	ahaM—sana	(von {#aham#} + {#sana#})	1	form_diffs=aham|ahaM	both sources cut the word in the same place; the members differ only in form (aham|ahaM) — MW spells each segment as it stands in the compound (sandhi applied), PWG names the lexeme behind it, which is what a member list is for
ahaMvAdin	ahaMvAdin		7613	pwg_members-right	same_split_pwg_lemma_form	same_split_pwg_lemma_form	aham + vAdin	ahaM + vAdin	aham + vAdin	ahaM + vAdin	1	ahaM—vAdin	({#aham#} + {#vAdin#})	9	form_diffs=aham|ahaM	both sources cut the word in the same place; the members differ only in form (aham|ahaM) — MW spells each segment as it stands in the compound (sandhi applied), PWG names the lexeme behind it, which is what a member list is for
ahamagrikA	ahamagrikA		7633	pwg_members-right	same_split_pwg_lemma_form	same_split_pwg_lemma_form	aham + agra	aham + agrikA	aham + agra	aham + agrikA	1	aham—agrikA	(von {#aham#} + {#agra#})		form_diffs=agra|agrikA; index_members_unattested=agrikA	both sources cut the word in the same place; the members differ only in form (agra|agrikA) — MW spells each segment as it stands in the compound (sandhi applied), PWG names the lexeme behind it, which is what a member list is for
ahamahamikA	ahamahamikA		7634	pwg_members-right	mw_cut_leaves_nonword	mw_cut_leaves_nonword	aham + aham	aham + ahamikA	aham + aham	aham + ahamikA	1	aham—ahamikA	(von {#aham#} + {#aham#})	4	index_members_unattested=ahamikA	the two segmentations differ and every PWG member is an attested headword while MW's `ahamikA` is not a word — MW cuts inside a sandhi-fused seam (mahA+arha -> mahA|rha) or spells the seam's surface form
aharniSa	aharniSa		7650	pwg_members-right	same_split_pwg_lemma_form	same_split_pwg_lemma_form	ahar + niS	ahar + niSa	ahar + niS	ahar + niSa	1	ahar—niSa	(von {#ahar#} + {#niS#} oder {#niSA#})	68	form_diffs=niS|niSa	both sources cut the word in the same place; the members differ only in form (niS|niSa) — MW spells each segment as it stands in the compound (sandhi applied), PWG names the lexeme behind it, which is what a member list is for
ahimAya	ahimAya		7710	pwg_members-right	same_split_pwg_lemma_form	same_split_pwg_lemma_form	ahi + mAyA	ahi + mAya	ahi + mAyA	ahi + mAya	1	a/hi—mAya	(von {#ahi#} + {#mAyA#})		form_diffs=mAyA|mAya	both sources cut the word in the same place; the members differ only in form (mAyA|mAya) — MW spells each segment as it stands in the compound (sandhi applied), PWG names the lexeme behind it, which is what a member list is for
ahopuruzikA	ahopuruzikA		7745	pwg_members-right	same_split_pwg_lemma_form	same_split_pwg_lemma_form	aho + puruza	aho + puruzikA	aho + puruza	aho + puruzikA	1	aho—puruzikA	(von {#aho#} + {#puruza#})	1	form_diffs=puruza|puruzikA; index_members_unattested=puruzikA	both sources cut the word in the same place; the members differ only in form (puruza|puruzikA) — MW spells each segment as it stands in the compound (sandhi applied), PWG names the lexeme behind it, which is what a member list is for
ahorAtra	ahorAtra		7747	pwg_members-right	same_split_pwg_lemma_form	same_split_pwg_lemma_form	ahas + rAtri	aho + rAtra	ahas + rAtri	aho + rAtra	1	aho—rAtra/	(von {#ahas#} + {#rAtri#})	295	form_diffs=ahas|aho; rAtri|rAtra	both sources cut the word in the same place; the members differ only in form (ahas|aho; rAtri|rAtra) — MW spells each segment as it stands in the compound (sandhi applied), PWG names the lexeme behind it, which is what a member list is for
ahorAtra	ahorAtra		7747	pwg_members-right	same_split_pwg_lemma_form	same_split_pwg_lemma_form	ahas + rAtri	aho + rAtra	ahas + rAtri	aho + rAtra	1	aho—rAtra/	(von {#ahas#} + {#rAtri#})	295	form_diffs=ahas|aho; rAtri|rAtra	both sources cut the word in the same place; the members differ only in form (ahas|aho; rAtri|rAtra) — MW spells each segment as it stands in the compound (sandhi applied), PWG names the lexeme behind it, which is what a member list is for
ahorUpa	ahorUpa		7748	pwg_members-right	same_split_pwg_lemma_form	same_split_pwg_lemma_form	ahas + rUpa	aho + rUpa	ahas + rUpa	aho + rUpa	1	aho—rUpa	({#ahas#} + {#rUpa#})	2	form_diffs=ahas|aho	both sources cut the word in the same place; the members differ only in form (ahas|aho) — MW spells each segment as it stands in the compound (sandhi applied), PWG names the lexeme behind it, which is what a member list is for
ajaSfNgI	ajaSfNgI		941	pwg_members-right	same_split_pwg_lemma_form	same_split_pwg_lemma_form	aja + SfNga	aja + SfNgI	aja + SfNga	aja + SfNgI	1	aja—SfNgI/	(von <hom>1.</hom> {#aja#} + {#SfNga#})	23	form_diffs=SfNga|SfNgI	both sources cut the word in the same place; the members differ only in form (SfNga|SfNgI) — MW spells each segment as it stands in the compound (sandhi applied), PWG names the lexeme behind it, which is what a member list is for
ajadaRqI	ajadaRqI		897	pwg_members-right	same_split_pwg_lemma_form	same_split_pwg_lemma_form	aja + daRqa	aja + daRqI	aja + daRqa	aja + daRqI	1	aja—daRqI	(von {#aja#} + {#daRqa#})		form_diffs=daRqa|daRqI; index_members_unattested=daRqI	both sources cut the word in the same place; the members differ only in form (daRqa|daRqI) — MW spells each segment as it stands in the compound (sandhi applied), PWG names the lexeme behind it, which is what a member list is for
ajajIvika	ajajIvika		892	pwg_members-right	same_split_pwg_lemma_form	same_split_pwg_lemma_form	aja + jIvikA	aja + jIvika	aja + jIvikA	aja + jIvika	1	aja—jIvika	({#aja#} + {#jIvikA#})		form_diffs=jIvikA|jIvika; index_members_unattested=jIvika	both sources cut the word in the same place; the members differ only in form (jIvikA|jIvika) — MW spells each segment as it stands in the compound (sandhi applied), PWG names the lexeme behind it, which is what a member list is for
ajakUlA	ajakUlA		880	pwg_members-right	same_split_pwg_lemma_form	same_split_pwg_lemma_form	aja + kUla	aja + kUlA	aja + kUla	aja + kUlA	1	aja—kUlA	(von {#aja#} + {#kUla#})		form_diffs=kUla|kUlA; index_members_unattested=kUlA	both sources cut the word in the same place; the members differ only in form (kUla|kUlA) — MW spells each segment as it stands in the compound (sandhi applied), PWG names the lexeme behind it, which is what a member list is for
ajalomI	ajalomI		936	pwg_members-right	same_split_pwg_lemma_form	same_split_pwg_lemma_form	aja + loma	aja + lomI	aja + loma	aja + lomI	1	aja—lomI	(von <hom>1.</hom> {#aja#} + {#loma#} = {#loman#})	5	form_diffs=loma|lomI; index_members_unattested=lomI	both sources cut the word in the same place; the members differ only in form (loma|lomI) — MW spells each segment as it stands in the compound (sandhi applied), PWG names the lexeme behind it, which is what a member list is for
ajamodA	ajamodA		920	pwg_members-right	same_split_pwg_lemma_form	same_split_pwg_lemma_form	aja + moda	aja + modA	aja + moda	aja + modA	1	aja—modA	(<hom>1.</hom> {#aja#} + {#moda#})	48	form_diffs=moda|modA	both sources cut the word in the same place; the members differ only in form (moda|modA) — MW spells each segment as it stands in the compound (sandhi applied), PWG names the lexeme behind it, which is what a member list is for
