key1_slp1	key2_accented	iast	form_key	case_class	L	pc	source_xml
bazwa	bas2t2a	baṣṭa	baṣṭa	fiction	20092	277-1	SCH-fiction-3147_cases.xml
bahukAraRIya	bahuka1ran2i1ya	bahukāraṇīya	bahukāranīya	fiction	20115	277-2	SCH-fiction-3147_cases.xml
bahukftya	bahukr2tya	bahukṛtya	bahukṛtya	fiction	20116	277-2	SCH-fiction-3147_cases.xml
bahumArgatA	bahuma1rgata1	bahumārgatā	bahumārgatā	fiction	20125	277-3	SCH-fiction-3147_cases.xml
bahulA	bahula1	bahulā	bahulā	fiction	20133	277-3	SCH-fiction-3147_cases.xml
bahuvAra	bahuva1ra	bahuvāra	bahuvāra	fiction	20143	277-3	SCH-fiction-3147_cases.xml
bARAri	Ba1n2a1ri	bāṇāri	bānāri	fiction	20156	278-1	SCH-fiction-3147_cases.xml
bAdara	ba1dara	bādara	bādara	fiction	20159	278-1	SCH-fiction-3147_cases.xml
bArQya	ba1rd2hya	bārḍhya	bārḍhya	fiction	20166	278-1	SCH-fiction-3147_cases.xml
bArbara	ba1rbara	bārbara	bārbara	fiction	20167	278-1	SCH-fiction-3147_cases.xml
bArbaraka	ba1rbaraka	bārbaraka	bārbaraka	fiction	20168	278-1	SCH-fiction-3147_cases.xml
bAlagarBiRI	ba1lagarbhin2i1	bālagarbhiṇī	bālagarbhinī	fiction	20173	278-2	SCH-fiction-3147_cases.xml
bAlajAtIya	ba1laja1ti1ya	bālajātīya	bālajātīya	fiction	20175	278-2	SCH-fiction-3147_cases.xml
bAlatanaya	ba1latanaya	bālatanaya	bālatanaya	fiction	20176	278-2	SCH-fiction-3147_cases.xml
bAlapattra	ba1lapattra	bālapattra	bālapattra	fiction	20179	278-2	SCH-fiction-3147_cases.xml
bAlamUla	ba1lamu1la	bālamūla	bālamūla	fiction	20181	278-2	SCH-fiction-3147_cases.xml
bAlasUryaka	ba1lasu1ryaka	bālasūryaka	bālasūryaka	fiction	20185	278-2	SCH-fiction-3147_cases.xml
bAha	ba1ha	bāha	bāha	fiction	20198	278-3	SCH-fiction-3147_cases.xml
bAhA	ba1ha1	bāhā	bāhā	fiction	20199	278-3	SCH-fiction-3147_cases.xml
bAhIka	ba1hi1ka	bāhīka	bāhīka	fiction	20203	278-3	SCH-fiction-3147_cases.xml
bAhu	ba1hu	bāhu	bāhu	fiction	20204	278-3	SCH-fiction-3147_cases.xml
bAhupracAlakam	ba1hupraca1lakam	bāhupracālakam	bāhupracālakam	fiction	20211	278-3	SCH-fiction-3147_cases.xml
bAhubalin	Ba1hubalin	bāhubalin	bāhubalin	fiction	20213	278-3	SCH-fiction-3147_cases.xml
bAhuleya	Ba1huleya	bāhuleya	bāhuleya	fiction	20217	278-3	SCH-fiction-3147_cases.xml
bAhuvartaka	ba1huvartaka	bāhuvartaka	bāhuvartaka	fiction	20220	278-3	SCH-fiction-3147_cases.xml
bindu	bindu	bindu	bindu	fiction	20233	279-1	SCH-fiction-3147_cases.xml
bimbara	bimbara	bimbara	bimbara	fiction	20246	279-2	SCH-fiction-3147_cases.xml
bila	bila	bila	bila	fiction	20253	279-2	SCH-fiction-3147_cases.xml
bilva	bilva	bilva	bilva	fiction	20260	279-2	SCH-fiction-3147_cases.xml
bilvAntara	bilva1ntara	bilvāntara	bilvāntara	fiction	20262	279-2	SCH-fiction-3147_cases.xml
bisakaRWikA	bisakan2t2hika1	bisakaṇṭhikā	bisakanṭhikā	fiction	20264	279-2	SCH-fiction-3147_cases.xml
bisaSAlUka	bisas4a1lu1ka	bisaśālūka	bisaśālūka	fiction	20266	279-2	SCH-fiction-3147_cases.xml
bIjavfkza	bi1javr2ks2a	bījavṛkṣa	bījavṛkṣa	fiction	20275	279-3	SCH-fiction-3147_cases.xml
budDakAyavarRaparinizpattyaBinirhArA	Buddhaka1yavarn2aparinis2pattyabhinirha1ra1	buddhakāyavarṇapariniṣpattyabhinirhārā	buddhakāyavarnapariniṣpattyabhinirhārā	fiction	20282	279-3	SCH-fiction-3147_cases.xml
budDAlaMkArADizWitA	Buddha1lam2ka1ra1dhis2t2hita1	buddhālaṃkārādhiṣṭhitā	buddhālankārādhiṣṭhitā	fiction	20287	279-3	SCH-fiction-3147_cases.xml
budbuda	budbuda	budbuda	budbuda	fiction	20291	279-3	SCH-fiction-3147_cases.xml
bfMhayitar	br2m2hayitar	bṛṃhayitar	bṛnhayitar	fiction	20302	280-1	SCH-fiction-3147_cases.xml
bfhatikA	br2hatika1	bṛhatikā	bṛhatikā	fiction	20306	280-1	SCH-fiction-3147_cases.xml
bfhadAra	Br2hada1ra	bṛhadāra	bṛhadāra	fiction	20313	280-1	SCH-fiction-3147_cases.xml
bfhadDAtrI	br2haddha1tri1	bṛhaddhātrī	bṛhaddhātrī	fiction	20315	280-1	SCH-fiction-3147_cases.xml
bfhadBAnu	br2hadbha1nu	bṛhadbhānu	bṛhadbhānu	fiction	20316	280-2	SCH-fiction-3147_cases.xml
bfhannaqA	Br2hannad2a1	bṛhannaḍā	bṛhannaḍā	fiction	20317	280-2	SCH-fiction-3147_cases.xml
bEdi	Baidi	baidi	baidi	fiction	20324	280-2	SCH-fiction-3147_cases.xml
boDipakzanirdeSa	Bodhipaks2anirdes4a	bodhipakṣanirdeśa	bodhipakṣanirdeśa	fiction	20334	280-2	SCH-fiction-3147_cases.xml
boDyaNgavatI	bodhyan3gavati1	bodhyaṅgavatī	bodhyangavatī	fiction	20336	280-2	SCH-fiction-3147_cases.xml
brahman	brahman	brahman	brahman	fiction	20348	280-3	SCH-fiction-3147_cases.xml
brahmavfkza	brahmavr2ks2a	brahmavṛkṣa	brahmavṛkṣa	fiction	20358	280-3	SCH-fiction-3147_cases.xml
bruq	brud2	bruḍ	bruḍ	fiction	20380	281-3	SCH-fiction-3147_cases.xml
BaktakAra	bhaktaka1ra	bhaktakāra	bhaktakāra	fiction	20386	281-3	SCH-fiction-3147_cases.xml
BaRqana	bhan2d2ana	bhaṇḍana	bhanḍana	fiction	20428	282-1	SCH-fiction-3147_cases.xml
BaRqita	bhan2d2ita	bhaṇḍita	bhanḍita	fiction	20431	282-1	SCH-fiction-3147_cases.xml
BaRqila	bhan2d2ila	bhaṇḍila	bhanḍila	fiction	20434	282-1	SCH-fiction-3147_cases.xml
Badra	bhadra	bhadra	bhadra	fiction	20436	282-1	SCH-fiction-3147_cases.xml
BadrakumBa	bhadrakumbha	bhadrakumbha	bhadrakumbha	fiction	20440	282-1	SCH-fiction-3147_cases.xml
Banda	bhanda	bhanda	bhanda	fiction	20457	282-2	SCH-fiction-3147_cases.xml
BaraRqa	bharan2d2a	bharaṇḍa	bharanḍa	fiction	20465	282-2	SCH-fiction-3147_cases.xml
BarmaRyA	bharman2ya1	bharmaṇyā	bharmanyā	fiction	20481	282-3	SCH-fiction-3147_cases.xml
Barman	bharman	bharman	bharman	fiction	20482	282-3	SCH-fiction-3147_cases.xml
BallAtakI	bhalla1taki1	bhallātakī	bhallātakī	fiction	20487	282-3	SCH-fiction-3147_cases.xml
Bava	bhava	bhava	bhava	fiction	20491	282-3	SCH-fiction-3147_cases.xml
BavasaMkrAnti	Bhavasam2kra1nti	bhavasaṃkrānti	bhavasankrānti	fiction	20497	282-3	SCH-fiction-3147_cases.xml
Basala	bhasala	bhasala	bhasala	fiction	20507	283-1	SCH-fiction-3147_cases.xml
BastrakA	bhastraka1	bhastrakā	bhastrakā	fiction	20510	283-1	SCH-fiction-3147_cases.xml
BAjI	bha1ji1	bhājī	bhājī	fiction	20533	283-2	SCH-fiction-3147_cases.xml
BARqa	bha1n2d2a	bhāṇḍa	bhānḍa	fiction	20534	283-2	SCH-fiction-3147_cases.xml
BARqikA	bha1n2d2ika1	bhāṇḍikā	bhānḍikā	fiction	20540	283-2	SCH-fiction-3147_cases.xml
BAtkUwa	bha1tku1t2a	bhātkūṭa	bhātkūṭa	fiction	20542	283-2	SCH-fiction-3147_cases.xml
BAravah	bha1ravah	bhāravah	bhāravah	fiction	20556	283-3	SCH-fiction-3147_cases.xml
BArgavI	Bha1rgavi1	bhārgavī	bhārgavī	fiction	20566	283-3	SCH-fiction-3147_cases.xml
BAvanAmaya	bha1vana1maya	bhāvanāmaya	bhāvanāmaya	fiction	20572	283-3	SCH-fiction-3147_cases.xml
BAvaBawa	Bha1vabhat2a	bhāvabhaṭa	bhāvabhaṭa	fiction	20574	283-3	SCH-fiction-3147_cases.xml
BikzAbiqAla	bhiks2a1bid2a1la	bhikṣābiḍāla	bhikṣābiḍāla	fiction	20593	284-1	SCH-fiction-3147_cases.xml
BiRqipAla	bhin2d2ipa1la	bhiṇḍipāla	bhinḍipāla	fiction	20599	284-2	SCH-fiction-3147_cases.xml
Bidu	bhidu	bhidu	bhidu	fiction	20605	284-2	SCH-fiction-3147_cases.xml
BinnakleSa	bhinnakles4a	bhinnakleśa	bhinnakleśa	fiction	20610	284-2	SCH-fiction-3147_cases.xml
Billa	bhilla	bhilla	bhilla	fiction	20617	284-2	SCH-fiction-3147_cases.xml
BIru	bhi1ru	bhīru	bhīru	fiction	20631	284-3	SCH-fiction-3147_cases.xml
BujagASana	bhujaga1s4ana	bhujagāśana	bhujagāśana	fiction	20650	285-1	SCH-fiction-3147_cases.xml
BujaMgaBuj	bhujam2gabhuj	bhujaṃgabhuj	bhujangabhuj	fiction	20655	285-1	SCH-fiction-3147_cases.xml
BujaSiras	bhujas4iras	bhujaśiras	bhujaśiras	fiction	20670	285-1	SCH-fiction-3147_cases.xml
Buji	bhuji	bhuji	bhuji	fiction	20673	285-2	SCH-fiction-3147_cases.xml
BujizyA	bhujis2ya1	bhujiṣyā	bhujiṣyā	fiction	20674	285-2	SCH-fiction-3147_cases.xml
Buvana	bhuvana	bhuvana	bhuvana	fiction	20678	285-2	SCH-fiction-3147_cases.xml
BUtagrAma	bhu1tagra1ma	bhūtagrāma	bhūtagrāma	fiction	20687	285-2	SCH-fiction-3147_cases.xml
BUtanASana	bhu1tana1s4ana	bhūtanāśana	bhūtanāśana	fiction	20693	285-3	SCH-fiction-3147_cases.xml
BUpala	bhu1pala	bhūpala	bhūpala	fiction	20711	285-3	SCH-fiction-3147_cases.xml
BUmant	bhu1mant	bhūmant	bhūmant	fiction	20714	285-3	SCH-fiction-3147_cases.xml
BUmigarBa	Bhu1migarbha	bhūmigarbha	bhūmigarbha	fiction	20717	286-1	SCH-fiction-3147_cases.xml
BUmiruha	bhu1miruha	bhūmiruha	bhūmiruha	fiction	20723	286-1	SCH-fiction-3147_cases.xml
BUyaSCandika	bhu1yas4chandika	bhūyaśchandika	bhūyaśchandika	fiction	20727	286-1	SCH-fiction-3147_cases.xml
BUyaskAma	bhu1yaska1ma	bhūyaskāma	bhūyaskāma	fiction	20728	286-1	SCH-fiction-3147_cases.xml
BUyastvA	[bhu1yastva1]	bhūyastvā	bhūyastvā	fiction	20729	286-1	SCH-fiction-3147_cases.xml
BUyoBAva	bhu1yobha1va	bhūyobhāva	bhūyobhāva	fiction	20732	286-1	SCH-fiction-3147_cases.xml
BUyoruci	bhu1yoruci	bhūyoruci	bhūyoruci	fiction	20733	286-1	SCH-fiction-3147_cases.xml
BfNga	bhr2n3ga	bhṛṅga	bhṛnga	fiction	20750	286-2	SCH-fiction-3147_cases.xml
BfNgarAja	bhr2n3gara1ja	bhṛṅgarāja	bhṛngarāja	fiction	20752	286-2	SCH-fiction-3147_cases.xml
Bela	bhela	bhela	bhela	fiction	20766	286-3	SCH-fiction-3147_cases.xml
Bezaja	bhes2aja	bheṣaja	bheṣaja	fiction	20768	286-3	SCH-fiction-3147_cases.xml
BEkzuka	bhaiks2uka	bhaikṣuka	bhaikṣuka	fiction	20770	286-3	SCH-fiction-3147_cases.xml
Bogika	bhogika	bhogika	bhogika	fiction	20789	287-1	SCH-fiction-3147_cases.xml
BoginI	bhogini1	bhoginī	bhoginī	fiction	20791	287-1	SCH-fiction-3147_cases.xml
BogIndra	bhogi1ndra	bhogīndra	bhogīndra	fiction	20794	287-1	SCH-fiction-3147_cases.xml
Brakuwi	bhrakut2i	bhrakuṭi	bhrakuṭi	fiction	20805	287-2	SCH-fiction-3147_cases.xml
BramaRikA	bhraman2ika1	bhramaṇikā	bhramanikā	fiction	20810	287-2	SCH-fiction-3147_cases.xml
Bramara	bhramara	bhramara	bhramara	fiction	20811	287-2	SCH-fiction-3147_cases.xml
BrAmaka	bhra1maka	bhrāmaka	bhrāmaka	fiction	20827	287-3	SCH-fiction-3147_cases.xml
BrAmarI	bhra1mari1	bhrāmarī	bhrāmarī	fiction	20830	287-3	SCH-fiction-3147_cases.xml
BrAzwra	bhra1s2t2ra	bhrāṣṭra	bhrāṣṭra	fiction	20831	287-3	SCH-fiction-3147_cases.xml
BrukuMsa	bhrukum2sa	bhrukuṃsa	bhrukunsa	fiction	20832	287-3	SCH-fiction-3147_cases.xml
BrUkuwi	bhru1kut2i	bhrūkuṭi	bhrūkuṭi	fiction	20835	287-3	SCH-fiction-3147_cases.xml
BrUkuwika	bhru1kut2ika	bhrūkuṭika	bhrūkuṭika	fiction	20836	287-3	SCH-fiction-3147_cases.xml
ma	ma	ma	ma	fiction	20840	287-3	SCH-fiction-3147_cases.xml
makaramuKa	makaramukha	makaramukha	makaramukha	fiction	20848	287-3	SCH-fiction-3147_cases.xml
makarANka	makara1n3ka	makarāṅka	makarānka	fiction	20852	288-1	SCH-fiction-3147_cases.xml
makkola	makkola	makkola	makkola	fiction	20857	288-1	SCH-fiction-3147_cases.xml
maNk	man3k	maṅk	mank	fiction	20862	288-1	SCH-fiction-3147_cases.xml
maNga	man3ga	maṅga	manga	fiction	20867	288-1	SCH-fiction-3147_cases.xml
maNgalyArhA	man3galya1rha1	maṅgalyārhā	mangalyārhā	fiction	20878	288-2	SCH-fiction-3147_cases.xml
maYcipattra	man5cipattra	mañcipattra	mancipattra	fiction	20885	288-2	SCH-fiction-3147_cases.xml
maYjikA	man5jika1	mañjikā	manjikā	fiction	20889	288-2	SCH-fiction-3147_cases.xml
maYjuSrIbudDakzetraguRavyUha	Man5jus4ri1buddhaks2etragun2avyu1ha	mañjuśrībuddhakṣetraguṇavyūha	manjuśrībuddhakṣetragunavyūha	fiction	20892	288-2	SCH-fiction-3147_cases.xml
maYjuSrIvihAra	Man5jus4ri1viha1ra	mañjuśrīvihāra	manjuśrīvihāra	fiction	20893	288-2	SCH-fiction-3147_cases.xml
maRi	man2i	maṇi	mani	fiction	20905	288-3	SCH-fiction-3147_cases.xml
maRidvIpa	man2idvi1pa	maṇidvīpa	manidvīpa	fiction	20913	288-3	SCH-fiction-3147_cases.xml
maRinda	-man2inda	maṇinda	maninda	fiction	20915	288-3	SCH-fiction-3147_cases.xml
maRiBU	man2ibhu1	maṇibhū	manibhū	fiction	20918	288-3	SCH-fiction-3147_cases.xml
maRimAlA	Man2ima1la1	maṇimālā	manimālā	fiction	20921	289-1	SCH-fiction-3147_cases.xml
maRI	man2i1	maṇī	manī	fiction	20931	289-1	SCH-fiction-3147_cases.xml
maRIcaka	man2i1caka	maṇīcaka	manīcaka	fiction	20932	289-1	SCH-fiction-3147_cases.xml
maRqayate	man2d2ay(ate)	maṇḍayate	manḍayate	fiction	20939	289-2	SCH-fiction-3147_cases.xml
maRqala	man2d2ala	maṇḍala	manḍala	fiction	20940	289-2	SCH-fiction-3147_cases.xml
maRqalamAqa	man2d2alama1d2a	maṇḍalamāḍa	manḍalamāḍa	fiction	20947	289-2	SCH-fiction-3147_cases.xml
maRqalAgra	man2d2ala1gra	maṇḍalāgra	manḍalāgra	fiction	20949	289-2	SCH-fiction-3147_cases.xml
maRqalI	man2d2ali1	maṇḍalī	manḍalī	fiction	20953	289-2	SCH-fiction-3147_cases.xml
maRqUka	man2d2u1ka	maṇḍūka	manḍūka	fiction	20959	289-3	SCH-fiction-3147_cases.xml
matkuRa	matkun2a	matkuṇa	matkuna	fiction	20971	289-3	SCH-fiction-3147_cases.xml
mattavAraRa	mattava1ran2a	mattavāraṇa	mattavārana	fiction	20974	289-3	SCH-fiction-3147_cases.xml
matsarA	matsara1	matsarā	matsarā	fiction	20976	289-3	SCH-fiction-3147_cases.xml
madana	madana	madana	madana	fiction	20996	290-1	SCH-fiction-3147_cases.xml
madanaka	madanaka	madanaka	madanaka	fiction	20997	290-1	SCH-fiction-3147_cases.xml
madanasArikA	madanasa1rika1	madanasārikā	madanasārikā	fiction	21020	290-2	SCH-fiction-3147_cases.xml
madanA	Madana1	madanā	madanā	fiction	21023	290-2	SCH-fiction-3147_cases.xml
madanANkuSa	madana1n3kus4a	madanāṅkuśa	madanānkuśa	fiction	21025	290-2	SCH-fiction-3147_cases.xml
madanAtrapatra	madana1trapatra	madanātrapatra	madanātrapatra	fiction	21026	290-2	SCH-fiction-3147_cases.xml
madanAlaya	madana1laya	madanālaya	madanālaya	fiction	21030	290-2	SCH-fiction-3147_cases.xml
madAra	mada1ra	madāra	madāra	fiction	21043	290-3	SCH-fiction-3147_cases.xml
maDu	madhu	madhu	madhu	fiction	21060	290-3	SCH-fiction-3147_cases.xml
maDuka	madhuka	madhuka	madhuka	fiction	21061	291-1	SCH-fiction-3147_cases.xml
maDutaru	madhutaru	madhutaru	madhutaru	fiction	21069	291-1	SCH-fiction-3147_cases.xml
maDura	madhura	madhura	madhura	fiction	21082	291-1	SCH-fiction-3147_cases.xml
maDUlI	madhu1li1	madhūlī	madhūlī	fiction	21100	291-2	SCH-fiction-3147_cases.xml
maDyama	madhyama	madhyama	madhyama	fiction	21107	291-2	SCH-fiction-3147_cases.xml
maDyasTa	madhyastha	madhyastha	madhyastha	fiction	21117	291-3	SCH-fiction-3147_cases.xml
manaHsaMcetanAhAra	manah2sam2cetana1ha1ra	manaḥsaṃcetanāhāra	manaḥsancetanāhāra	fiction	21139	292-1	SCH-fiction-3147_cases.xml
manizWakA	manis2t2haka1	maniṣṭhakā	maniṣṭhakā	fiction	21144	292-1	SCH-fiction-3147_cases.xml
manojalpa	manojalpa	manojalpa	manojalpa	fiction	21159	292-2	SCH-fiction-3147_cases.xml
manoBavAgAra	manobhava1ga1ra	manobhavāgāra	manobhavāgāra	fiction	21166	292-2	SCH-fiction-3147_cases.xml
manTAnaka	mantha1naka	manthānaka	manthānaka	fiction	21192	292-3	SCH-fiction-3147_cases.xml
manTinI	manthini1	manthinī	manthinī	fiction	21195	292-3	SCH-fiction-3147_cases.xml
mandara	mandara	mandara	mandara	fiction	21205	293-1	SCH-fiction-3147_cases.xml
mandAra	manda1ra	mandāra	mandāra	fiction	21214	293-1	SCH-fiction-3147_cases.xml
mandIra	mandi1ra	mandīra	mandīra	fiction	21221	293-1	SCH-fiction-3147_cases.xml
manmaTa	manmatha	manmatha	manmatha	fiction	21225	293-2	SCH-fiction-3147_cases.xml
maya	maya	maya	maya	fiction	21244	293-2	SCH-fiction-3147_cases.xml
mayUrapadaka	mayu1rapadaka	mayūrapadaka	mayūrapadaka	fiction	21251	293-3	SCH-fiction-3147_cases.xml
mayUrANki	mayu1ra1n3ki	mayūrāṅki	mayūrānki	fiction	21256	293-3	SCH-fiction-3147_cases.xml
marAlI	mara1li1	marālī	marālī	fiction	21264	293-3	SCH-fiction-3147_cases.xml
marudBavA	marudbhava1	marudbhavā	marudbhavā	fiction	21276	294-1	SCH-fiction-3147_cases.xml
maruBU	marubhu1	marubhū	marubhū	fiction	21279	294-1	SCH-fiction-3147_cases.xml
marumarIcikA	marumari1cika1	marumarīcikā	marumarīcikā	fiction	21282	294-1	SCH-fiction-3147_cases.xml
maruvaka	maruvaka	maruvaka	maruvaka	fiction	21283	294-1	SCH-fiction-3147_cases.xml
markawa	markat2a	markaṭa	markaṭa	fiction	21285	294-1	SCH-fiction-3147_cases.xml
marman	marman	marman	marman	fiction	21294	294-2	SCH-fiction-3147_cases.xml
marmABiGAta	marma1bhigha1ta	marmābhighāta	marmābhighāta	fiction	21297	294-2	SCH-fiction-3147_cases.xml
mal	mal	mal	mal	fiction	21302	294-2	SCH-fiction-3147_cases.xml
mala	mala	mala	mala	fiction	21303	294-2	SCH-fiction-3147_cases.xml
malizWA	malis2t2ha1	maliṣṭhā	maliṣṭhā	fiction	21317	294-3	SCH-fiction-3147_cases.xml
malla	malla	malla	malla	fiction	21320	294-3	SCH-fiction-3147_cases.xml
mallArizwA	malla1ris2t2a1	mallāriṣṭā	mallāriṣṭā	fiction	21324	294-3	SCH-fiction-3147_cases.xml
mallikA	mallika1	mallikā	mallikā	fiction	21325	294-3	SCH-fiction-3147_cases.xml
maziDAna	mas2idha1na	maṣidhāna	maṣidhāna	fiction	21329	294-3	SCH-fiction-3147_cases.xml
masikA	masika1	masikā	masikā	fiction	21332	294-3	SCH-fiction-3147_cases.xml
masI	masi1	masī	masī	fiction	21333	294-3	SCH-fiction-3147_cases.xml
mahardDika	maharddhika	maharddhika	maharddhika	fiction	21348	295-1	SCH-fiction-3147_cases.xml
mahallaka	mahallaka	mahallaka	mahallaka	fiction	21351	295-1	SCH-fiction-3147_cases.xml
mahAdUta	maha1du1ta	mahādūta	mahādūta	fiction	21371	295-2	SCH-fiction-3147_cases.xml
mahADvaja	maha1dhvaja	mahādhvaja	mahādhvaja	fiction	21374	295-2	SCH-fiction-3147_cases.xml
mahAnawa	maha1nat2a	mahānaṭa	mahānaṭa	fiction	21375	295-2	SCH-fiction-3147_cases.xml
mahAnidrA	maha1nidra1	mahānidrā	mahānidrā	fiction	21379	295-2	SCH-fiction-3147_cases.xml
mahAbalA	maha1bala1	mahābalā	mahābalā	fiction	21394	295-3	SCH-fiction-3147_cases.xml
mahABUmika	maha1bhu1mika	mahābhūmika	mahābhūmika	fiction	21399	295-3	SCH-fiction-3147_cases.xml
mahAmUzaka	maha1mu1s2aka	mahāmūṣaka	mahāmūṣaka	fiction	21407	295-3	SCH-fiction-3147_cases.xml
mahAsmftyupasTAna	Maha1smr2tyupastha1na	mahāsmṛtyupasthāna	mahāsmṛtyupasthāna	fiction	21435	296-1	SCH-fiction-3147_cases.xml
mahizaDvaja	mahis2adhvaja	mahiṣadhvaja	mahiṣadhvaja	fiction	21443	296-1	SCH-fiction-3147_cases.xml
mahizavAhana	mahis2ava1hana	mahiṣavāhana	mahiṣavāhana	fiction	21444	296-1	SCH-fiction-3147_cases.xml
mahizIpAla	mahis2i1pa1la	mahiṣīpāla	mahiṣīpāla	fiction	21447	296-2	SCH-fiction-3147_cases.xml
mahOjaska	mahaujaska	mahaujaska	mahaujaska	fiction	21461	296-2	SCH-fiction-3147_cases.xml
mAgaDI	ma1gadhi1	māgadhī	māgadhī	fiction	21474	296-3	SCH-fiction-3147_cases.xml
mAQI	ma1d2hi1	māḍhī	māḍhī	fiction	21484	296-3	SCH-fiction-3147_cases.xml
mARavaka	ma1n2avaka	māṇavaka	mānavaka	fiction	21485	296-3	SCH-fiction-3147_cases.xml
mAtaNga	ma1tan3ga	mātaṅga	mātanga	fiction	21491	296-3	SCH-fiction-3147_cases.xml
mAtaNgavedi	ma1tan3gavedi	mātaṅgavedi	mātangavedi	fiction	21493	297-1	SCH-fiction-3147_cases.xml
mAtaripuruza	ma1taripurus2a	mātaripuruṣa	mātaripuruṣa	fiction	21497	297-1	SCH-fiction-3147_cases.xml
mAti	ma1ti	māti	māti	fiction	21498	297-1	SCH-fiction-3147_cases.xml
mAtfgrAma	ma1tr2gra1ma	mātṛgrāma	mātṛgrāma	fiction	21504	297-1	SCH-fiction-3147_cases.xml
mAtfSAsita	ma1tr2s4a1sita	mātṛśāsita	mātṛśāsita	fiction	21508	297-1	SCH-fiction-3147_cases.xml
mAtfzvasrIya	ma1tr2s2vasri1ya	mātṛṣvasrīya	mātṛṣvasrīya	fiction	21509	297-1	SCH-fiction-3147_cases.xml
mADukarI	ma1dhukari1	mādhukarī	mādhukarī	fiction	21524	297-2	SCH-fiction-3147_cases.xml
mAnApya	ma1na1pya	mānāpya	mānāpya	fiction	21542	297-2	SCH-fiction-3147_cases.xml
mAnuzyaka	ma1nus2yaka	mānuṣyaka	mānuṣyaka	fiction	21546	297-3	SCH-fiction-3147_cases.xml
mAyAkAra	ma1ya1ka1ra	māyākāra	māyākāra	fiction	21559	297-3	SCH-fiction-3147_cases.xml
mAyUravratin	ma1yu1ravratin	māyūravratin	māyūravratin	fiction	21574	298-1	SCH-fiction-3147_cases.xml
mAri	ma1ri	māri	māri	fiction	21583	298-1	SCH-fiction-3147_cases.xml
mArgadeSika	ma1rgades4ika	mārgadeśika	mārgadeśika	fiction	21594	298-2	SCH-fiction-3147_cases.xml
mArgapariRAyaka	ma1rgaparin2a1yaka	mārgapariṇāyaka	mārgaparināyaka	fiction	21595	298-2	SCH-fiction-3147_cases.xml
mArgAKyAyin	ma1rga1khya1yin	mārgākhyāyin	mārgākhyāyin	fiction	21600	298-2	SCH-fiction-3147_cases.xml
mArdaNgI	ma1rdan3gi1	mārdaṅgī	mārdangī	fiction	21614	298-2	SCH-fiction-3147_cases.xml
mArzwi	ma1rs2t2i	mārṣṭi	mārṣṭi	fiction	21616	298-2	SCH-fiction-3147_cases.xml
mAla	ma1la	māla	māla	fiction	21617	298-2	SCH-fiction-3147_cases.xml
mAlukAcCada	ma1luka1cchada	mālukācchada	mālukācchada	fiction	21628	298-3	SCH-fiction-3147_cases.xml
mAlya	ma1lya	mālya	mālya	fiction	21632	298-3	SCH-fiction-3147_cases.xml
mAzaprati	ma1s2aprati	māṣaprati	māṣaprati	fiction	21636	298-3	SCH-fiction-3147_cases.xml
mAsatama	ma1satama	māsatama	māsatama	fiction	21638	298-3	SCH-fiction-3147_cases.xml
mAsopavAsin	ma1sopava1sin	māsopavāsin	māsopavāsin	fiction	21643	298-3	SCH-fiction-3147_cases.xml
miYj	min5j	miñj	minj	fiction	21656	299-1	SCH-fiction-3147_cases.xml
mitadru	mitadru	mitadru	mitadru	fiction	21661	299-1	SCH-fiction-3147_cases.xml
mirA	Mira1	mirā	mirā	fiction	21689	299-2	SCH-fiction-3147_cases.xml
milgunI	[milguni1	milgunī	milgunī	fiction	21691	299-2	SCH-fiction-3147_cases.xml
miz	mis2	miṣ	miṣ	fiction	21693	299-2	SCH-fiction-3147_cases.xml
mihikA	mihika1	mihikā	mihikā	fiction	21696	299-3	SCH-fiction-3147_cases.xml
mihira	mihira	mihira	mihira	fiction	21697	299-3	SCH-fiction-3147_cases.xml
mInaketana	mi1naketana	mīnaketana	mīnaketana	fiction	21702	299-3	SCH-fiction-3147_cases.xml
mu	mu	mu	mu	fiction	21713	299-3	SCH-fiction-3147_cases.xml
mukulikA	mukulika1	mukulikā	mukulikā	fiction	21730	300-1	SCH-fiction-3147_cases.xml
muktApralamba	mukta1pralamba	muktāpralamba	muktāpralamba	fiction	21740	300-1	SCH-fiction-3147_cases.xml
muktAsPowa	mukta1sphot2a	muktāsphoṭa	muktāsphoṭa	fiction	21747	300-2	SCH-fiction-3147_cases.xml
muKapuzpaka	mukhapus2paka	mukhapuṣpaka	mukhapuṣpaka	fiction	21762	300-3	SCH-fiction-3147_cases.xml
muKapoYCana	mukhapon5chana	mukhapoñchana	mukhaponchana	fiction	21763	300-3	SCH-fiction-3147_cases.xml
muKaPullaka	mukhaphullaka	mukhaphullaka	mukhaphullaka	fiction	21766	300-3	SCH-fiction-3147_cases.xml
muKavAsana	mukhava1sana	mukhavāsana	mukhavāsana	fiction	21777	300-3	SCH-fiction-3147_cases.xml
muRqa	mun2d2a	muṇḍa	munḍa	fiction	21799	301-1	SCH-fiction-3147_cases.xml
muRqaSayanAsanavArika	mun2d2as4ayana1sanava1rika	muṇḍaśayanāsanavārika	munḍaśayanāsanavārika	fiction	21806	301-1	SCH-fiction-3147_cases.xml
muRqikA	mun2d2ika1	muṇḍikā	munḍikā	fiction	21808	301-2	SCH-fiction-3147_cases.xml
